,SERPINA3,PMEL,DCT,IFITM1,APOD,A2M,IFI27,APOC2,RGS1,SPP1,CAPG,TM4SF1,TYR,CTSK,ANXA1,MIA,HSPA1A,CRYAB,GDF15,CAPN3,TSC22D3,FN1,DUSP1,HSPA1B,QPCT,APOE,EGR1,MT1X,S100A4,SERPINE2,NNMT,MLANA,FOS,CTSL1,MCAM,LHFPL3-AS1,APOC1,DDIT3,CRIP2,MT1E,TNFRSF12A,PRKCDBP,IER3,TMSB4X,S100A16,SELM,IGFBP7,LOXL4,NSG1,SLC20A1,MYC,CD74,BIRC7,SLC26A2,LOXL3,PLTP,RAB38,RCAN1,PLEKHB1,group
cy79-p5-CD45-neg-PDL1-pos-C02-S698-comb,10.156,6.0547,1.8408,0.0,8.8747,7.2123,6.6465,7.7227,3.5764,7.9924,6.03,5.5135,7.0809,2.1124,5.1732,8.4646,7.4425,2.5534,6.5601,7.8567,4.6747,3.6041,5.6354,3.5309,0.0,6.505,5.2604,0.0,4.4668,9.5453,0.0,6.0396,9.1068,5.6825,2.4233,0.0,6.3498,5.9689,0.0,0.0,0.0,5.547000000000001,0.0,0.0,0.0,6.2103,0.0,3.3996,3.8717,2.1564,3.4617,5.7504,7.2466,5.9773,3.6153,5.1143,3.5194,0.0,5.983,1.0
cy79-p4-CD45-neg-PDL1-neg-A02-S1058-comb,6.5367,9.412,0.0,0.0,7.52,6.7568,5.5408,3.3723,0.0,3.7551,4.7298,6.8096,7.7015,0.0,7.8844,8.9848,3.8621,3.2514,4.3947,7.1126,0.0,3.0863,0.0,0.0,3.7796,6.3818,2.5306,3.5746,2.332,9.4746,0.0,5.4845,0.0,8.6357,6.7315,0.0,3.8825,3.2214,6.1579,4.7868,5.0736,4.3829,3.7702,4.8822,4.3388,1.275,4.8572,3.8759,6.1656,1.03,0.0,7.171,0.0,5.0764,5.7579,0.0,5.2421,0.0,4.3297,1.0
cy79-p5-CD45-neg-PDL1-pos-D07-S715-comb,5.3816,8.0077,0.0,0.0,4.5421,7.2635,7.2002,1.8536,4.3125,0.0,2.3542,5.9484,4.5024,0.0,6.9764,5.6121,8.5467,1.9195,5.4672,0.0,6.4685,5.312,6.1966,7.2028,3.9361,3.717,4.8321,6.7744,5.3573,10.744000000000002,0.0,2.2319999999999998,7.2034,8.0427,8.0838,0.0,0.0,4.772,7.0525,5.2299,6.5324,6.0012,4.5859,0.0,4.2962,1.9195,4.2123,2.7047,2.9178,4.9751,4.4078,3.5077,0.0,6.7136,2.0140000000000002,0.0,4.2538,6.0664,4.5895,1.0
cy81-FNA-CD45-neg-B03-S975-comb,6.6501,0.0,2.2747,5.9289,0.0,5.0766,0.0,0.0,0.0,2.9895,2.6958,4.3111,0.0,2.1467,3.0968,5.9649,5.8759,6.8074,5.1785,1.8041,4.8184,6.7669,6.216,5.3145,4.0403,0.0,3.2519,3.3431,0.0,7.7223,4.3528,0.0,4.0958,5.2193,4.4791,0.0,0.0,4.4364,3.7388,1.4222,0.0,6.8361,3.5769,1.825,2.8325,2.1368,2.7551,7.0064,0.0,3.8501,0.0,0.0,0.0,5.1642,4.8234,5.2864,3.341,4.8507,5.3818,1.0
cy81-Bulk-CD45-neg-H02-S182-comb,8.1184,0.0,0.0,8.896,5.6623,7.6094,0.0,0.0,0.0,6.7972,0.0,7.2608,0.18777,0.0,5.5882,7.5884,3.0611,5.971,2.6367,0.0,8.1302,9.7228,8.6759,3.9913,0.0,3.3016,7.196000000000001,6.4591,2.6643,8.4907,6.4135,0.32539,8.8979,4.6701,0.0,0.0,0.0,5.4873,4.6748,0.0,0.0,3.0013,2.9473,0.0,6.1455,0.0,0.0,1.4657,0.0,7.0019,0.0,0.0,0.0,3.9418,5.7619,5.1825,2.6830000000000003,6.1160000000000005,4.6542,1.0
cy80-CD45-neg-A10-S874-comb,5.0879,11.152999999999999,0.0,5.3809,7.3213,0.83915,7.2116,0.0,0.0,0.0,9.225,1.0996,6.6917,6.1521,6.5738,4.8689,5.9377,5.2938,5.5253,5.7159,4.5957,2.0878,5.6971,4.6932,2.7383,0.0,3.4711,4.7571,0.0,6.7718,5.0466,7.042000000000001,6.9868,4.085,0.0,4.1064,0.0,2.5003,0.0,4.8836,0.0,3.4391,0.0,2.1959999999999997,0.0,7.6097,4.9721,2.1827,4.9427,0.63134,4.2746,2.3048,5.7641,2.7732,0.0,6.6739,1.8813,4.6517,2.2585,1.0
cy79-p5-CD45-neg-PDL1-neg-E04-S820-comb,4.7101,10.382,0.0,0.0,9.6992,8.0307,6.1797,7.1372,0.0,0.0,3.1535,6.2757,8.6742,0.0,0.0,8.4366,4.9242,5.6671,0.0,8.3884,7.6245,1.121,7.4537,4.228,6.8063,6.9534,4.479,0.0,0.0,10.466,0.0,7.6416,9.0737,4.7343,4.8573,0.0,4.8822,4.6524,4.986000000000001,0.0,4.4252,0.0,3.2174,0.0,5.6501,0.0,0.0,6.4351,5.7279,4.5564,0.0,0.0,5.8495,6.029,0.0,0.0,2.9846,4.1775,4.354,1.0
cy81-FNA-CD45-neg-E10-S1018-comb,7.8194,0.0,0.0,6.6993,5.5364,6.6745,0.0,0.0,0.0,6.1839,0.0,5.5574,0.0,0.0,6.0435,6.1427,5.1322,5.3954,0.0,0.0,3.8472,8.9019,7.5288,4.0141,0.0,4.1403,3.5754,3.4803,4.9179,8.2158,1.291,0.75189,3.951,4.0732,0.0,0.0,3.5277,0.0,2.9121,0.0,0.0,5.7792,2.8667,0.0,6.9355,0.0,0.0,3.9501,0.0,5.7118,0.0,0.0,0.0,5.9296,4.0157,5.1770000000000005,2.6443,6.8204,6.0075,1.0
cy79-p4-CD45-neg-PDL1-pos-G02-S458-comb,7.0539,9.9389,0.0,0.0,9.2777,8.3795,5.2831,6.6008,2.4813,2.8742,4.3562,3.7826,9.4552,6.1885,6.0409,8.7199,6.9527,4.6609,5.7755,8.3459,7.5325,2.7521,6.2379,6.4301,5.6701,7.8459,5.8383,0.0,2.7679,9.5172,0.0,6.181,7.6354,0.65535,4.9412,0.0,4.4949,4.6234,6.1251,0.0,0.0,2.753,0.0,0.0,3.9261,5.3027,4.4435,0.0,5.6233,3.0181,1.5079,6.9031,3.0287,5.1847,4.9456,0.0,5.2439,3.2079,4.6789,1.0
cy79-p5-CD45-neg-PDL1-pos-B08-S692-comb,0.0,10.092,0.0,0.0,4.6521,5.6654,7.7205,8.3136,0.0,3.6588,0.0,5.7975,7.6134,0.0,3.7328,4.2036,7.5611,5.2165,6.3238,6.6896,0.0,0.54003,7.0118,6.8666,5.0954,6.7312,5.6267,3.6743,0.0,6.5756,0.0,7.3775,8.3006,4.5893,1.903,0.0,7.2243,5.877000000000001,5.4893,2.4327,0.0,0.0,0.0,0.0,2.2237,4.4663,5.0033,0.0,4.8008,0.0,2.5087,1.8298,6.2746,2.5385,0.0,3.5795,4.2679,4.6227,1.511,1.0
cy79-p5-CD45-neg-PDL1-pos-F03-S735-comb,4.0316,10.357000000000001,0.0,0.0,6.9519,5.7267,3.5628,0.0,1.2023,5.3008,0.0,3.4746,7.6594,0.0,5.8196,6.1652,5.8866,0.0,5.4406,5.9549,4.3686,0.0,3.6368,4.4552,3.07,3.2696,4.8504,0.0,4.4439,7.2926,0.0,5.5616,5.4518,4.6235,0.0,0.0,4.4825,1.0475,0.0,0.0,0.0,1.8953,0.0,0.0,5.1381,3.0377,2.3576,3.6603,4.6529,0.0,0.0,0.0,5.0751,3.9048,0.0,0.0,3.0839,0.0,2.4378,1.0
cy79-p5-CD45-neg-PDL1-pos-B12-S696-comb,7.8,7.5518,0.0,0.0,3.9893,7.5889999999999995,4.5801,0.0,0.0,4.7278,3.5136,5.5353,6.681,0.0,4.6792,6.2637,8.4705,0.0,6.763,5.8488,4.4085,6.6215,7.2513,7.5961,4.5015,1.1953,6.8101,6.6327,4.4773,9.8067,0.0,2.9356,9.0925,4.2491,5.0089,0.0,2.3004,5.8539,5.273,7.4806,6.2731,0.0,1.1512,0.0,6.981,4.6298,3.5649,2.6877,2.114,3.5303,0.0,0.0,4.6385,5.083,2.8633,0.0,2.8343,0.0,4.3087,1.0
cy79-p5-CD45-neg-PDL1-neg-D08-S812-comb,8.2543,9.9683,0.76553,0.0,12.024000000000001,5.011,5.1555,6.4373,0.0,5.8747,5.3215,5.5141,8.2013,0.0,5.7104,8.6622,6.1698,3.555,7.4868,5.2892,6.5677,1.121,6.9211,6.0468,5.8311,7.8834,4.3364,2.6984,4.3668,8.3976,6.087999999999999,6.728,9.2425,7.6754,6.3592,0.0,4.8125,6.2219,0.0,0.0,4.7097,0.0,5.9639,0.0,2.8982,3.1803,3.5373,4.9613,6.0608,6.6863,2.3431,3.7775,7.0054,6.2127,0.0,0.0,2.4748,2.3918,5.1538,1.0
cy79-p4-CD45-neg-PDL1-neg-F04-S1120-comb,3.6463,9.1615,0.0,0.0,8.8204,8.0657,5.6916,0.0,0.0,0.0,4.3537,5.4377,8.3656,0.48749,4.3947,8.481,0.0,3.1562,0.0,7.5509,5.27,0.22774,2.3048,3.4593,3.2597,6.0034,0.0,0.0,5.4571,9.5548,0.0,7.6513,0.0,4.5212,4.1783,3.1332,2.2001,3.8652,4.6161,5.2507,0.0,2.7657,0.0,5.1262,1.636,3.7482,2.1077,4.5741,4.789,1.6397,0.0,4.6829,4.9465,4.2116,3.7137,0.0,0.5888,0.0,4.6291,1.0
cy79-p5-CD45-neg-PDL1-pos-D10-S718-comb,6.0362,9.7622,0.0,0.0,6.9165,7.04,7.3681,5.2896,0.0,8.5035,5.6471,6.7049,7.8215,0.0,4.6676,8.5643,0.0,5.7753,5.8214,8.3055,5.2512,0.0,3.1588,5.0446,5.5135,7.7136,4.7696,3.6578,3.2596,7.9357,0.0,6.3363,6.3871,6.1729,1.175,0.0,6.5293,5.0518,0.0,0.0,4.5669,0.0,0.0,0.0,1.7774,3.9011,3.1689999999999996,5.1005,5.7669,0.0,0.0,1.9727,5.659,6.2997,0.0,0.7982600000000001,1.4473,0.0,4.4882,1.0
cy79-p5-CD45-neg-PDL1-pos-B11-S695-comb,7.007999999999999,9.4115,0.0,0.0,9.6045,8.3523,7.1982,7.0658,0.0,6.1147,5.6451,6.3527,7.9739,4.6842,7.6989,8.3722,6.9604,6.1382,2.4449,6.6657,7.1919,0.0,0.0,5.5144,5.6346,7.3971,5.632000000000001,4.1288,6.6179,10.061,5.4924,5.7134,7.8342,4.1382,5.574,0.0,5.048,0.0,3.7828,4.4152,0.0,4.06,4.1821,3.3679,5.4864,4.7003,0.0,6.0672,4.8231,0.9920399999999999,0.0,0.0,4.1488,5.733,6.3198,0.0,0.0,4.8998,6.2485,1.0
cy79-p5-CD45-neg-PDL1-neg-H08-S860-comb,7.3489,10.898,0.0,0.0,8.8429,4.5801,8.1419,5.5474,6.8189,6.5352,6.5576,3.8987,7.9917,0.0,7.3519,9.4231,8.7123,4.5849,4.3082,8.2075,5.5254,0.0,4.7946,8.0144,6.0321,5.1184,4.8882,0.0,1.6378,8.4877,3.5985,7.1217,9.5509,6.1961,5.0557,0.0,5.5631,3.7424,5.79,4.6205,0.0,0.0,3.3824,3.4193,0.0,0.0,0.0,4.1027,5.0914,0.0,0.0,0.0,4.9830000000000005,3.3513,2.7893,0.0,4.909,3.7816,4.9272,1.0
cy79-p4-CD45-neg-PDL1-pos-E07-S439-comb,7.9049,9.2566,0.0,0.0,9.7746,7.9024,6.5537,4.8987,0.0,3.9399,5.6218,6.2019,8.3286,5.1206,5.4294,8.7814,7.24,4.4224,0.0,8.2471,7.0251,1.7424,4.43,5.5359,6.1143,7.382000000000001,5.2897,0.0,0.0,9.2306,0.0,5.0062,8.5623,3.9526,2.7719,3.0131,0.0,0.0,3.7429,3.0699,0.0,0.0,0.0,0.0,4.3074,4.7308,5.9755,2.8063,5.2024,0.0,4.0974,5.7651,0.0,5.0328,0.0,4.2106,4.5448,3.5309,5.8441,1.0
cy79-p4-CD45-neg-PDL1-pos-A05-S389-comb,0.0,10.3,0.0,0.0,5.039,3.406,9.2963,5.4047,0.0,5.0564,5.6249,6.8598,0.7621399999999999,6.6572,7.0278,6.1389,7.3696,3.3602,5.5926,7.2857,4.7869,7.7352,7.202999999999999,5.1211,5.6076,4.8512,4.3785,2.4589,2.1127,6.393,0.0,4.7677,8.0552,4.2767,4.6988,0.0,3.6297,6.0849,6.5622,0.0,6.9408,7.0168,2.5358,0.0,5.7737,3.8975,3.8374,0.0,4.7111,0.0,5.6569,0.0,0.0,2.3663,0.0,3.5122,2.3283,4.3193,0.77653,1.0
cy80-CD45-neg-C11-S899-comb,7.8074,8.8021,0.0,6.9772,8.1578,1.2172,5.6992,2.7504,5.7049,0.0,7.8751,3.4435,6.7507,6.2178,6.1815,6.5391,2.2833,4.6707,1.7668,5.5591,5.081,4.6239,5.4131,1.8988,0.0,4.1149,5.4505,4.5143,4.552,8.1406,6.072,6.4623,5.8266,3.6074,1.2253,2.1906,1.844,3.3407,0.0,6.1178,1.9452,4.8756,0.8253799999999999,1.4436,1.4998,4.8343,3.8806,5.2533,4.0256,6.6946,5.9785,2.2579,5.4264,3.7612,4.4478,3.3424,5.586,5.1112,4.6861,1.0
cy80-CD45-neg-C07-S895-comb,5.1947,10.237,0.0,8.5845,8.4106,1.9572,7.0403,6.4944,4.9830000000000005,0.0,7.9676,1.7575,7.1426,3.8354,6.865,7.1370000000000005,1.7774,4.4837,5.6049,6.5413,3.5697,3.002,0.0,0.0,0.0,0.0,3.7755,5.8405,6.3716,7.841,2.0728,7.6203,7.7397,4.4382,3.451,4.8095,2.7047,3.4128,2.2494,6.1161,3.2041,4.5528,3.845,6.1893,2.9846,5.5043,3.4863,2.5238,3.1175,4.1397,4.5264,1.9982,5.7751,2.479,4.3582,5.3135,4.987,6.138999999999999,4.6807,1.0
cy79-p5-CD45-neg-PDL1-pos-A08-S680-comb,7.815,10.249,0.0,0.0,9.0032,7.4466,6.0094,6.772,0.0,0.0,0.0,5.9906,7.7507,0.0,6.4134,7.9334,7.2531,0.0,5.1676,7.2248,4.3143,2.3818,0.0,6.8962,6.4910000000000005,6.8575,3.5799,4.1336,0.0,9.6952,0.0,6.1198,6.5669,4.3981,6.1475,5.4491,5.4773,0.0,5.5724,1.5984,0.0,5.4826,0.0,4.7655,6.1256,2.3573,3.6653,0.0,5.9668,1.5524,3.1222,0.0,0.0,5.699,0.0,0.0,4.6133,2.702,5.4263,1.0
cy79-p4-CD45-neg-PDL1-pos-B01-S397-comb,7.0181,10.277000000000001,0.0,0.0,10.8,8.8552,6.7229,8.1717,0.0,3.9693,5.585,3.0474,8.9865,0.0,4.2289,8.4446,7.3055,5.9498,5.5767,7.8769,4.9799,3.6564,5.7587,5.4366,6.0612,8.1526,5.7719,4.1696,0.0,8.8973,0.0,6.1592,8.3391,5.1262,6.6191,0.0,6.4513,0.0,0.0,5.8823,0.0,4.7104,0.0,1.8098,4.3086,3.9672,4.9012,4.854,5.2148,1.2998,2.6832,0.64339,3.6794,4.8106,0.0,0.0,3.4569,0.0,6.8935,1.0
cy79-p4-CD45-neg-PDL1-pos-G01-S457-comb,4.0327,7.813,0.0,0.0,6.3816,7.8093,6.9319,1.4683,0.0,0.0,5.9595,4.4287,4.8069999999999995,0.0,9.2073,7.6547,7.6755,0.0,6.1647,4.4179,4.9803,5.5923,1.8242,5.7932,0.0,6.346,5.3661,6.023,5.6394,10.23,0.0,0.0,7.4578,7.0619,6.9905,0.0,2.0086,7.1085,5.7036,3.9461,6.1434,5.7331,6.8154,3.9675,4.7469,2.7299,4.44,3.0193,1.2382,4.712,0.0,8.8929,0.0,1.7744,4.4327,0.0,4.0393,4.5264,0.0,1.0
cy79-p4-CD45-neg-PDL1-pos-F08-S452-comb,7.4623,9.5735,0.0,0.0,7.2717,5.768,8.0764,5.6043,1.7386,0.0,6.9437,4.5282,7.202000000000001,4.9618,7.8811,8.5238,0.0,0.0,5.1221,3.9704,5.7676,2.0748,0.0,0.0,4.1237,4.4184,0.0,0.0,6.6931,9.2043,0.0,5.0387,3.513,6.3375,4.7946,0.0,2.7845,5.4712,6.4546,0.0,6.1793,3.9581,2.9383,0.0,4.7243,0.0,5.6964,0.0,3.4054,0.0,2.6418,0.0,5.1667,3.6641,0.0,0.0,0.0,5.9304,4.9252,1.0
cy81-Bulk-CD45-neg-E11-S155-comb,6.8909,0.0,0.0,7.9801,2.8098,5.1069,0.0,0.0,0.0,3.2644,3.1308,6.8339,0.0,1.8906,5.5305,4.8779,6.3118,6.3212,5.767,0.0,4.8648,6.6239,8.3283,6.5601,2.2789,0.0,5.872999999999999,4.9949,2.2597,7.5732,5.1706,0.0,7.7331,4.8659,0.0,0.0,0.0,5.4735,3.7335,0.0,0.0,4.7348,6.1336,0.0,5.3576,0.0,3.0912,2.9061,0.0,6.0520000000000005,0.0,0.0,0.0,5.6541,0.0,2.9633,0.0,6.8871,4.7425,1.0
cy80-CD45-neg-B02-S878-comb,8.6884,8.7148,1.5033,6.9923,9.4565,4.2019,6.1322,0.94935,2.5573,0.0,7.2412,4.0541,7.3511,4.6223,4.1998,7.6095,0.0,3.3114,2.2296,5.7746,5.9302,3.5924,2.2919,3.2579,0.0,2.6715,1.0956,5.1053,6.4461,8.3567,5.4727,5.5014,4.3252,3.5055,0.0,5.787999999999999,0.0,0.6210600000000001,0.0,5.3420000000000005,0.0,5.2085,1.0122,3.9491,2.0004,5.9885,5.545,5.2170000000000005,4.6028,3.6529,5.0457,1.2881,3.2177,3.3613,4.0206,4.7008,4.0278,2.8003,6.4415,1.0
cy80-CD45-neg-B12-S888-comb,4.6106,10.379000000000001,2.3068,7.4638,7.4861,2.1865,7.3202,3.748,6.6201,0.0,8.9984,3.3080000000000003,6.611000000000001,6.3322,5.1507,7.1712,5.1593,5.7571,4.5208,6.5248,5.2495,2.8468,3.5523,3.5747,1.6036,0.0,5.4741,3.1142,5.4525,8.4726,5.428999999999999,6.5733,6.9222,4.1805,0.0,6.1749,0.0,2.9443,0.0,3.9136,4.0337,6.4795,5.0335,1.6457,2.4727,6.1137,3.8965,4.0952,4.2974,4.7038,6.6721,2.2132,4.1414,1.4609999999999999,5.5919,3.7784,5.3354,5.2174,4.3014,1.0
cy81-FNA-CD45-neg-C07-S991-comb,6.3602,0.0,0.0,5.8868,0.0,6.0906,0.0,0.0,0.0,5.3355,0.0,3.5807,0.0,1.4314,6.9718,4.3211,6.5854,7.1663,2.121,3.7581,0.91227,8.6934,3.025,5.7248,0.0,0.0,2.7362,5.0769,3.1247,7.0083,4.9344,0.59072,4.4392,3.8005,0.33571,0.0,0.0,5.6153,2.2866,3.674,3.2882,4.7206,2.2848,0.0,4.9837,0.0,0.0,0.26424000000000003,0.0,4.6699,0.0,0.0,0.0,3.7979,3.6518,1.2898,2.6719999999999997,5.3564,3.1388,1.0
cy80-CD45-neg-B10-S886-comb,6.0385,9.1387,0.0,7.8608,8.7736,2.8080000000000003,7.1061,0.0,6.0687,0.0,8.9938,3.6564,6.8499,5.3865,5.9356,7.5073,1.0875,4.4476,7.7823,6.733,4.8177,0.0,0.0,0.0,0.0,2.5692,4.52,5.8508,4.4192,8.354,6.4101,5.6797,7.4839,2.6102,0.34936999999999996,2.4087,2.299,2.6022,0.0,6.239,4.2986,6.8132,0.0,0.0,2.9833,5.2485,4.05,3.9696,3.1486,4.832,6.3576,2.7476,3.3371,2.9084,3.4247,5.3143,4.4226,5.3087,5.1136,1.0
cy80-CD45-neg-A07-S871-comb,5.6307,8.7873,0.0,5.6565,9.1332,2.5617,6.2673,1.7891,0.0,0.0,7.6149,4.0123,5.7667,3.0059,5.5707,8.6619,2.0752,2.6422,5.7009,5.7896,4.3346,2.7822,0.0,0.0,0.0,2.7268,0.0,3.5392,7.7011,9.5761,3.485,4.7146,5.779,4.3573,0.55287,0.0,4.2221,3.3832,0.0,6.5013,0.0,0.0,1.8714,6.4328,0.0,6.5354,0.0,5.8266,4.4972,6.1886,4.0179,1.6658,3.804,3.3926,5.0061,6.0276,4.2295,3.3160000000000003,3.4832,1.0
cy80-CD45-neg-E04-S916-comb,3.2444,8.3945,0.0,5.0804,8.7156,4.31,0.0,5.4544,0.0,0.0,7.8494,3.1564,6.89,2.2237,5.4935,6.037999999999999,0.0,0.0,0.0,6.1673,4.3283,2.2943,2.9063,0.0,2.3007,3.6895,0.0,0.0,5.7328,7.4212,2.3989,3.8637,5.8722,5.9401,0.0,4.4398,0.0,0.0,4.8423,5.1857,0.0,6.1349,5.6885,6.3058,0.0,4.5832,3.8714,2.985,4.9458,4.4383,5.3006,4.8263,3.5792,0.81803,2.3465,4.4174,3.3685,4.6584,4.3629,1.0
cy81-Bulk-CD45-neg-D05-S137-comb,7.9558,0.0,0.0,6.2164,7.3109,6.0994,0.0,0.0,0.0,6.5277,3.091,4.704,0.0,1.6267,5.9096,7.2714,5.2998,7.3591,4.4664,0.0,5.4927,7.8917,8.6976,4.2766,5.8252,0.0,4.2203,5.4593,2.7602,9.6437,5.636,0.0,7.5708,5.9426,0.0,0.0,3.6466,4.3814,2.423,1.9745,4.4646,6.599,5.8164,0.0,6.8349,1.5922,0.0,4.3859,0.0,7.1488,0.0,0.0,0.0,5.8065,4.4384,5.2054,2.4268,7.2501,5.8122,1.0
cy82-CD45-pos-3-G06-S78-comb,10.66,0.0,0.0,0.0,7.8462,5.9914,0.0,0.0,0.0,6.6276,2.4584,2.1897,0.0,0.0,6.0137,8.8036,7.715,3.411,5.2138,3.1047,0.0,0.0,8.3339,7.3305,3.7681,0.0,5.6812,4.6667,1.5748,7.8997,4.3344,0.0,8.4317,4.1917,0.73552,0.0,0.0,4.9444,5.3663,4.3983,0.90381,6.3945,5.4483,6.166,2.1217,6.4322,0.0,5.2402,0.0,4.7882,0.0,0.74157,0.0,5.3714,6.4072,5.0058,0.6744600000000001,1.7887,6.1863,1.0
cy80-CD45-neg-C01-S889-comb,8.0052,9.7275,0.0,7.8164,10.99,7.5149,5.8487,1.2963,0.0,1.4952,7.1583,0.0,7.0734,5.3908,4.3521,8.3081,5.702000000000001,0.0,0.0,6.2371,2.5469999999999997,3.5363,4.809,4.7909,0.0,0.0,3.8904,3.365,7.3728,9.1533,5.7696,6.7611,6.9158,5.1259,0.0,4.2453,3.1329,3.1454,0.0,4.7119,0.0,6.0612,3.3930000000000002,3.2783,0.0,6.3796,4.146,4.1135,4.0373,5.9988,4.7799,2.4691,6.1755,5.4163,4.5711,6.6154,4.0782,4.0578,4.8388,1.0
cy81-Bulk-CD45-neg-E10-S154-comb,3.8680000000000003,0.0,0.0,6.9186,1.5714,4.5209,0.0,0.0,0.0,0.78492,0.0,5.1959,0.0,2.6622,5.7778,5.3325,6.4488,6.6847,0.0,0.0,0.0,6.0517,7.8803,5.5558,3.8349,0.0,5.5831,7.0683,2.5782,5.7038,5.9386,2.4449,7.5721,4.4037,0.0,0.0,0.0,5.7695,3.6725,0.0,0.0,4.11,5.3596,0.0,4.8746,0.0,0.0,6.3466,0.0,6.6831,0.0,0.0,0.0,3.5141,4.7227,2.7954,0.0,4.9045,4.7201,1.0
cy81-Bulk-CD45-neg-H11-S191-comb,7.8434,0.0,0.0,5.4838,5.7589,7.4777,0.0,0.0,0.0,5.074,0.0,6.529,0.0,2.6967,7.2077,6.1883,6.6119,7.1171,0.0,0.0,6.6254,8.2554,5.9328,5.8948,2.2925,4.3092,6.3163,7.7021,2.2642,8.9951,5.9121,0.0,8.3003,5.2201,1.5524,0.0,0.0,6.0336,4.0102,0.0,1.4217,6.117999999999999,6.0022,0.0,6.4371,0.0,2.4751,2.7455,0.0,6.2622,0.0,0.0,0.0,5.6362,5.2945,4.7441,2.4849,6.6998,5.8395,1.0
cy79-p5-CD45-neg-PDL1-pos-H12-S768-comb,8.0422,9.4804,0.0,0.0,9.1285,7.0454,7.0182,7.0882,3.5534,4.2722,3.4197,0.0,7.8772,4.1146,5.4625,7.1345,7.8931,0.0,3.7811,6.4048,6.2722,4.2922,3.0439,6.6601,3.2796,6.7129,6.2147,0.0,0.0,8.9044,4.3155,5.9622,8.5706,5.8075,4.9532,0.0,0.0,4.2237,5.2357,6.159,4.9618,0.0,4.6775,0.0,4.9081,4.6433,0.0,4.0552,5.6759,3.7786,4.2808,0.0,4.6435,5.2854,3.8882,0.0,3.4963,2.8891,5.2245,1.0
cy79-p4-CD45-neg-PDL1-neg-A04-S1060-comb,5.8764,10.597999999999999,0.0,0.0,7.3972,5.9401,7.1055,8.2064,0.0,4.9611,0.0,4.1738,7.4587,0.0,6.0498,8.6009,5.1316,1.5695,6.2437,6.4489,4.8546,0.0,4.0307,5.4739,1.3051,7.8556,3.9833,5.5249,0.0,8.4784,0.0,6.9338,5.7652,5.0848,3.9737,0.0,6.807,0.0,0.0,4.1696,4.1174,0.0,0.0,0.0,0.0,0.0,5.0422,0.99928,5.2825,0.44466999999999995,3.1416,3.832,4.7783,4.7932,0.0,0.0,0.0,3.9203,3.7362,1.0
cy81-Bulk-CD45-neg-D10-S142-comb,7.0839,0.0,1.5548,6.2823,3.2196,4.8578,0.0,0.0,0.0,0.0,0.0,4.0953,0.0,4.8297,4.5868,6.2374,5.4485,7.519,6.4362,3.9578,4.0481,4.8187,6.4857,3.6696,5.154,4.075,4.2642,6.4434,0.0,7.4502,6.0755,0.0,7.1476,5.6841,0.0,0.0,0.0,4.1283,4.3443,0.0,0.0,5.5469,2.2488,0.0,4.9995,0.0,3.7533,3.6952,1.4362,3.3339999999999996,0.0,0.0,0.0,5.7317,4.1616,4.781000000000001,2.8643,5.7533,4.539,1.0
cy79-p5-CD45-neg-PDL1-pos-D02-S710-comb,8.7634,9.8443,0.0,0.0,8.9685,8.2505,5.7827,7.2083,1.0649,6.7988,5.4536,6.9382,8.4515,0.0,4.2943,7.9454,6.4072,4.1564,7.0402,6.8887,6.0344,3.5795,6.5912,6.3049,4.5898,6.8855,6.629,0.0,5.1469,9.3154,2.7604,6.1128,9.9215,7.1345,6.5235,0.0,5.0179,3.0613,4.4509,0.0,3.8812,0.0,5.1166,0.0,1.9778,5.2121,5.3113,6.4167,6.0709,2.5306,0.7031,0.0,0.0,5.9955,6.5548,0.0,0.0,0.0,5.6444,1.0
cy79-p4-CD45-neg-PDL1-neg-G09-S1137-comb,7.9299,8.5255,0.0,0.0,10.041,6.4735,5.2884,6.9413,0.0,6.3727,5.1948,5.3454,8.0072,0.0,6.0256,8.9945,5.7389,6.2689,0.0,6.1449,5.8922,0.0,0.0,5.4284,4.7243,3.8510000000000004,5.7707,4.1828,4.0952,9.1958,4.869,5.8328,7.0118,5.5412,5.3613,0.0,3.8125,0.0,0.0,7.8863,0.0,3.3604,0.0,5.5269,0.0,4.6606,3.0897,3.405,5.0379,0.37518,4.1141,4.3606,0.0,5.0997,4.4012,0.0,3.3598,0.0,5.6352,1.0
cy81-Bulk-CD45-neg-F02-S158-comb,6.5028,0.0,0.0,7.4723,2.1843,5.7779,0.0,0.0,0.0,6.7665,2.8289999999999997,6.4777,0.0,2.9694,6.5422,6.622000000000001,7.5481,7.8663,6.261,0.0,0.5290699999999999,7.3708,6.2068,7.8793,2.883,0.0,5.1549,6.2785,0.0,6.3797,6.0705,0.59646,6.5647,4.2775,0.0,0.0,0.0,8.0787,2.5243,0.0,4.7048,4.1818,6.3862,0.0,4.9971,0.0,0.0,6.8442,0.0,5.0478,0.0,0.0,0.0,4.3046,5.0375,4.2183,2.7881,5.683,2.4785,1.0
