,HLA-DRA,FOS,HLA-DPA1,DUSP1,GZMA,CCL4,SELL,CD69,NKG7,CST7,LTB,CD74,GZMK,CCL4L1,CCL4L2,CD8A,PRF1,KLRK1,TSC22D3,PIK3IP1,group
CY94CD45POS_1_A10_S106_comb,10.947000000000001,0.0,8.2291,0.0,0.0,0.0,0.0,8.2154,0.0,0.0,8.7035,11.800999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7364,1.0
CY88CD45_150813_C06_S318_comb,10.915999999999999,0.0,8.9313,6.6055,0.0,8.4756,0.0,0.0,10.261,0.0,0.0,9.9443,3.451,2.6128,2.6128,0.0,0.0,9.0907,0.0,0.0,1.0
CY94CD45POS_1_E05_S149_comb,10.405,0.0,7.07,0.0,0.0,0.0,6.3278,5.9853,0.0,0.0,7.0489,11.062000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0607,6.1261,1.0
CY88CD45POS_7_F03_S255_comb,0.0,8.1118,0.0,7.1214,1.6902,0.0,0.0,7.9367,0.0,0.0,6.8173,6.3375,0.0,0.0,0.0,0.65352,0.0,0.0,0.0,6.9582,1.0
CY94CD45POS_1_F12_S168_comb,7.3224,4.9765,5.9969,0.0,0.0,0.0,6.1889,3.5619,0.0,0.0,0.0,9.0209,0.0,0.0,0.0,0.0,0.4813,0.0,6.0071,5.4705,1.0
CY88CD45POS_7_E05_S245_comb,0.0,7.3072,7.0553,0.0,6.5522,0.0,0.0,0.9022700000000001,0.0,7.1315,5.8987,8.4666,8.5859,0.0,0.0,0.20914000000000002,0.0,0.0,5.0273,4.9218,1.0
CY88CD45_150813_G08_S368_comb,8.8643,2.0374,7.2638,1.0738,8.6278,0.0,1.0086,0.0,0.0,0.0,0.0,0.0,8.6979,0.0,0.0,0.0,0.0,0.0,3.8116,0.0,1.0
CY94CD45POS_1_F09_S165_comb,10.27,0.0,7.7542,7.0516,0.0,0.0,5.9916,0.0,0.0,0.0,6.7992,11.113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6172,1.0
CY94CD45POS_1_H04_S184_comb,6.7025,2.1109999999999998,5.1757,0.0,0.0,0.0,0.20664000000000002,0.29514,0.0,0.0,4.7387,8.1921,0.0,0.0,0.0,0.0,0.0,0.0,5.2251,0.0,1.0
CY88CD45POS_2_H09_S477_comb,11.380999999999998,7.9594,9.5622,4.9271,0.0,5.0077,0.0,0.0,0.0,0.0,0.0,12.062999999999999,0.0,0.7866,0.7866,0.0,0.0,0.0,4.5277,0.0,1.0
CY94CD45POS_1_H06_S186_comb,9.7208,5.1618,8.7424,3.8028,0.0,0.0,6.9816,7.846,0.0,0.0,5.912999999999999,10.59,0.0,0.0,0.0,0.42438000000000003,0.0,0.0,7.5972,5.763,1.0
CY88CD45_150813_B01_S301_comb,0.0,0.0,0.0,0.8702700000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.91686,7.7341,0.0,0.0,0.0,0.0,7.8408,0.0,0.0,0.0,1.0
CY94CD45POS_1_G05_S173_comb,8.3981,5.3629999999999995,6.9588,5.3914,0.0,0.0,4.5393,5.2265,0.0,3.7889,6.8695,9.1336,2.2569999999999997,0.0,0.0,0.0,3.1543,0.0,6.6566,4.579,1.0
CY94CD45POS_1_E10_S154_comb,9.6892,6.5158,8.7637,0.78409,0.0,0.0,6.7097,5.65,0.0,0.0,4.9987,11.091,0.0,0.0,0.0,0.0,0.0,0.0,6.5089999999999995,7.1058,1.0
CY94CD45POS_1_A04_S100_comb,9.8881,6.7242,8.8462,6.1264,0.0,0.0,0.0,2.1667,0.0,0.0,3.0351,11.748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CY88CD45_150813_B11_S311_comb,9.8805,7.2278,8.3547,4.7468,0.0,0.0,7.6511,0.0,0.0,0.0,0.0,11.574000000000002,0.0,0.0,0.0,0.0,0.0,0.0,7.5198,0.0,1.0
CY94CD45POS_1_D06_S138_comb,9.2582,5.2834,7.5606,4.6356,0.0,0.0,7.2128,2.1564,0.0,0.0,6.6592,10.565999999999999,0.0,0.0,0.0,5.055,0.0,0.21288,7.3092,5.9242,1.0
CY88CD45_150813_F05_S353_comb,6.6484,9.7277,0.98477,5.5061,7.4101,7.3822,7.0288,3.8828,9.1788,0.0,1.5936,7.1222,7.835,1.6622,1.6622,0.0,6.6134,6.5047,7.8227,6.8509,1.0
CY94CD45POS_1_D04_S136_comb,0.0,8.2668,0.0,6.3837,0.0,0.0,8.1844,7.8577,0.0,0.0,0.8734200000000001,6.78,0.0,0.0,0.0,0.0,0.0,0.0,1.7329,1.2624,1.0
CY94CD45POS_1_G08_S176_comb,10.337,0.0,7.3877,6.3446,0.0,0.0,7.1111,6.354,0.0,0.0,5.2163,10.957,0.0,0.0,0.0,0.0,0.0,0.0,6.765,0.9092,1.0
CY88CD45POS_2_G04_S460_comb,0.26063000000000003,6.566,0.0,0.0,0.0,0.0,6.0576,5.359,0.0,6.3172,7.659,6.5045,6.0712,0.0,0.0,0.0,2.1194,0.0,7.3307,0.0,1.0
CY88CD45POS_2_B05_S401_comb,5.4211,6.1991,5.6721,2.8976,6.4641,7.9675,0.0,5.3197,10.172,8.7629,0.0,0.0,7.4156,2.9904,2.9904,0.0,0.0,0.0,6.522,0.0,1.0
CY88CD45_150813_G12_S372_comb,10.999,6.5077,10.205,7.5271,0.0,0.48233000000000004,0.0,0.0,0.0,0.0,0.0,11.452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CY88CD45POS_2_F07_S451_comb,0.0,6.2761,0.0,0.0,9.2297,8.7653,0.0,3.3102,9.6846,7.1426,0.0,0.6461600000000001,7.7481,5.5699,5.5699,0.13355999999999998,8.0333,7.2313,0.27262,0.0,1.0
CY94CD45POS_1_B01_S109_comb,9.752,6.8193,8.1642,4.6322,0.0,4.5856,4.9802,5.7092,0.0,3.7262,1.3242,10.654000000000002,0.0,1.1408,1.1408,0.0,0.21411999999999998,0.0,6.6324,6.4812,1.0
CY94CD45POS_1_C10_S130_comb,0.0,0.0,6.8035,0.0,0.0,0.0,8.5636,0.0,0.0,0.0,5.8916,7.2033,0.0,1.7106,1.7106,0.0,0.0,0.0,6.3502,8.3835,1.0
CY88CD45POS_2_F03_S447_comb,0.32998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1551,0.0,7.9069,7.9787,0.0,0.0,0.0,0.0,0.46989,0.0,2.7577,0.0,1.0
CY88CD45POS_2_C09_S417_comb,3.9915,7.2893,0.0,8.8358,0.0,0.0,0.0,7.6383,0.0,0.0,7.1958,0.8765700000000001,0.0,0.0,0.0,0.17887,0.0,0.0,7.5613,7.5920000000000005,1.0
CY94CD45POS_1_B07_S115_comb,8.6963,6.2452,5.9949,2.9452,0.0,0.0,5.9603,0.37961999999999996,0.0,0.0,5.5225,10.296,0.0,0.0,0.0,0.32884,0.0,0.0,5.5099,5.0555,1.0
CY88CD45POS_7_C09_S225_comb,0.0,0.21536999999999998,2.251,0.0,0.0,0.0,0.0,5.1945,0.0,5.875,8.7308,6.957000000000001,0.0,0.0,0.0,0.0,0.0,0.0,7.7003,5.515,1.0
CY88CD45POS_7_D07_S235_comb,0.0,0.0,0.0,0.0,6.3581,4.9136,2.3127,4.5232,6.7061,5.9994,5.0049,8.0257,8.8651,1.1998,1.1998,0.0,5.7163,0.0,0.0,6.0689,1.0
CY88CD45POS_2_G09_S465_comb,5.577999999999999,0.12300000000000001,5.1286,0.0,0.0,0.38736,5.9383,6.5678,6.4032,6.6299,0.0,8.5261,8.0741,0.0,0.0,0.0,1.3329,0.0,0.0,0.0,1.0
CY88CD45_150813_F08_S356_comb,0.48336,9.2711,0.9259999999999999,6.4978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0426,0.0,0.0,0.0,0.0,0.0,0.0,0.36513,0.27262,1.0
CY88CD45POS_2_G07_S463_comb,9.918,7.4649,8.1956,0.0,0.30451,0.0,5.781000000000001,7.0793,0.32998,0.29396,8.1001,11.19,0.0,3.3587,3.3587,0.0,0.10969000000000001,0.0,6.1813,0.0,1.0
CY94CD45POS_1_B04_S112_comb,0.0,9.0513,0.47923000000000004,7.1613,0.0,0.0,7.5157,1.7532,0.0,0.0,1.7782,7.2942,0.0,0.0,0.0,0.46258,0.0,0.0,2.5178,7.3085,1.0
CY88CD45POS_7_E02_S242_comb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2684,9.4892,0.0,8.8322,1.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CY88CD45_150813_H11_S383_comb,1.6929,7.7777,4.8439,1.9996,6.5047,0.0,0.0,8.2347,0.0,0.0,6.8631,6.3977,0.0,0.0,0.0,0.0,0.0,0.0,7.6461,7.3586,1.0
CY88CD45POS_7_C01_S217_comb,11.210999999999999,8.1265,10.15,7.7184,0.0,6.0866,0.0,0.0,0.0,1.8984,0.0,12.034,0.0,2.0618,2.0618,0.0,0.0,0.0,0.0,0.0,1.0
CY94CD45POS_1_F07_S163_comb,10.072000000000001,0.0,8.5941,0.0,0.0,0.0,7.1342,0.0,0.0,0.0,5.8259,11.315,0.0,0.0,0.0,0.0,0.0,0.0,6.9093,0.0,1.0
CY94CD45POS_1_B03_S111_comb,9.4536,7.0517,6.0896,2.344,0.0,0.0,1.595,0.0,0.0,0.0,4.6539,9.5415,0.0,0.0,0.0,0.15186,5.9233,0.0,6.3188,0.0,1.0
CY94CD45POS_1_F04_S160_comb,8.6615,6.4603,6.6436,6.7865,0.0,0.0,6.8911,6.6338,0.0,0.0,7.6197,9.2891,0.0,0.0,0.0,3.2969,0.14926,5.9549,7.7859,7.0489,1.0
CY88CD45_150813_D07_S331_comb,0.43723,8.9124,3.0795,6.5598,0.0,0.0,0.26424000000000003,0.0,0.0,0.0,0.0,1.1454,0.28688,0.0,0.0,0.0,0.0,0.0,5.9816,2.8801,1.0
CY88CD45POS_7_E03_S243_comb,10.364,4.3549,6.3897,3.917,0.0,0.0,7.4511,4.6413,0.0,0.0,0.0,11.527000000000001,0.0,0.0,0.0,0.0,0.0,0.0,6.1286,0.0,1.0
CY88CD45POS_2_G08_S464_comb,11.198,8.2618,9.9636,3.3297,0.0,7.1157,0.0,0.0,0.0,0.0,0.0,11.175999999999998,0.0,1.6695,1.6695,0.0,0.0,0.0,0.0,0.0,1.0
CY88CD45_150813_D05_S329_comb,0.0,9.177999999999999,0.64985,9.9774,0.0,9.9922,2.2827,0.0,9.8694,6.9443,0.0,5.9311,0.0,4.8889,4.8889,0.0,8.2206,8.0764,7.1384,0.0,1.0
CY94CD45POS_1_G01_S169_comb,0.0,0.0,0.0,0.0,0.0,0.0,7.09,1.4022,0.0,0.0,0.0,5.0872,0.0,0.0,0.0,3.2793,2.6206,5.9083,6.1777,7.7179,1.0
CY88CD45POS_7_B11_S215_comb,11.613,7.6726,10.546,6.3577,0.0,6.6603,0.0,0.0,0.0,0.0,4.023,12.442,0.0,0.58015,0.58015,0.0,0.0,0.0,0.11503,5.5332,1.0
CY88CD45_150813_F07_S355_comb,10.75,8.3439,10.165,8.2204,0.0,3.9706,0.0,0.0,0.0,0.0,0.0,11.538,0.0,4.5855,4.5855,0.0,0.11635999999999999,0.0,0.0,3.6877,1.0
CY94CD45POS_1_B12_S120_comb,9.3595,6.6566,6.7885,5.3317,0.0,0.0,5.5375,7.2594,0.0,0.0,4.1418,9.5746,0.0,0.0,0.0,0.0,0.0,5.2883,5.4363,1.8049,1.0
CY88CD45POS_2_F11_S455_comb,0.0,4.3938,0.0,0.57143,0.0,0.0,6.8675,5.7214,0.0,0.0,0.0,6.8515,7.257000000000001,0.0,0.0,0.0,0.0,0.0,7.7502,5.9791,1.0
CY88CD45_150813_F09_S357_comb,4.9241,5.7407,5.2792,0.43296,6.4192,8.4476,0.0,0.0,9.4825,7.5374,0.0,8.1449,0.0,5.6062,5.6062,8.1612,7.9117,7.1417,0.49365,0.0,1.0
CY88CD45POS_2_G06_S462_comb,0.78157,8.2337,0.23879,1.7553,8.9439,8.4194,0.0,7.0588,9.1087,6.6212,0.0,7.4921,6.4463,5.6727,5.6727,0.0,6.4491,8.3022,8.1267,7.2831,1.0
CY94CD45POS_1_C08_S128_comb,5.6993,2.3724,5.0402,3.4457,0.0,0.0,5.5415,0.0,0.0,0.0,1.9587,6.8183,0.0,0.0,0.0,0.0,0.0,0.0,3.9472,2.2104,1.0
CY88CD45_150813_B09_S309_comb,0.0,8.0456,0.0,7.294,7.409,0.0,0.0,6.2302,0.0,0.0,6.0594,6.3288,7.6368,0.0,0.0,0.0,0.0,0.0,7.7578,0.0,1.0
CY88CD45POS_2_D09_S429_comb,7.2688,0.0,7.0484,3.781,6.6826,7.2065,4.5963,1.2418,7.7572,5.3433,0.0,8.6707,5.4635,2.5573,2.5573,6.7404,7.1481,0.0,0.0,0.0,1.0
CY94CD45POS_1_C09_S129_comb,0.0,6.1884,4.8917,7.797000000000001,0.0,0.0,6.5712,7.4116,0.0,0.0,7.7152,5.2013,3.3692,0.0,0.0,3.2004,0.0,0.0,8.0321,7.6511,1.0
CY88CD45POS_7_B05_S209_comb,0.0,6.167999999999999,5.1505,0.0,0.0,0.0,0.0,0.0,0.0,6.1352,0.0,8.141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4915,1.0
CY88CD45_150813_H10_S382_comb,0.0,0.0,8.7763,0.0,0.0,0.0,9.3232,7.0067,8.2847,7.9547,0.0,7.5791,1.1903,0.0,0.0,0.0,0.0,0.0,8.142000000000001,0.0,1.0
CY88CD45POS_2_F05_S449_comb,5.7334,0.0,6.9456,7.5416,0.0,0.0,4.164,0.0,0.0,7.8438,5.7569,9.8062,0.0,0.0,0.0,0.0,0.0,0.0,6.5565,6.2433,1.0
CY88CD45POS_2_B01_S397_comb,6.4301,0.0,1.2054,0.0,7.7829,9.5906,0.0,5.505,9.5774,7.452999999999999,0.0,8.3906,0.0,4.7701,4.7701,8.322000000000001,8.744,6.8282,0.0,0.0,1.0
CY88CD45POS_2_C01_S409_comb,11.654000000000002,7.0524,10.703,6.8204,0.0,4.2625,4.2519,0.0,0.17887,0.0,0.0,12.09,0.0,0.14795999999999998,0.14795999999999998,0.0,0.11237,0.0,3.1099,0.17377,1.0
CY88CD45POS_2_H12_S480_comb,9.0561,6.6632,7.7493,2.1319,4.2738,5.882999999999999,4.2304,4.7401,6.8264,5.1610000000000005,4.4561,10.056000000000001,4.6232,2.9174,2.9174,5.3461,5.087,3.6334,5.3522,4.1483,1.0
CY88CD45POS_7_B07_S211_comb,0.0,0.0,0.0,5.3619,0.0,0.0,6.3089,6.3222,0.0,2.8823,0.0,0.27739,1.2271,0.0,0.0,0.11902,0.0,0.0,0.0,0.0,1.0
CY88CD45_150813_E08_S344_comb,6.0148,7.0426,0.0,0.0,6.5977,4.1562,2.8836,0.0,0.0,0.0,0.0,6.6112,0.51602,7.627999999999999,7.627999999999999,0.0,0.22896999999999998,0.0,5.9097,7.5,1.0
CY94CD45POS_1_E04_S148_comb,5.3595,6.7083,5.6739999999999995,6.4510000000000005,0.0,0.0,8.6906,6.6339999999999995,8.3489,0.0,7.4016,7.2977,5.8697,0.0,0.0,0.0,7.0202,7.4029,6.6318,3.9778,1.0
CY94CD45POS_1_G09_S177_comb,11.094000000000001,0.0,10.415999999999999,5.4399,0.0,0.0,5.2214,1.6911,0.0,6.1266,5.9452,11.86,0.0,0.0,0.0,0.0,0.0,0.0,6.1054,0.10165,1.0
CY88CD45POS_7_D09_S237_comb,7.1947,4.5672,5.6297,4.5271,3.3057,7.8054,0.0,3.5002,3.2965,6.1798,0.0,8.1477,0.0,3.3955,3.3955,6.6359,4.3775,7.2094,4.4865,0.0,1.0
CY94CD45POS_1_E08_S152_comb,9.8535,6.3135,7.2313,0.8567899999999999,0.0,0.0,0.0,6.0707,0.0,0.0,1.0215,10.995,0.0,0.0,0.0,0.0,0.0,0.0,0.55876,4.7489,1.0
CY88CD45_150813_B07_S307_comb,4.8755,6.9663,5.9094,8.0076,0.0,0.0,7.687,7.1665,0.0,0.0,6.5591,7.5795,8.5718,0.0,0.0,0.0,0.0,0.0,7.2371,6.1728,1.0
CY88CD45POS_2_C03_S411_comb,0.0,5.1064,0.21909,7.0173,0.0,0.0,7.2495,1.57,0.0,0.0,5.0673,6.7083,0.0,0.0,0.0,0.0,0.0,0.0,7.5027,7.5059,1.0
CY94CD45POS_1_A11_S107_comb,0.0,7.3113,0.0,7.6577,0.0,0.0,7.4532,8.5644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7176,6.8058,1.0
CY88CD45POS_7_F04_S256_comb,11.401,7.0176,9.991,8.1767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CY94CD45POS_1_G12_S180_comb,9.8507,0.0,1.7974,0.0,0.0,0.0,3.5893,0.0,0.0,0.0,0.0,10.739,0.0,0.0,0.0,0.0,0.0,0.0,6.5395,5.8851,1.0
CY88CD45POS_2_G01_S457_comb,4.459,0.98331,3.3013,0.0,0.0,1.433,0.0,0.0,0.0,0.0,0.0,5.1349,0.0,0.0,0.0,0.0,0.0,0.0,10.825999999999999,0.0,1.0
CY88CD45POS_7_G04_S268_comb,10.78,7.3799,9.6118,6.6624,0.0,0.0,0.0,0.0,0.0,1.9142,0.0,11.707,0.0,0.0,0.0,0.042644,0.0,0.0,3.9324,2.6922,1.0
CY88CD45POS_7_E09_S249_comb,10.302,6.7016,8.2636,5.2596,0.0,0.0,3.8763,0.14274,5.4682,0.25459,0.0,10.63,0.0,0.0,0.0,0.0,0.0,0.0,0.4844,0.0,1.0
CY88CD45POS_7_G03_S267_comb,8.763,0.0,8.0444,0.0,0.0,0.0,0.0,0.28333,0.0,0.0,5.875,10.345,0.0,0.0,0.0,0.0,0.0,0.0,5.6196,0.0,1.0
CY88CD45POS_2_B07_S403_comb,6.142,6.5045,5.6808,4.8484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5745,0.0,0.0,0.0,0.0,0.0,0.0,7.1107,0.0,1.0
CY88CD45_150813_D03_S327_comb,11.308,7.7181,10.517999999999999,8.1631,0.0,7.0382,0.12565,0.0,0.0,0.0,0.0,12.339,0.0,1.5816,1.5816,0.0,0.0,0.0,0.0,1.0909,1.0
CY94CD45POS_1_F06_S162_comb,1.1903,6.7125,0.0,0.8447899999999999,0.0,0.0,6.3794,0.5694899999999999,2.3553,0.0,5.1313,1.8152,0.0,0.0,0.0,5.9275,0.0,5.0102,7.5682,7.313,1.0
CY88CD45_150813_E02_S338_comb,11.991,8.0965,10.548,8.6076,0.0,7.1517,0.0,4.041,0.0,0.0,0.0,12.671,0.0,6.2342,6.2342,0.0,0.0,0.0,0.0,4.857,1.0
CY94CD45POS_1_H03_S183_comb,10.693,0.0,8.8629,0.83026,0.0,0.0,0.0,0.55876,0.0,0.0,0.9811200000000001,11.210999999999999,0.0,0.0,0.0,0.0,0.0,0.0,6.8137,6.8525,1.0
CY88CD45POS_7_C05_S221_comb,0.0,5.9507,2.7664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2533,0.0,0.0,0.0,0.0,0.0,0.0,5.1219,0.0,1.0
CY94CD45POS_1_D03_S135_comb,9.5374,2.313,8.5927,0.0,0.0,6.4573,7.0054,6.1285,0.0,0.0,6.6959,10.700999999999999,0.0,0.097611,0.097611,0.13225,0.0,0.0,3.6882,6.4083,1.0
CY88CD45_150813_H01_S373_comb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1785,1.2284,0.0,0.0,0.0,0.34255,0.0,0.0,0.0,1.0
CY94CD45POS_1_H07_S187_comb,4.5907,4.6174,3.4477,4.6328,0.0,4.4817,7.0608,7.2775,5.154,3.6644,4.8387,7.8529,5.249,0.69153,0.69153,5.0439,0.0,4.3423,6.8283,6.6424,1.0
CY88CD45_150813_F11_S359_comb,0.0,0.0,0.0,2.6859,0.0,0.0,6.8445,0.0,0.34028,0.0,7.9146,6.7507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CY88CD45POS_2_F09_S453_comb,0.0,5.4270000000000005,0.0,6.4511,7.1007,8.9893,0.0,6.7422,9.6957,8.1539,0.0,5.0624,0.0,5.4812,5.4812,5.729,9.4892,5.5188,1.9705,0.0,1.0
CY94_CD45NEG_CD90POS_2_C02_S26_comb,8.391,6.4464,6.0985,6.1506,4.7923,0.0,5.5651,3.8932,3.6426,0.0,7.2525,9.6493,6.3606,0.0,0.0,3.5060000000000002,0.0,4.0597,6.3844,5.7157,1.0
CY84_PRIM_POS_All_7_C02_S218_comb,0.0,10.19,0.0,9.9787,0.0,0.0,6.2472,7.4592,0.0,0.0,6.7638,8.1004,0.0,0.0,0.0,0.0,0.0,0.0,3.3543,0.0,1.0
CY94_CD45NEG_CD90POS_2_A10_S10_comb,8.9383,8.2685,7.2903,2.1811,0.0,0.0,8.1769,6.8604,5.6511,0.0,8.3138,10.097000000000001,0.0,0.0,0.0,0.0,2.5763,0.0,6.1348,5.8627,1.0
CY94_CD45NEG_CD90POS_2_F08_S68_comb,0.0,7.1242,4.4257,6.1505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CY94_CD45NEG_CD90POS_2_G04_S76_comb,0.61636,7.5513,0.0,8.9561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CY84_PRIM_POS_All_6_B03_S399_comb,6.707999999999999,8.7586,0.0,6.0738,0.0,9.5049,7.6396,0.0,0.0,0.0,0.0,0.67987,0.0,4.6045,4.6045,0.0,0.0,0.0,5.4156,0.97526,1.0
CY94_CD45NEG_CD90POS_2_B01_S13_comb,0.0,8.2696,0.0,4.372,0.0,0.0,7.1445,5.6439,0.0,0.0,6.2497,4.4126,0.0,0.0,0.0,0.0,2.4459999999999997,0.0,7.2072,6.9257,1.0
CY94_CD45NEG_CD90POS_2_D02_S38_comb,11.397,4.1121,8.125,5.5312,0.0,0.0,0.0,0.0,1.5729,0.0,0.0,12.829,0.0,0.0,0.0,0.0,0.0,0.0,2.6365,0.0,1.0
CY94_CD45NEG_CD90POS_2_B10_S22_comb,0.0,0.0,3.0188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4816,1.0
CY84_PRIM_POS_All_6_G06_S462_comb,9.86,8.3681,5.7557,9.4692,0.0,5.9277,0.0,0.0,0.0,3.3993,0.0,9.4054,0.0,7.626,7.626,0.0,0.0,0.0,6.3987,0.0,1.0
CY94_CD45NEG_CD90POS_2_A02_S2_comb,0.0,8.486,0.0,3.8643,0.0,0.0,0.0,0.39726,0.0,0.0,0.0,0.49672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9812,1.0
CY94_CD45NEG_CD90POS_2_H07_S91_comb,0.0,10.193999999999999,0.0,0.0,0.0,0.0,0.0,4.6704,0.0,0.0,0.0,5.8146,5.3563,0.0,0.0,0.0,0.0,5.7195,6.7221,6.6841,1.0
CY84_PRIM_POS_All_7_D02_S230_comb,0.0,8.7775,2.8516,9.8559,6.2184,9.8868,0.0,9.6096,8.3878,0.0,0.0,8.6313,7.3581,3.5482,3.5482,0.0,5.4957,6.4011,5.8273,0.0,1.0
CY94_CD45NEG_CD90POS_2_B04_S16_comb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8389999999999995,0.0,0.0,0.0,0.0,0.0,0.0,6.8565,0.0,1.0
CY94_CD45NEG_CD90POS_2_E08_S56_comb,7.6669,5.7213,5.7501,7.7318,0.0,0.0,6.4059,2.8893,0.0,0.0,7.7926,8.6667,0.0,0.0,0.0,0.0,0.0,0.0,5.5499,5.4222,1.0
CY94_CD45NEG_CD90POS_2_A12_S12_comb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CY94_CD45NEG_CD90POS_2_F11_S71_comb,6.0981,4.9026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CY94_CD45NEG_CD90POS_2_A08_S8_comb,5.0782,5.5958,0.0,4.4216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9976,0.0,0.0,0.0,0.0,0.0,0.0,5.6345,0.0,1.0
CY84_PRIM_POS_All_7_H09_S285_comb,9.2783,10.122,4.2912,10.628,0.0,0.0,6.5635,0.0,5.9483,0.0,0.0,10.036,0.0,0.0,0.0,0.16092,0.20163,0.0,6.2638,5.7956,1.0
CY84_PRIM_POS_All_7_E07_S247_comb,0.0,9.7782,1.4673,5.9904,9.3699,8.1402,0.0,8.9563,8.7339,7.4875,0.0,6.9913,6.9133,3.9307,3.9307,0.0,5.4259,8.1575,9.7113,6.9131,1.0
CY84_PRIM_POS_All_6_A07_S391_comb,0.0,0.0,6.0412,5.3329,6.5641,6.9558,0.0,0.0,10.418,8.7552,0.0,8.8213,6.8749,2.6889,2.6889,9.2794,7.7105,7.1251,7.3834,0.0,1.0
CY94_CD45NEG_CD90POS_2_C08_S32_comb,4.3318,6.1027,0.0,5.2112,0.0,0.0,5.8579,0.0,0.0,0.0,6.0277,6.4035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CY94_CD45NEG_CD90POS_2_C09_S33_comb,0.39944,9.1395,4.7662,5.934,0.0,0.0,4.6934,5.3759,0.0,0.0,7.3184,6.5881,0.0,0.0,0.0,0.14012,0.0,0.0,6.7064,0.0,1.0
CY84_PRIM_POS_All_7_B11_S215_comb,0.0,7.5638,0.0,8.8011,7.5089999999999995,4.5282,8.3755,7.9581,8.3649,6.6204,0.0,8.8637,8.8222,0.0,0.0,8.7338,0.0,7.8459,9.0664,7.4357,1.0
CY84_PRIM_POS_All_8_E07_S151_comb,10.46,7.8369,9.2719,8.165,0.0,0.0,6.0483,4.8257,0.0,6.4947,0.0,12.119000000000002,0.0,0.0,0.0,0.21288,0.0,0.0,7.9782,0.0,1.0
CY84_PRIM_POS_All_7_B06_S210_comb,0.0,8.6498,0.0,10.392000000000001,7.3669,9.7396,0.0,7.0822,0.0,8.1981,0.0,7.6157,7.9032,4.7966,4.7966,0.0,6.5221,7.5037,6.8917,6.695,1.0
CY84_PRIM_POS_All_8_B11_S119_comb,10.315,8.7841,9.079,7.9949,0.0,8.7687,0.0,0.0,0.0,0.0,0.0,11.298,0.0,7.5268,7.5268,0.0,0.0,0.0,6.0593,0.0,1.0
CY84_PRIM_POS_All_8_E10_S154_comb,0.0,0.0,0.0,0.43403,5.7477,7.001,8.5946,0.0,8.9342,6.7744,0.0,6.8067,0.0,1.6938,1.6938,0.0,7.9077,7.8758,0.0,0.0,1.0
CY94_CD45NEG_CD90POS_2_E05_S53_comb,0.0,0.57531,0.0,7.2849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8947,0.0,0.0,0.0,0.0,0.0,0.0,5.3859,0.0,1.0
CY94_CD45NEG_CD90POS_2_F06_S66_comb,6.9851,9.8679,5.656000000000001,5.9366,0.0,0.0,5.5133,3.5135,0.0,0.0,4.4859,8.9097,0.0,0.0,0.0,0.0,0.0,0.0,5.4283,3.9894,1.0
CY94_CD45NEG_CD90POS_2_G10_S82_comb,0.0,5.7949,0.0,5.0974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1133,1.0
