,HLA-DRA,FOS,HLA-DPA1,DUSP1,GZMA,CCL4,SELL,CD69,NKG7,CST7,LTB,CD74,GZMK,CCL4L1,CCL4L2,CD8A,PRF1,KLRK1,TSC22D3,PIK3IP1,group
Cy72_CD45_H02_S758_comb,10.754000000000001,0.0,7.504,7.7494,0.0,0.0,0.0,8.7231,0.0,0.0,7.12,11.462,0.0,0.0,0.0,0.0,0.0,0.0,9.5423,7.6069,1.0
CY58_1_CD45_B02_S974_comb,7.1039,7.6833,6.1094,6.872999999999999,8.7944,4.2918,0.0,0.0,9.9395,6.7841,0.0,8.9354,6.9865,9.4635,9.4635,4.0772,3.2968,8.5415,8.3617,0.0,1.0
Cy72_CD45_D09_S717_comb,0.0,7.0632,0.0,7.9826,8.443999999999999,0.0,7.8471,6.2743,0.0,0.0,6.2956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.163,6.5457,1.0
Cy74_CD45_A03_S387_comb,8.0937,0.0,6.9877,0.0,7.9201,7.2488,0.0,0.0,8.7809,8.6534,0.0,9.1519,0.0,10.298,10.298,7.124,7.2474,7.2461,7.0984,0.0,1.0
Cy74_CD45_F09_S453_comb,0.0,0.0,0.0,7.1262,7.7464,9.4674,0.0,0.0,8.8223,0.0,0.0,5.7332,7.6896,4.0539,4.0539,0.0,0.0,7.2702,7.7287,0.0,1.0
CY58_1_CD45_D03_S999_comb,0.0,9.6776,0.0,8.5746,0.0,0.0,7.2935,8.8129,0.0,0.0,0.0,0.0,7.5575,0.0,0.0,0.0,0.0,0.0,8.0045,6.6718,1.0
Cy72_CD45_C01_S697_comb,0.0,6.9559,0.0,10.113,0.0,0.0,0.0,1.5632,0.0,0.0,6.6215,1.8221,0.0,0.0,0.0,0.0,0.0,0.0,9.1089,0.0,1.0
Cy71_CD45_D07_S523_comb,6.7119,0.8591700000000001,6.0994,0.0,9.2271,0.0,0.0,0.0,8.6361,6.2534,5.178,8.5405,7.0822,5.523,5.523,4.1536,6.8141,7.1278,0.0,0.0,1.0
Cy81_FNA_CD45_C12_S228_comb,0.0,8.3956,0.0,10.335,0.0,0.0,0.0,1.1157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4055,5.4247,8.0697,0.0,1.0
Cy74_CD45_D04_S424_comb,0.0,7.4666,7.3081,7.4194,8.8118,10.535,0.0,7.2391,9.0137,8.3717,0.0,7.8956,7.4445,8.2098,8.2098,0.0,0.0,0.0,9.8794,0.0,1.0
Cy74_CD45_C11_S419_comb,1.4340000000000002,0.0,9.0877,9.5023,7.4319,8.2932,0.0,0.0,0.0,7.5128,0.0,7.0234,0.0,6.2731,6.2731,5.8632,7.2461,0.0,8.0045,0.0,1.0
CY58_1_CD45_F01_S1021_comb,11.607999999999999,8.6475,10.873,8.609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.655999999999999,0.0,0.0,0.0,0.0,0.0,0.0,7.4621,0.0,1.0
Cy81_FNA_CD45_D07_S235_comb,0.0,0.0,0.0,0.0,0.0,0.0,7.8204,0.0,0.0,0.0,0.0,6.6421,0.0,0.0,0.0,6.7037,4.5082,6.4492,6.6752,7.9116,1.0
Cy72_CD45_D07_S715_comb,0.0,0.0,0.0,7.7609,0.0,0.0,0.0,0.0,0.0,0.0,9.6663,3.3616,0.0,0.0,0.0,0.0,0.0,0.0,8.1565,0.0,1.0
Cy72_CD45_E08_S728_comb,0.0,6.6892,0.0,9.457,0.0,0.0,1.3167,5.5969,0.0,0.0,6.6913,1.8298,0.0,0.0,0.0,2.6606,0.0,6.9551,8.8942,7.0492,1.0
Cy71_CD45_B07_S499_comb,0.0,2.2887,4.4024,7.8676,7.7618,0.0,0.0,0.0,8.7121,6.4244,0.0,5.3585,3.2203,0.0,0.0,8.71,4.788,9.4194,7.2833,0.0,1.0
Cy71_CD45_E03_S531_comb,6.8773,0.0,6.6445,6.3464,0.0,0.0,7.7325,0.0,1.3074,0.0,9.9122,9.4967,0.0,0.0,0.0,0.0,0.0,0.0,6.7209,0.55778,1.0
Cy74_CD45_H03_S471_comb,5.8231,0.0,6.5422,9.7961,8.4841,7.9686,0.0,6.9079999999999995,6.9552,6.1873,5.6035,9.5436,8.3829,5.6396,5.6396,0.0,6.7116,0.0,0.0,0.0,1.0
Cy81_Bulk_CD45_B11_S119_comb,0.0,4.7378,0.0,6.7422,0.0,0.0,0.15575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Cy72_CD45_E02_S722_comb,0.0,7.4832,5.6437,5.7525,6.9631,0.0,0.0,8.4865,0.0,0.0,6.9426,1.3488,0.0,0.0,0.0,0.0,0.0,0.0,6.5118,0.0,1.0
Cy72_CD45_D03_S711_comb,10.26,2.4962,7.5455,8.9478,0.0,0.0,0.0,3.8211,0.0,0.0,8.7798,10.172,0.0,0.0,0.0,0.0,0.0,0.0,1.7727,0.0,1.0
Cy81_Bulk_CD45_B07_S115_comb,0.0,7.08,0.0,8.4601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CY58_1_CD45_A06_S966_comb,0.0,8.846,6.6401,8.5147,8.1266,9.5639,0.0,8.3949,9.5,8.4622,0.0,6.9867,7.5074,9.2455,9.2455,7.1457,8.5514,7.9655,0.0,0.0,1.0
Cy81_FNA_CD45_A09_S201_comb,0.0,0.0,0.0,8.0441,0.0,8.9415,0.0,2.7969999999999997,10.702,8.7784,0.0,0.0,0.0,2.1583,2.1583,0.40054,8.5182,0.0,9.9537,8.1426,1.0
Cy81_FNA_CD45_B12_S216_comb,0.0,0.0,0.0,7.7125,0.0,0.0,7.0549,0.0,0.0,0.0,0.0,8.5096,0.0,0.0,0.0,0.0,0.0,0.0,9.5498,5.7017,1.0
Cy71_CD45_B08_S500_comb,0.0,2.5734,0.0,7.3386,0.0,0.0,0.9767299999999999,5.6417,0.0,0.0,0.0,1.419,8.3828,0.0,0.0,0.0,0.0,0.0,8.9415,8.1893,1.0
CY58_1_CD45_D11_S1007_comb,0.0,4.0835,6.1819,9.0943,7.6652,7.4852,0.0,0.84639,0.0,6.9639999999999995,7.2813,7.8579,8.7786,1.7545,1.7545,0.0,6.5137,0.0,7.8225,0.0,1.0
Cy72_CD45_F12_S744_comb,0.0,8.1623,0.0,8.8571,0.0,0.0,5.0319,0.0,0.0,0.0,6.831,0.80323,0.9605100000000001,0.0,0.0,0.0,0.0,0.0,9.4437,6.2976,1.0
Cy80_II_CD45_G05_S941_comb,0.0,6.9781,0.0,7.4449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.185,3.5895,1.0
Cy72_CD45_C07_S703_comb,0.0,9.9166,0.0,8.7123,0.0,0.0,1.9057,7.6149,0.0,6.6044,7.4375,5.777,0.0,0.0,0.0,0.0,0.42653,0.0,9.5972,0.0,1.0
Cy72_CD45_H07_S763_comb,8.9604,6.4751,4.9743,3.5929,0.0,0.0,6.7638,0.0,0.0,0.0,6.7001,11.561,0.0,0.0,0.0,0.0,0.2762,0.0,5.0833,0.0,1.0
Cy74_CD45_F07_S451_comb,4.7085,7.4156,7.9905,6.8706,8.9197,9.8396,0.0,0.0,9.3509,0.0,0.0,9.3758,6.6166,7.4676,7.4676,8.1747,7.2291,7.5738,0.93206,0.0,1.0
Cy81_FNA_CD45_B04_S208_comb,0.0,6.3467,0.0,3.97,8.167,0.0,8.1823,0.0,9.1791,6.482,6.8783,7.016,8.4101,5.2121,5.2121,6.4427,3.8409,7.1534,9.1867,0.0,1.0
Cy81_Bulk_CD45_D09_S141_comb,4.9231,6.5678,3.3760000000000003,7.624,0.77484,2.1372,0.34596,0.0,0.0,2.1414,0.0,4.6368,0.0,1.7238,1.7238,0.0,0.0,2.3821,5.9831,1.2934,1.0
Cy74_CD45_C02_S410_comb,8.8101,0.0,7.2668,7.439,7.2084,8.9524,0.0,0.0,8.3563,6.7552,0.0,10.213,6.9768,5.8777,5.8777,6.369,4.3665,8.3683,0.0,0.0,1.0
Cy81_FNA_CD45_G01_S265_comb,0.0,7.4061,0.0,6.7519,6.5972,1.7828,7.449,0.78576,5.3837,6.6797,5.7769,7.2292,6.5975,7.0727,7.0727,2.1925,0.0,0.0,6.9936,6.0221,1.0
Cy81_FNA_CD45_D02_S230_comb,0.0,7.6298,0.0,10.814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72247,2.7555,0.0,0.0,0.0,0.0,0.0,8.6838,4.2013,1.0
CY58_1_CD45_A10_S970_comb,0.0,0.99928,0.0,5.856,0.8765700000000001,0.0,0.0,0.0,0.0,3.7056,6.7247,7.9669,0.0,0.0,0.0,0.0,6.1883,0.0,0.0,0.0,1.0
Cy72_CD45_D12_S720_comb,0.0,7.2352,0.0,6.9118,0.0,0.0,8.2292,7.0152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9345,0.0,1.0
CY58_1_CD45_F11_S1031_comb,0.0,8.1103,0.0,9.43,7.8894,0.0,7.0986,7.7387,0.0,0.0,6.1858,7.2422,2.9023,0.0,0.0,0.0,0.0,0.0,7.7866,7.6985,1.0
Cy81_FNA_CD45_F01_S253_comb,0.0,1.9928,0.0,0.31615,5.7572,6.9994,6.6477,0.0,6.0421,6.1468,6.2313,6.6307,0.0,6.7642,6.7642,0.0,0.0,1.9385,6.8409,0.0,1.0
Cy74_CD45_A08_S392_comb,0.0,8.1819,6.3275,9.9832,8.4446,6.5334,0.0,0.0,5.9676,8.7569,0.0,6.5635,8.1753,1.5331,1.5331,0.0,0.0,0.0,4.611000000000001,0.0,1.0
Cy71_CD45_G06_S558_comb,0.0,6.321000000000001,0.0,10.380999999999998,0.0,0.0,5.6289,0.0,0.0,0.0,6.3501,8.0154,0.0,0.0,0.0,0.0,0.0,0.0,7.8363,7.5962,1.0
Cy74_CD45_A04_S388_comb,0.0,8.0446,0.0,11.45,7.1518,0.0,0.0,8.7157,8.2761,8.6472,0.0,8.4559,9.8736,0.0,0.0,6.9557,6.9407,9.0248,0.0,0.0,1.0
CY58_1_CD45_B01_S973_comb,1.2388,0.0,0.0,5.4278,7.6695,0.0,8.3399,0.0,1.6754,0.0,0.0,8.2365,1.4308,1.9385,1.9385,0.0,0.0,1.0594,8.7936,1.6411,1.0
CY58_1_CD45_H12_S1056_comb,7.2295,7.8434,5.0859,8.9677,6.0349,8.4473,5.2004,7.022,7.9131,6.1125,4.7854,7.9109,5.4823,6.7926,6.7926,6.2749,5.5445,6.3938,6.8839999999999995,4.0852,1.0
CY58_1_CD45_F05_S1025_comb,0.0,0.0,0.0,5.308,6.9253,5.8123,0.0,6.4855,0.0,6.0998,0.0,2.9559,0.0,0.0,0.0,7.0861,2.1519,7.7807,0.0,0.0,1.0
Cy74_CD45_E06_S438_comb,6.4529,0.0,0.0,0.0,7.5376,8.7058,0.0,5.5464,9.1011,6.4545,0.0,7.7589999999999995,7.6735,3.9373,3.9373,0.0,0.0,6.9008,0.0,4.5018,1.0
CY58_1_CD45_H02_S1046_comb,2.545,7.3002,0.0,6.914,9.0475,8.7107,0.0,0.0,8.1796,0.0,0.0,6.2345,8.1524,4.3693,4.3693,3.9465,7.3123,8.199,0.0,0.0,1.0
Cy72_CD45_A07_S679_comb,10.439,6.9969,7.8048,8.1624,0.0,0.0,0.0,4.0767,0.0,0.0,7.4116,10.704,0.0,0.0,0.0,0.0,0.0,0.0,4.7114,0.0,1.0
Cy74_CD45_G02_S458_comb,0.0,0.0,2.6339,8.4162,0.0,0.0,0.0,1.0321,0.0,6.0534,0.0,7.7679,0.0,0.0,0.0,0.0,0.0,1.0745,7.0603,0.0,1.0
Cy71_CD45_H05_S569_comb,6.961,7.3955,8.0643,6.9878,0.0,0.0,0.0,8.7318,0.0,0.0,6.3555,9.5411,0.0,0.0,0.0,0.0,0.0,0.0,8.4826,0.0,1.0
Cy72_CD45_G12_S756_comb,0.0,7.1217,0.0,6.8091,0.0,0.0,8.2347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0526,7.6568,1.0
Cy72_CD45_B02_S686_comb,5.1045,0.0,0.0,0.0,0.0,0.0,8.7757,7.6164,0.0,0.0,7.5085,7.2092,0.0,0.0,0.0,0.0,0.0,0.0,9.4842,0.0,1.0
CY58_1_CD45_B09_S981_comb,0.0,9.1453,0.0,9.3011,0.0,8.8029,6.061,0.0,7.7055,0.0,0.0,6.9646,6.7121,3.5743,3.5743,6.1432,0.0,5.8706,9.445,0.0,1.0
Cy71_CD45_H07_S571_comb,0.0,9.4572,0.0,6.7725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Cy74_CD45_E04_S436_comb,8.5345,6.0167,7.236000000000001,8.1702,8.2949,5.7251,0.0,5.8221,8.1778,5.9233,0.0,9.8856,7.9212,5.0927,5.0927,7.8191,1.7084,0.0,7.1796,0.0,1.0
Cy81_FNA_CD45_A02_S194_comb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6615,0.0,5.4783,0.0,0.0,0.0,0.0,4.0848,0.0,0.29514,1.5705,1.0
Cy81_FNA_CD45_H12_S288_comb,8.5491,4.5998,6.9253,6.0714,6.8895,5.7874,5.7962,5.3682,7.0163,5.8445,4.3692,9.1187,6.0746,3.8827,3.8827,0.0,5.7573,5.4467,7.3678,4.8504,1.0
Cy81_FNA_CD45_A06_S198_comb,0.0,7.4608,0.0,1.2054,8.317,9.8416,0.0,0.0,0.0,8.4134,0.0,9.0438,8.4961,4.3319,4.3319,6.0014,2.8639,9.2908,9.3056,0.0,1.0
Cy74_CD45_F01_S445_comb,8.9235,0.0,8.3356,8.4486,0.0,10.06,0.0,0.0,7.2427,8.4858,0.0,10.029,0.0,8.1224,8.1224,6.2592,6.7142,0.0,7.4453,0.0,1.0
Cy72_CD45_E06_S726_comb,0.0,4.7807,0.0,7.7042,0.0,0.0,5.1836,6.7191,0.0,0.0,6.6113,6.3649,0.0,0.0,0.0,0.0,0.0,0.0,9.8076,0.0,1.0
Cy72_CD45_E11_S731_comb,4.5465,6.7276,0.0,5.2453,0.0,0.0,6.7864,0.0,0.0,0.0,0.0,2.8061,0.0,0.0,0.0,4.6818,0.0,6.9275,8.142000000000001,7.0899,1.0
Cy74_CD45_D01_S421_comb,5.9658,8.084,6.3132,8.638,9.3984,6.2762,0.0,0.0,10.117,9.1028,0.0,9.3772,7.1197,5.0993,5.0993,7.5325,3.1058,4.9262,8.1314,6.2184,1.0
Cy74_CD45_B08_S404_comb,11.481,6.1843,9.1133,0.0,0.0,0.0,8.1217,0.0,0.0,0.0,0.0,11.350999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Cy72_CD45_B07_S691_comb,0.0,8.4967,0.0,8.5409,0.0,0.0,0.0,6.4995,0.0,0.0,7.9901,5.5171,0.0,0.0,0.0,0.0,0.27976999999999996,0.0,9.2722,6.0507,1.0
Cy81_FNA_CD45_A03_S195_comb,0.0,0.0,0.0,0.0,9.051,7.0792,0.0,0.0,9.8327,8.7919,0.0,8.647,2.1483,1.5534,1.5534,0.0,7.3833,7.1117,7.5695,0.0,1.0
Cy81_FNA_CD45_G02_S266_comb,0.0,0.0,0.0,0.0,0.0,8.1266,0.0,0.0,9.5735,0.0,0.0,7.1697,0.0,6.127999999999999,6.127999999999999,0.0,7.7042,0.0,8.0878,0.0,1.0
Cy81_FNA_CD45_D11_S239_comb,0.0,0.0,0.0,0.0,8.8341,0.0,0.0,0.0,8.092,6.3239,0.0,4.3308,0.0,0.0,0.0,5.5744,7.9829,0.0,5.4948,0.0,1.0
CY58_1_CD45_F10_S1030_comb,0.0,4.3041,0.0,8.1316,8.1887,8.1705,7.6228,7.2889,8.4925,6.5974,0.0,7.9893,6.5914,4.7361,4.7361,6.7012,0.0,3.9259,7.8651,0.99059,1.0
Cy81_FNA_CD45_C06_S222_comb,0.0,6.9313,0.62761,5.2454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4962,0.0,0.0,0.0,0.0,0.0,9.9487,7.3793,1.0
Cy72_CD45_B06_S690_comb,0.0,8.8909,0.0,5.1651,0.0,0.0,0.0,8.9359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3479,0.0,8.2381,8.0917,1.0
Cy72_CD45_G09_S753_comb,10.295,7.291,6.3372,5.5433,0.0,0.0,0.0,0.0,0.0,0.0,5.5334,10.292,0.0,0.0,0.0,0.0,0.0,0.0,8.4149,0.0,1.0
Cy74_CD45_B03_S399_comb,0.0,7.4304,0.0,8.4424,7.9441,0.0,6.7169,8.3819,0.0,7.1888,6.6724,6.3734,7.3025,0.0,0.0,0.0,0.0,0.0,7.6942,5.5368,1.0
Cy74_CD45_F08_S452_comb,7.6895,0.0,6.9399,8.5293,7.0259,0.0,0.0,8.0764,9.517999999999999,8.8946,0.0,9.0988,0.0,0.0,0.0,0.0,7.3242,7.7408,8.9301,0.0,1.0
Cy72_CD45_D01_S709_comb,7.1499,7.6103,0.0,9.3219,0.0,0.0,0.0,8.059,0.0,0.0,0.0,7.06,6.0365,0.0,0.0,0.0,0.0,0.0,8.9046,7.4222,1.0
Cy74_CD45_H08_S476_comb,10.562000000000001,8.1943,8.0175,9.5192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8883,1.0
Cy74_CD45_G01_S457_comb,4.8909,7.8233,6.273,10.135,6.4669,0.0,0.0,7.2341,5.5737,0.0,6.0602,7.6507,0.0,0.0,0.0,0.0,0.0,0.0,8.5181,0.0,1.0
Cy74_CD45_F02_S446_comb,7.1491,0.0,0.0,8.6313,9.3887,9.3939,0.0,5.1204,6.2536,5.6261,0.0,8.7184,7.8889,4.2501,4.2501,7.6802,3.2336,2.2319999999999998,0.0,0.0,1.0
Cy81_FNA_CD45_B08_S212_comb,0.0,1.0724,0.0,8.4271,1.9396,0.0,6.5104,8.2438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7161,0.0,1.0
Cy71_CD45_D12_S528_comb,0.0,0.0,6.6538,6.8835,8.2693,7.8594,0.0,0.0,8.2972,5.8294,0.0,8.6818,2.175,3.4601,3.4601,6.1549,6.3078,0.0,0.0,0.0,1.0
Cy74_CD45_C03_S411_comb,10.056000000000001,0.0,6.9683,7.8208,0.0,0.0,7.6866,0.0,0.0,0.0,7.1996,10.992,0.0,1.251,1.251,0.0,0.0,0.0,6.7975,0.0,1.0
Cy71_CD45_A04_S484_comb,0.0,5.6158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8077,2.5838,1.0
Cy74_CD45_H06_S474_comb,3.7133,5.9423,5.6268,0.69777,7.0842,2.6629,0.0,0.0,7.9092,0.0,0.0,9.136000000000001,6.8405,4.5079,4.5079,7.2034,0.0,3.6138,0.0,0.0,1.0
Cy72_CD45_H06_S762_comb,2.3505,0.0,0.0,0.0,0.0,0.0,7.1471,0.0,0.0,5.7414,7.7319,5.9874,0.0,0.0,0.0,0.0,0.0,0.0,8.921,7.5071,1.0
Cy81_Bulk_CD45_D05_S137_comb,0.0,0.0,0.0,7.8029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42438000000000003,0.0,1.0
Cy72_CD45_A05_S677_comb,9.6885,9.0219,7.7942,7.1003,0.0,0.0,0.0,6.6162,0.0,0.0,0.0,11.331,0.0,0.0,0.0,0.43936000000000003,0.0,0.0,8.8437,0.0,1.0
Cy72_CD45_G01_S745_comb,0.0,6.7928,6.1189,10.187000000000001,0.0,11.329,0.0,0.0,8.4661,6.0646,0.0,7.8343,0.0,5.4491,5.4491,0.0,0.0,6.0508,7.2182,4.4706,1.0
Cy74_CD45_H12_S480_comb,8.2375,7.6215,6.9464,8.6621,7.4088,8.8691,3.6897,6.9508,8.3779,6.8412,4.2432,8.7192,7.0241,7.1404,7.1404,6.4632,5.7313,6.5487,6.5472,0.0,1.0
CY58_1_CD45_G11_S1043_comb,0.0,0.0,7.4955,7.1129,7.4652,7.5438,0.0,8.9936,8.8947,7.4487,0.0,8.3858,0.0,4.0094,4.0094,5.8649,0.0,8.8794,0.0,0.0,1.0
CY58_1_CD45_D04_S1000_comb,0.0,9.2753,0.0,9.8708,0.0,0.0,0.0,7.7094,0.0,0.0,8.3046,6.9343,0.0,0.0,0.0,0.0,0.0,0.0,8.9634,0.0,1.0
Cy71_CD45_D04_S520_comb,0.0,10.091000000000001,0.0,8.6905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Cy72_CD45_A11_S683_comb,0.0,0.0,0.0,0.0,0.0,0.0,2.2268,0.0,0.0,0.0,6.9596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4341,0.0,1.0
Cy81_FNA_CD45_C11_S227_comb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0875,0.0,0.0,0.0,0.0,0.0,5.6693,0.0,5.5982,6.7276,1.0
Cy71_CD45_F03_S543_comb,0.0,9.3222,7.7979,9.7022,0.0,4.8129,0.0,9.6116,9.2496,6.4041,0.0,9.1766,7.5476,4.957,4.957,6.3433,3.1175,7.0178,9.2384,0.0,1.0
Cy72_CD45_E10_S730_comb,0.0,0.0,0.0,7.8808,0.0,0.0,4.8165,0.0,0.0,0.0,0.0,8.0806,0.0,0.0,0.0,0.0,0.0,0.0,8.2178,8.7018,1.0
CY58_1_CD45_F09_S1029_comb,0.0,8.0669,0.0,8.3148,0.0,0.0,7.5632,0.0,0.0,8.5649,6.7702,7.5139,0.0,0.0,0.0,0.0,0.0,0.0,10.141,7.5108,1.0
CY58_1_CD45_B06_S978_comb,9.8234,7.8649,8.7994,8.2495,0.0,0.0,5.9145,0.0,5.0274,0.0,5.4149,11.546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8586,1.0
CY58_1_CD45_E05_S1013_comb,8.1238,0.0,1.8559999999999999,8.0247,7.5245,0.0,6.6137,0.0,5.5054,5.6403,0.0,7.8302,8.1371,0.0,0.0,6.8129,5.4133,7.8202,0.0,0.0,1.0
Cy71_CD45_C01_S505_comb,0.0,6.3862,0.0,0.0,0.0,0.0,0.0,7.2383,0.0,0.0,6.6172,4.6255,0.0,0.0,0.0,0.0,0.0,0.0,1.6378,0.0,1.0
Cy74_CD45_D08_S428_comb,10.89,0.0,7.8172,7.7696,0.0,0.0,6.3086,0.0,0.0,0.0,0.0,10.925999999999998,0.0,0.0,0.0,0.0,0.0,0.0,9.5455,6.7093,1.0
CY58_1_CD45_F04_S1024_comb,6.6708,0.0,5.6675,0.0,8.7222,10.145,0.0,0.0,8.8182,8.0677,0.0,9.117,7.5492,8.7968,8.7968,7.0636,2.9594,0.0,0.0,4.6271,1.0
Cy72_CD45_A01_S673_comb,8.3084,7.4446,6.0708,3.8395,3.2805,4.878,6.5546,6.1372,4.3285,3.9011,4.7681,9.4963,4.5279,0.0,0.0,2.2895,1.965,4.0548,8.8354,5.4343,1.0
CY58_1_CD45_F12_S1032_comb,0.0,7.2397,0.0,7.0004,6.2415,0.0,0.0,0.0,7.4639999999999995,0.0,7.9816,6.6770000000000005,1.7377,0.0,0.0,7.0482,0.0,6.1797,5.9582,6.2744,1.0
CY58_1_CD45_G09_S1041_comb,0.0,7.8489,0.0,6.6129,0.0,0.0,5.7833,8.8972,0.0,0.0,5.4608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4981,7.9716,1.0
Cy81_FNA_CD45_F04_S256_comb,6.624,0.0,0.0,0.0,8.359,7.1727,0.0,0.0,10.659,6.0092,0.0,8.4142,8.3341,7.5756,7.5756,6.7694,8.4444,8.0839,0.0,0.0,1.0
Cy74_CD45_C10_S418_comb,9.5479,0.0,6.787000000000001,0.0,0.0,0.0,6.6759,6.3548,6.0794,0.0,0.0,10.96,0.0,0.0,0.0,0.0,0.0,0.0,6.8858,0.0,1.0
Cy74_CD45_G04_S460_comb,0.0,8.5768,0.0,9.2817,5.0655,7.8832,0.0,0.0,0.0,0.0,2.5705,0.0,0.0,4.1663,4.1663,7.172999999999999,0.0,7.9056,8.1947,0.0,1.0
CY58_1_CD45_C03_S987_comb,0.0,6.5804,0.0,7.0978,0.0,0.0,0.0,6.3943,0.0,0.0,6.3161,2.6473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Cy81_Bulk_CD45_F04_S160_comb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0347,0.0,1.0
Cy72_CD45_F05_S737_comb,0.0,0.0,0.0,0.0,0.0,0.0,7.0641,7.3523,0.0,0.0,5.9665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3484,5.9982,1.0
Cy72_CD45_G03_S747_comb,10.669,6.5504,3.639,8.7579,0.0,0.0,0.0,7.0055,0.0,0.0,0.0,10.734000000000002,0.0,0.0,0.0,0.0,0.0,0.0,9.1428,0.0,1.0
Cy74_CD45_D03_S423_comb,0.0,0.0,0.0,8.4458,0.0,0.0,0.0,0.0,0.0,0.0,6.7971,4.2844,0.0,0.0,0.0,0.0,0.0,0.0,7.4867,6.4947,1.0
Cy74_CD45_G03_S459_comb,0.0,8.2428,0.0,8.6699,0.0,0.0,5.4997,0.0,0.0,6.8734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0831,8.1919,1.0
Cy81_FNA_CD45_A07_S199_comb,0.0,0.0,0.0,7.2508,9.682,8.6382,0.0,0.0,0.0,9.0875,0.0,7.6319,6.9591,3.3588,3.3588,0.0,0.0,0.0,1.2129,0.0,1.0
Cy72_CD45_B05_S689_comb,0.0,6.5093,0.0,8.7674,0.0,0.0,4.2188,0.0,0.0,0.0,6.761,4.2562,0.0,0.0,0.0,0.0,0.0,0.0,8.509,5.9682,1.0
Cy81_Bulk_CD45_C09_S129_comb,3.1372,6.1442,2.0377,7.0672,0.7433,0.0,0.0,0.0,0.7966,2.7717,0.0,3.6447,0.0,0.55974,0.55974,0.0,0.0,2.2206,5.0004,1.2833,1.0
CY58_1_CD45_A07_S967_comb,5.3239,0.0,8.1654,6.0827,6.2804,3.6128,0.0,0.0,10.302,7.599,0.0,8.472999999999999,7.1001,9.005,9.005,6.8938,8.2708,8.309,4.6038,0.0,1.0
Cy72_CD45_B09_S693_comb,10.618,1.4584,7.3922,8.6249,0.0,0.0,0.0,4.8156,0.0,0.0,4.7578,11.295,0.0,0.0,0.0,0.0,0.0,0.0,9.6028,6.2684,1.0
CY58_1_CD45_F03_S1023_comb,0.0,8.71,0.0,10.534,0.0,0.0,4.1497,7.9832,0.0,0.0,6.9649,5.3138,0.0,0.0,0.0,0.0,0.0,0.0,9.3454,6.917999999999999,1.0
Cy81_Bulk_CD45_G05_S173_comb,0.0,7.7173,4.8667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Cy74_CD45_G08_S464_comb,0.0,6.2779,0.0,8.9211,0.0,4.7656,0.0,2.7734,0.0,0.0,6.0788,7.7203,0.0,2.03,2.03,0.0,6.4435,0.0,8.1061,3.2523,1.0
Cy81_Bulk_CD45_G08_S176_comb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
