,PMEL,SERPINA3,TMSB4X,IFITM1,APOD,MIA,SPP1,DCT,IFI27,CD74,A2M,MT2A,DUSP1,ANXA1,APOC2,FOS,SERPINE2,IGFBP7,TM4SF1,CAPN3,group
cy82-CD45-pos-2-F11-S551-comb,0.0,10.196,8.1365,0.0,7.6996,8.1919,9.0707,0.0,0.0,0.0,7.2187,9.6242,7.2687,6.9716,0.0,7.6946,8.466000000000001,0.0,3.2253,0.0,2.0
cy82-CD45-neg-1-D05-S233-comb,0.0,10.687000000000001,5.1517,0.0,7.1093,9.307,8.1025,0.0,0.0,0.0,5.7052,8.9644,5.3155,0.0,0.0,6.6746,7.1175,0.0,0.0,0.0,2.0
cy82-CD45-neg-3-D09-S813-comb,1.0847,0.0,5.8388,0.0,7.1849,5.6712,0.0,0.0,0.0,0.0,0.0,10.784,0.0,5.9838,0.0,0.0,0.6369100000000001,0.0,0.0,0.0,2.0
cy53-1-CD45-neg-B07-S307-comb,0.0,6.9974,7.0465,7.085,8.9158,7.2956,2.8480000000000003,0.0,7.7121,3.2396,0.0,10.215,0.0,5.7555,0.0,2.543,10.745999999999999,0.0,5.7251,0.0,2.0
cy82-CD45-pos-2-E02-S530-comb,0.0,9.7157,6.2865,0.0,9.0254,7.8969,8.0181,0.0,0.0,0.0,6.8454,7.9495,5.5741,8.4718,0.0,5.9819,7.1026,0.0,0.0,0.0,2.0
cy82-CD45-pos-2-G05-S557-comb,0.0,9.5519,3.8553,0.0,8.3727,9.155,7.0918,0.0,0.0,0.0,7.3285,9.0968,6.3073,5.7283,0.0,8.5555,8.2473,0.0,0.45628,0.0,2.0
cy53-1-CD45-neg-A12-S300-comb,0.0,0.0,2.6751,0.0,5.1191,0.0,0.0,0.0,5.4991,0.0,0.0,7.5693,0.0,0.0,0.0,0.0,4.4413,0.0,0.0,0.0,2.0
cy82-CD45-neg-3-A11-S779-comb,0.12168,10.199,4.5705,0.0,6.909,8.9391,7.3362,0.0,0.0,0.72334,5.0344,9.2779,0.0,0.0,0.0,0.0,7.485,0.0,0.0,0.0,2.0
cy82-CD45-pos-2-F02-S542-comb,0.0,9.2734,8.1134,0.0,7.2318,10.18,6.718,0.0,0.0,0.0,6.297999999999999,8.7311,6.1972,0.0,0.0,4.8207,6.041,0.0,0.0,0.0,2.0
cy82-CD45-pos-2-D12-S528-comb,0.0,9.8492,6.4959,0.0,9.378,8.8896,8.185,0.0,0.0,0.0,4.8567,9.9559,6.9941,2.2406,0.0,6.8699,6.8871,0.0,3.3441,0.0,2.0
cy80-CD45-pos-PD1-pos-D09-S141-comb,8.6503,4.2307,9.0286,6.7092,6.3408,6.3311,0.0,2.6459,4.6727,2.9309,1.0144,5.1299,5.4063,1.4699,0.0,7.4375,6.619,2.9407,0.0,6.3987,2.0
cy82-CD45-pos-2-D03-S519-comb,0.0,9.8467,5.0106,0.0,7.0875,8.6437,6.8507,0.0,0.0,0.0,5.405,9.7028,7.1019,4.2487,0.0,6.9072,7.4461,0.0,0.0,0.0,2.0
cy53-1-CD45-neg-F07-S355-comb,0.0,0.0,8.3858,0.0,0.0,0.0,0.0,0.0,6.2907,0.0,0.0,10.231,0.0,0.0,0.0,5.5406,5.9411,0.0,5.7475,0.0,2.0
cy53-1-CD45-neg-C09-S321-comb,0.0,7.3483,5.5715,0.0,7.1781,8.0765,0.0,0.0,4.8025,0.0,0.0,10.051,0.0,7.1279,0.0,0.0,10.317,0.0,4.4455,0.0,2.0
cy53-1-CD45-neg-F08-S356-comb,0.0,0.0,8.0053,0.0,0.0,0.0,0.0,0.0,5.8565,0.0,0.0,11.199000000000002,0.0,5.1873,0.0,0.0,4.4429,0.0,0.0,0.0,2.0
cy53-1-CD45-neg-B06-S306-comb,0.0,0.0,6.4025,0.0,8.9759,6.9918,3.2674,0.0,0.0,5.5466,0.0,8.1271,0.0,4.1154,0.0,0.0,9.8985,0.0,0.0,0.0,2.0
cy53-1-CD45-neg-G03-S363-comb,0.0,8.4753,3.9930000000000003,0.0,8.5611,5.8371,4.3545,0.0,0.0,1.3185,0.0,6.9941,0.51299,0.0,0.0,0.0,8.8902,0.0,2.6904,0.0,2.0
cy53-1-CD45-neg-A07-S295-comb,0.0,0.0,6.7442,5.8693,5.0574,0.0,0.0,0.0,6.7755,0.0,0.0,9.9861,0.0,0.0,0.0,0.0,4.6554,0.0,0.0,0.0,2.0
cy53-1-CD45-neg-D05-S329-comb,0.0,0.0,6.1303,0.0,4.5795,5.3529,2.8939,0.0,0.0,0.0,0.0,8.6862,1.8045,3.0564,0.0,0.0,7.7334,0.0,0.0,0.0,2.0
cy53-1-CD45-neg-H11-S383-comb,0.0,0.0,7.7496,0.0,7.6112,7.5039,0.0,0.0,4.828,0.0,0.0,9.2899,1.9373,6.4077,0.0,0.0,7.2409,0.0,0.0,0.0,2.0
cy82-CD45-pos-2-E03-S531-comb,0.0,8.4136,6.9013,0.0,7.5344,8.5045,6.4139,0.0,0.0,4.1021,5.2958,10.087,0.0,4.8026,0.0,5.3989,7.5834,0.0,0.0,0.0,2.0
cy79-p3-CD45-neg-PDL1-neg-E04-S244-comb,9.9409,8.4577,3.3955,0.0,10.273,9.2861,4.1686,0.0,6.7553,0.0,7.1295,8.3719,5.1422,6.2447,6.9126,8.5504,9.9479,0.0,3.9239,6.6388,2.0
cy79-p3-CD45-neg-PDL1-neg-F04-S256-comb,5.6738,5.9873,7.9397,0.0,7.4084,8.9872,2.6489,0.0,6.9305,9.7214,7.2132,8.343,5.8943,6.1229,4.7669999999999995,8.2035,10.273,0.0,2.4782,6.5661,2.0
cy79-p3-CD45-neg-PDL1-neg-H12-S288-comb,9.3473,7.393,3.1857,0.0,9.8284,9.3345,5.3646,0.98331,6.7252,3.5625,6.5161,9.6125,5.5117,6.3272,7.2702,7.8996,8.7939,4.3049,5.2769,7.6469,2.0
cy79-p3-CD45-neg-PDL1-neg-A08-S200-comb,9.6174,9.4201,0.0,0.0,9.2039,8.6111,8.0889,0.0,0.0,0.0,7.8683,9.6173,6.5946,5.0803,6.7562,8.5523,10.5,6.0697,5.9501,5.8562,2.0
cy79-p3-CD45-neg-PDL1-neg-H04-S280-comb,5.0444,6.0962,0.0,0.0,10.686,9.5532,6.7006,0.0,7.5585,2.5883,7.7876,9.9676,6.7064,5.8726,4.8922,7.6936,10.323,0.0,4.9441,0.73725,2.0
cy79-p3-CD45-neg-PDL1-neg-F09-S261-comb,8.652000000000001,5.9311,0.0,0.0,7.1018,7.4111,6.9308,2.9409,6.8364,4.5726,7.8792,5.897,4.2127,4.7516,3.6529,8.2552,9.9305,5.8547,5.0951,7.4125,2.0
cy79-p3-CD45-neg-PDL1-neg-F08-S260-comb,11.085999999999999,3.4756,0.0,0.0,8.1791,8.2419,5.9039,0.0,7.3829,7.9813,7.042999999999999,8.3093,4.8185,7.5866,5.4573,3.299,8.7082,3.1303,7.1367,5.4197,2.0
cy79-p3-CD45-neg-PDL1-neg-G03-S267-comb,8.2234,6.3725,0.0,0.0,8.5543,8.1677,6.255,0.0,5.742000000000001,0.0,5.2325,7.4273,4.4952,5.8845,6.1226,6.2419,8.6572,3.3727,2.8797,7.8202,2.0
cy79-p3-CD45-neg-PDL1-neg-H10-S286-comb,10.812999999999999,6.412999999999999,0.0,0.0,11.067,9.3824,2.251,0.0,4.8326,0.0,6.7146,9.4622,3.2482,6.2487,5.5749,7.7197,9.6951,0.0,5.7821,7.505,2.0
cy79-p3-CD45-neg-PDL1-neg-C07-S223-comb,9.3434,7.5466,3.4197,0.0,9.2781,10.285,0.0,0.0,6.0479,0.0,6.8843,8.7719,0.93206,7.2891,6.6739,6.2587,8.3705,0.0,6.886,4.2311,2.0
cy79-p3-CD45-neg-PDL1-neg-D09-S237-comb,10.01,6.2815,0.0,0.0,9.5794,9.132,0.0,0.0,6.6101,0.0,7.2977,10.11,3.4907,5.8024,4.6582,9.1624,9.6624,2.5709,5.91,7.6099,2.0
cy79-p3-CD45-neg-PDL1-neg-E05-S245-comb,10.012,5.0249,0.0,0.0,9.9279,8.9807,6.0459,0.0,6.3748,2.7091,7.6495,7.7233,5.9238,5.5654,5.7141,9.4198,9.1052,6.7805,0.0,7.7088,2.0
cy79-p3-CD45-neg-PDL1-neg-B11-S215-comb,10.788,0.0,0.0,0.0,9.1299,8.8139,5.6407,0.0,7.1356,0.0,7.7477,9.2358,8.5229,5.2867,7.0671,8.843,9.0171,0.0,0.0,8.3318,2.0
cy79-p3-CD45-neg-PDL1-neg-B06-S210-comb,10.299000000000001,4.9535,0.0,0.0,8.5892,7.6375,0.0,0.0,6.9484,0.0,7.8551,10.078,0.0,6.8186,5.2008,9.0407,9.9236,4.9078,5.4299,7.8502,2.0
cy79-p3-CD45-neg-PDL1-neg-F07-S259-comb,9.6793,6.7269,2.8943,0.0,9.2226,9.23,4.0319,0.0,7.7202,3.4498,8.0472,9.5182,0.0,4.5299,5.3513,7.0741,10.699000000000002,4.9049,4.9372,4.927,2.0
cy79-p3-CD45-neg-PDL1-neg-A11-S203-comb,11.277000000000001,7.893,2.4813,0.0,10.315,9.0581,5.1027,0.0,7.8675,0.0,6.9364,8.6532,1.9734,6.0008,7.2849,8.7202,7.9528,6.7063,6.2632,8.6972,2.0
cy79-p3-CD45-neg-PDL1-neg-B03-S207-comb,10.395,8.014,0.0,0.0,8.8317,8.3016,5.4123,0.0,6.9062,0.0,7.3762,9.722000000000001,4.23,7.4724,4.9357,7.2397,8.9659,5.2538,5.796,7.4465,2.0
cy79-p3-CD45-neg-PDL1-neg-E01-S241-comb,10.644,7.9873,3.0353,0.0,10.349,9.3582,4.6646,0.0,7.747999999999999,0.0,7.5003,7.8147,2.9383,6.0877,8.1912,8.088,9.1268,4.8861,6.9937,7.55,2.0
cy79-p3-CD45-neg-PDL1-neg-C10-S226-comb,9.7912,8.6179,0.0,0.0,10.056000000000001,8.2217,7.0858,0.0,5.5787,0.0,7.9842,9.9509,7.0818,6.6765,7.6641,9.6156,9.3394,2.5403,4.7002,7.3533,2.0
cy79-p3-CD45-neg-PDL1-neg-C09-S225-comb,4.9965,7.3338,7.183,5.1354,8.4956,8.5467,3.5415,0.0,5.8896,0.0,5.3933,10.535,7.6251,6.0833,5.4507,6.2911,7.2216,0.0,0.0,3.1895,2.0
cy79-p3-CD45-neg-PDL1-neg-B09-S213-comb,10.809000000000001,7.9876,3.8110000000000004,0.0,9.8431,9.2715,0.0,2.5092,5.8382,0.0,7.8243,8.3919,3.437,6.2573,5.6529,8.6207,9.6392,5.0349,6.1769,8.0039,2.0
cy79-p3-CD45-neg-PDL1-neg-H02-S278-comb,9.5496,9.7922,0.0,0.0,6.32,7.4479999999999995,5.5026,0.0,6.5159,0.0,6.2809,7.6395,6.4645,7.1651,5.4154,9.8376,9.2825,0.0,0.0,6.1505,2.0
cy79-p3-CD45-neg-PDL1-neg-C02-S218-comb,9.9146,4.8234,0.0,0.0,8.5408,8.5689,5.4253,0.0,5.8265,0.0,4.5887,9.1742,7.3020000000000005,5.6142,7.2722,9.0157,7.7835,6.1687,5.5566,6.7626,2.0
cy79-p3-CD45-neg-PDL1-neg-B07-S211-comb,8.257,6.1944,0.0,0.0,11.03,8.6361,6.5281,0.0,6.8713,0.0,5.2037,8.9213,8.3289,6.1575,7.1642,10.321,7.3407,1.2048,4.523,7.1519,2.0
cy79-p3-CD45-neg-PDL1-neg-F03-S255-comb,9.3629,7.3785,0.0,0.0,9.8859,8.3781,6.4058,0.0,5.9937,0.0,6.8669,7.7684,8.2908,4.9941,3.6026,8.6895,8.9701,6.4856,5.81,7.5165,2.0
cy79-p3-CD45-neg-PDL1-neg-G12-S276-comb,8.7795,7.2248,2.6498,0.0,9.4564,9.7291,5.6988,0.0,6.7979,7.0954,7.7267,7.5494,7.606,6.9467,3.9063,9.2024,10.03,3.4358,4.0204,7.3525,2.0
cy79-p3-CD45-neg-PDL1-neg-C03-S219-comb,5.526,5.4408,0.0,0.0,10.046,9.0897,4.6773,0.0,6.5103,0.0,5.28,8.2265,0.0,5.9121,5.5822,6.4377,8.7529,5.2371,4.5931,4.8265,2.0
cy79-p3-CD45-neg-PDL1-neg-H05-S281-comb,9.6275,8.2069,0.0,0.0,8.5536,7.0802,4.8966,0.0,7.7932,0.0,6.5793,10.081,7.7649,6.6183,7.0894,9.4986,9.6069,5.2672,6.6323,6.3124,2.0
cy79-p3-CD45-neg-PDL1-neg-H01-S277-comb,9.6665,7.1185,0.0,0.0,9.8301,8.6435,5.3161,0.0,8.0168,0.0,7.1888,5.7219,6.8896,4.7426,0.0,7.6865,9.4573,5.6946,5.3106,7.4846,2.0
cy79-p3-CD45-neg-PDL1-neg-C01-S217-comb,10.405999999999999,4.2493,0.0,0.0,8.613,7.6134,0.0,3.725,6.6118,5.3092,7.6983,9.3782,6.1458,6.7046,0.0,8.7098,8.3442,6.3071,7.5441,8.0325,2.0
cy79-p3-CD45-neg-PDL1-neg-H07-S283-comb,2.3882,6.0686,0.0,0.0,5.4995,6.8221,0.0,0.0,7.4987,0.0,3.835,8.9154,5.0213,6.8063,3.7141,5.989,9.4901,3.0669999999999997,5.6034,6.0332,2.0
cy79-p3-CD45-neg-PDL1-neg-D08-S236-comb,6.7008,7.6412,0.0,0.0,9.1818,8.9134,4.1637,0.0,6.9157,7.0888,8.5442,7.8424,0.0,5.4678,5.8868,7.091,9.5277,5.0597,4.5222,0.0,2.0
cy79-p3-CD45-neg-PDL1-neg-H11-S287-comb,5.8999,6.6519,5.2596,0.0,7.9014,7.152,0.0,0.0,6.6269,5.0207,2.1554,10.317,0.0,8.5485,7.9307,7.0881,7.8212,0.0,6.405,8.9578,2.0
cy79-p3-CD45-neg-PDL1-neg-F02-S254-comb,9.8504,0.0,3.6214,0.0,9.4743,7.627999999999999,0.0,0.0,6.9504,0.0,6.0231,9.7657,3.6789,8.2916,6.1076,8.5513,9.1142,5.6364,4.985,6.0459,2.0
cy79-p3-CD45-neg-PDL1-neg-D07-S235-comb,10.360999999999999,0.0,3.6809,0.0,8.4179,7.2394,5.8994,0.0,5.8183,5.6714,6.6995,7.6554,7.52,4.7163,6.7119,8.8762,8.9462,5.4953,5.9768,8.4472,2.0
cy79-p3-CD45-neg-PDL1-neg-D05-S233-comb,8.0013,5.9732,0.0,0.0,7.5256,10.002,5.638,0.0,5.1522,0.0,7.5625,8.7661,6.3235,6.9323,3.4753,8.9278,9.3312,4.7171,3.2147,7.1324,2.0
cy79-p3-CD45-neg-PDL1-neg-E12-S252-comb,9.1736,5.791,0.0,0.0,8.1036,8.4929,4.8459,0.0,7.196000000000001,0.0,6.1698,9.7662,0.0,6.7598,5.7581,0.0,8.2407,0.0,6.3032,6.5101,2.0
cy79-p3-CD45-neg-PDL1-neg-B10-S214-comb,9.4599,7.5303,2.8143,0.0,10.718,10.258,6.6619,0.0,7.1269,5.0492,7.7426,8.8798,0.0,7.2111,6.997999999999999,2.4962,9.9373,4.6882,4.5249,7.6351,2.0
cy79-p3-CD45-neg-PDL1-neg-B08-S212-comb,8.9201,6.7123,0.0,0.0,8.4858,7.7303,6.7052,0.0,6.142,0.0,6.0631,9.6793,0.0,5.3813,8.0449,5.547999999999999,9.9421,7.5597,3.9628,5.4508,2.0
cy79-p3-CD45-neg-PDL1-neg-G01-S265-comb,8.7206,4.0781,0.0,0.0,5.8693,4.5464,4.2599,0.0,7.1833,0.0,5.4476,5.0275,5.401,6.0831,2.167,9.2095,6.7443,5.0922,0.64247,7.9747,2.0
cy79-p3-CD45-neg-PDL1-neg-C04-S220-comb,10.450999999999999,4.8896,0.0,0.0,7.8208,6.1168,5.4425,1.6604,6.4289,0.0,4.3078,5.4805,0.0,4.9156,7.2359,5.0574,7.7751,3.3499,6.0572,5.581,2.0
cy79-p3-CD45-neg-PDL1-neg-F11-S263-comb,8.6086,8.3745,8.7424,0.0,9.4904,7.5195,6.1037,0.0,7.2895,2.2107,6.954,9.0964,6.6748,6.9256,8.0104,8.5133,9.3163,3.4836,5.0172,6.8874,2.0
cy79-p3-CD45-neg-PDL1-neg-D01-S229-comb,10.555,6.6671,0.0,0.0,9.3863,8.377,7.1974,0.0,5.8419,6.4374,8.4143,7.8366,0.0,0.0,7.7498,4.3982,9.6847,6.6664,6.3034,7.8238,2.0
cy79-p3-CD45-neg-PDL1-neg-E02-S242-comb,10.589,8.1998,3.3451,0.0,11.322000000000001,9.0788,6.6845,0.0,6.3061,5.723,7.7685,9.2481,6.3547,7.2073,6.9145,9.5945,9.8957,5.4685,5.9839,6.3176,2.0
cy79-p3-CD45-neg-PDL1-neg-D11-S239-comb,10.337,8.6572,4.9606,0.0,10.335999999999999,9.7432,6.2992,0.0,5.8464,5.9376,8.874,8.1836,0.0,8.1468,7.0212,10.125,10.241,4.666,6.7882,6.8524,2.0
cy79-p3-CD45-neg-PDL1-neg-F05-S257-comb,6.9232,0.0,0.0,0.0,9.2418,8.6289,5.7007,0.0,7.542000000000001,4.7358,4.2968,10.665999999999999,8.6114,0.0,6.9339,9.7476,3.0747,3.634,0.0,2.6196,2.0
cy79-p3-CD45-neg-PDL1-neg-D12-S240-comb,8.2665,6.6737,4.2001,0.0,8.4617,7.5795,6.9233,0.0,6.9911,5.8052,6.0683,9.7865,5.0342,7.1945,4.0622,7.4883,9.7649,5.8802,0.0,7.9257,2.0
cy79-p3-CD45-neg-PDL1-neg-B01-S205-comb,8.4007,6.1955,3.9399,0.0,7.4894,6.7984,0.0,0.0,7.115,5.4414,4.6304,8.9444,0.0,6.4878,7.3076,6.6743,7.144,7.5494,5.7607,7.8144,2.0
cy79-p3-CD45-neg-PDL1-neg-C12-S228-comb,10.347000000000001,0.0,0.0,0.0,5.1101,4.726,2.338,0.0,6.1038,0.0,4.9589,6.1461,0.0,6.3777,5.3746,8.8368,7.5751,1.9705,4.8756,7.1618,2.0
cy79-p3-CD45-neg-PDL1-neg-G05-S269-comb,8.2521,6.676,0.0,0.0,4.5709,7.9469,7.7151,0.0,5.9798,6.6934,7.5452,8.4664,6.7699,6.624,4.27,8.759,9.9158,6.1742,3.6054,6.5118,2.0
cy79-p3-CD45-neg-PDL1-neg-G10-S274-comb,8.1371,6.4741,0.0,0.0,11.290999999999999,10.132,4.4156,0.0,7.2037,0.0,7.8306,8.177999999999999,0.0,7.4157,6.7045,4.5984,9.662,1.7609,7.4303,6.2542,2.0
cy79-p3-CD45-neg-PDL1-neg-D02-S230-comb,5.6143,7.7410000000000005,0.0,0.0,9.0905,9.1618,3.9678,0.0,7.3859,8.7134,7.9275,7.8374,0.0,4.6895,6.6317,6.1503,9.7288,5.2165,0.0,4.468,2.0
cy79-p3-CD45-neg-PDL1-neg-B12-S216-comb,9.8557,3.4871,0.0,0.0,8.214,6.8227,5.3939,0.0,5.5605,0.0,6.5769,10.38,3.1543,6.6246,8.6363,8.1506,8.7674,5.1521,5.2946,8.4356,2.0
cy79-p3-CD45-neg-PDL1-neg-A09-S201-comb,8.332,5.6499,0.0,0.0,8.6651,9.4001,0.0,0.0,7.8382,0.0,7.1772,9.9882,0.0,7.7073,0.0,0.0,7.5172,0.0,0.0,7.3294,2.0
Cy59_10,8.9028,0.0,0.0,0.0,0.0,0.0,0.0,3.8909,0.0,0.0,2.9432,0.0,0.0,0.0,0.0,5.7857,3.9612,0.0,0.0,4.7464,2.0
Cy59_11,6.1264,0.0,0.0,0.0,0.0,0.0,0.0,6.1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5432,5.2416,0.0,4.0945,0.0,2.0
Cy59_13,9.5109,0.0,0.0,0.0,6.0374,0.0,0.0,7.1669,0.0,0.0,4.2565,0.0,0.0,0.0,0.0,6.3361,3.9368,0.0,4.6089,0.0,2.0
Cy59_14,9.628,0.0,4.079,0.0,6.8701,0.0,0.0,5.5826,0.0,0.0,0.0,0.0,4.5432,2.9237,0.0,6.1692,2.3559,0.0,4.1016,0.0,2.0
Cy59_1,5.2508,0.0,8.912,0.0,0.0,0.0,0.0,2.2931,0.0,0.0,4.0081,0.0,3.3087,0.0,0.0,7.2379999999999995,6.6499,0.0,5.7769,5.2267,2.0
Cy59_20,8.7849,0.0,6.5763,0.0,4.8602,0.0,0.0,6.4422,0.0,0.0,3.4063,6.0617,4.9631,0.0,0.0,6.1617,5.1149,0.0,5.912999999999999,0.0,2.0
Cy59_21,8.3478,0.0,5.0166,0.0,4.1111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8904,4.8259,0.0,0.0,5.8643,2.0
Cy59_23,8.5821,0.0,0.0,0.0,0.0,0.0,0.0,5.4531,0.0,0.0,3.8886,0.0,4.417,0.0,0.0,6.5299,5.8871,0.0,4.9314,0.0,2.0
Cy59_25,8.1815,0.0,4.7287,0.0,4.5237,0.0,0.0,5.6633,0.0,0.0,0.0,0.0,4.3153,0.0,0.0,6.8294,4.7639,0.0,2.7467,4.5972,2.0
Cy59_26,9.6058,0.0,6.5895,0.0,4.9336,0.0,0.0,6.9237,0.0,0.0,0.0,5.9857,6.0104,0.0,0.0,6.4106,4.6665,0.0,4.7316,6.6377,2.0
Cy59_27,7.9043,0.0,4.976,0.0,4.0666,0.0,3.5439,6.1571,0.0,3.8560000000000003,0.0,6.9723,5.436,0.0,0.0,7.2028,5.8487,0.0,4.0298,0.0,2.0
Cy59_28,9.2749,0.0,0.0,0.0,5.1329,0.0,0.0,7.4964,0.0,0.0,3.1298,5.4615,4.7351,0.0,0.0,6.5461,4.3656,0.0,5.3513,0.0,2.0
Cy59_30,7.9077,0.0,6.2919,0.0,2.9456,0.0,0.0,5.5353,0.0,0.0,0.0,5.4232,5.3466,2.662,0.0,6.8547,4.0968,0.0,4.7628,2.7856,2.0
Cy59_32,9.5744,0.0,4.8757,0.0,5.7133,0.0,0.0,7.4062,0.0,0.0,4.7965,5.5621,6.5827,0.0,0.0,5.0985,6.207999999999999,0.0,0.0,4.329,2.0
Cy59_33,8.6213,0.0,3.3006,0.0,0.0,0.0,0.0,7.9156,0.0,0.0,2.6292,3.9548,4.9271,0.0,0.0,7.0409,4.0287,0.0,3.6843,0.0,2.0
Cy59_35,0.0,0.0,5.2748,0.0,0.0,5.6235,0.0,0.0,0.0,4.149,6.261,5.9628,0.0,0.0,0.0,8.2562,7.8804,0.0,0.0,0.0,2.0
Cy59_36,9.1046,0.0,0.0,0.0,5.6309,0.0,0.0,7.6636,0.0,0.0,3.585,0.0,6.6095,0.0,0.0,7.4493,5.5101,0.0,0.0,5.0996,2.0
Cy59_38,6.5502,0.0,5.7388,0.0,2.9572,0.0,0.0,4.7237,0.0,0.0,2.8363,6.7584,4.2589999999999995,3.5534,0.0,5.9561,4.3984,0.0,2.4295,3.6881,2.0
Cy59_39,8.4984,0.0,4.3352,0.0,4.3808,0.0,0.0,5.1966,0.0,0.0,2.9551,0.0,6.0192,3.1493,0.0,6.5008,5.4976,0.0,4.3431,0.0,2.0
Cy59_40,8.0219,0.0,4.0465,0.0,5.0388,0.0,0.0,5.3656,0.0,0.0,3.3221,0.0,5.2988,0.0,0.0,7.4292,5.318,0.0,0.0,4.5811,2.0
Cy59_41,6.64,0.0,5.1027,0.0,3.2651,0.0,0.0,5.8492,0.0,0.0,0.0,7.3655,5.9326,0.0,0.0,5.9424,4.9468,0.0,5.5137,3.0991,2.0
Cy59_42,8.2026,0.0,5.2486,0.0,0.0,0.0,0.0,6.4066,0.0,0.0,0.0,0.0,5.8858,0.0,0.0,5.7048,4.3167,0.0,5.7742,3.6087,2.0
Cy59_44,8.7333,0.0,0.0,0.0,5.0756,0.0,0.0,7.532,0.0,0.0,4.8151,0.0,7.1415,0.0,0.0,7.5016,2.6754,0.0,4.4719999999999995,0.0,2.0
Cy59_45,7.5025,0.0,0.0,0.0,5.1613,0.0,0.0,6.707999999999999,0.0,0.0,0.0,0.0,6.3559,0.0,0.0,6.5563,3.6419,0.0,0.0,0.0,2.0
Cy59_4,7.4802,0.0,0.0,0.0,4.1946,0.0,0.0,6.8376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3075,5.1413,0.0,5.5212,0.0,2.0
Cy59_53,8.2652,0.0,5.3921,0.0,5.6527,0.0,0.0,5.8373,0.0,0.0,4.0839,0.0,4.9633,4.5455,0.0,6.1615,4.1574,0.0,4.2672,4.9971,2.0
Cy59_57,9.3577,0.0,0.0,0.0,5.2962,0.0,0.0,7.1795,0.0,0.0,0.0,0.0,4.8279,0.0,0.0,6.939,4.7148,0.0,0.0,0.0,2.0
Cy59_59,6.654,0.0,4.7545,0.0,2.9589999999999996,0.0,0.0,6.7783,0.0,0.0,0.0,0.0,4.2673,0.0,0.0,5.3917,0.0,0.0,5.1807,4.2389,2.0
Cy59_5,8.4057,0.0,0.0,0.0,5.8884,0.0,0.0,7.7426,0.0,0.0,0.0,7.5078,0.0,4.5945,0.0,6.3531,3.9529,0.0,3.3889,0.0,2.0
Cy59_60,8.9038,0.0,3.8975,0.0,0.0,0.0,0.0,6.0281,0.0,0.0,0.0,0.0,4.0398,0.0,0.0,5.9633,5.0474,0.0,4.2979,0.0,2.0
Cy59_61,5.7909,0.0,3.6481,0.0,0.0,0.0,0.0,5.9766,0.0,0.0,0.0,0.0,2.8938,3.9315,0.0,6.2516,4.7922,0.0,0.0,0.0,2.0
Cy59_64,6.3923,0.0,4.3169,0.0,0.0,0.0,0.0,5.1404,0.0,0.0,0.0,0.0,4.6141,0.0,0.0,4.1763,2.9978,4.3583,0.0,0.0,2.0
Cy59_67,6.8333,0.0,4.5016,0.0,0.0,0.0,0.0,6.813,0.0,0.0,0.0,4.6287,4.6363,6.1032,0.0,6.8617,0.0,0.0,3.4088,6.8115,2.0
Cy59_69,8.8672,0.0,0.0,0.0,7.5366,0.0,0.0,6.6048,0.0,0.0,0.0,5.4047,4.478,0.0,0.0,7.1665,5.0761,0.0,0.0,0.0,2.0
Cy59_70,8.6597,0.0,4.5251,0.0,5.6387,0.0,0.0,6.3214,0.0,0.0,0.0,0.0,4.2516,0.0,0.0,5.4005,5.8661,0.0,5.0245,0.0,2.0
Cy59_71,6.5161,0.0,0.0,0.0,0.0,0.0,0.0,5.1595,0.0,0.0,4.2309,0.0,0.0,4.191,0.0,0.0,5.7302,0.0,4.5588,5.9539,2.0
Cy59_72,8.1773,0.0,8.5364,3.3778,6.0927,0.0,3.1063,6.0583,4.9067,5.4348,1.121,4.1185,5.956,6.3042,0.0,7.4291,3.9881,0.0,2.1227,3.335,2.0
Cy59_73,8.2133,2.8231,4.1599,0.0,6.0598,0.0,0.0,6.2351,0.0,3.0876,3.5839999999999996,3.8819999999999997,0.0,4.4521,0.0,6.6781,4.4606,0.0,3.9293,4.3405,2.0
Cy59_75,9.2725,0.0,3.8688,0.0,5.5429,0.0,0.0,0.0,0.0,0.0,4.2105,5.5126,5.8444,4.5409,0.0,5.5468,6.1869,0.0,4.7017,5.9098,2.0
Cy59_76,8.5152,0.0,4.6784,0.0,3.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1067,0.0,0.0,7.2977,4.2860000000000005,0.0,0.0,0.0,2.0
Cy59_77,9.8921,0.0,0.0,0.0,5.0126,0.0,0.0,7.9823,0.0,0.0,2.7876,4.1409,1.9233,0.0,0.0,7.2021,5.5661,0.0,0.0,0.0,2.0
Cy59_78,0.0,0.0,6.1827,0.0,0.0,0.0,0.0,5.1053,0.0,0.0,6.3806,0.0,4.3881,6.8015,0.0,6.3263,6.129,0.0,0.0,0.0,2.0
Cy59_79,10.295,0.0,5.7342,0.0,0.0,0.0,0.0,4.3786,0.0,0.0,0.0,3.9845,6.5545,4.4171,0.0,7.5657,6.4823,0.0,3.8851,0.0,2.0
