,RPL32,NDUFA12,SAT1,DBI,NDUFB2,SLIRP,PRDX3,ABRACL,MRPL51,PSMB6,TIMM8B,PSMA4,DAD1,UQCR10,HSPE1,GTF3C6,COX5B,C14orf2,MRPS18C,DYNLL1,group
NBM_NCC8,0.0,1.995935152,0.68017975,3.602979807,1.375139756,5.979191322,1.611919325,0.807240829,5.651163941,6.941420992,6.842294288,7.010263642000001,6.8462584,0.763357602,0.0,0.0,2.231183503,2.006481958,6.143618147000001,5.952356506,1.0
NBM_NCA8,0.0,1.219857207,0.740485405,1.756051905,2.035473855,3.057271091,1.181397829,2.239514361,6.876799952000001,1.8789406169999998,2.142998277,2.741902992,2.0515589419999998,6.596180587999999,2.0603611319999997,2.1355371830000003,2.541382533,1.531256502,2.8311592869999997,1.095466506,1.0
NBM_NCF8,5.548482889,0.0,0.7117620259999999,0.920321462,1.4225801169999999,6.537250352999999,1.347781348,6.277818896,0.9747947779999999,6.593376294,0.0,6.50741201,1.436635483,5.247507442,5.763392721000001,0.77761985,6.3054820220000005,6.928321147,6.169807715,5.640282322999999,1.0
NBM_NCG9,0.0,1.898772216,0.834977321,5.957101701,6.570196721,1.50309761,5.817328261,1.789920561,6.740280082999999,6.647995346,1.941184676,0.7658785659999999,1.952790565,1.403196795,6.125099379,1.375833752,2.23515083,6.088302422999999,6.556230219,1.214222836,1.0
NBMrunxG11,6.45827417,5.972298017999999,0.0,6.03659025,6.713164505,5.112051939,6.156334308,5.718807312000001,5.973633412000001,6.870379649,5.998577277000001,7.227824112,5.709568325,5.8297354960000005,6.398416364,4.8848607930000005,7.005454149,6.958743198,4.999975435,6.62810651,1.0
NBMrunxC7,6.375486481,5.578090595,0.547997586,0.723741465,6.1790859970000005,5.541939445,0.560423605,0.657599288,6.402821325,6.401814998,0.0,0.0,6.214587562,5.413980785,6.685422139,0.806931101,2.2576055790000003,4.862789802,6.447084273,0.508111984,1.0
NBMrunxA10,7.363664926,1.6962691369999998,0.704804511,0.0,5.493826701000001,0.863297547,1.5068755569999999,0.0,1.236117592,1.2774436820000001,1.506379717,6.385360148999999,6.538565582,1.2257365279999999,1.433880852,7.202119355,6.906241986,6.429318632,0.0,0.656793715,1.0
NBMrunxA12,0.0,1.9062183119999998,1.001541422,1.7070035780000001,3.804336628,6.042482859,7.415043675,1.161709557,1.9499602719999998,0.36149288700000004,1.8739712819999998,6.578400352,6.632017072999999,0.34006926200000004,6.229545089,6.631559263,0.550831785,7.407216407000001,0.0,6.813503017,1.0
NBMrunxA11,0.0,0.754446959,5.173362743,1.301936738,1.4210161019999998,1.866638674,1.1417540940000002,0.506735914,0.0,0.503464385,2.348577568,0.376148146,5.4510124189999996,0.47543740700000003,0.0,0.0,2.285747774,7.470223872,0.0,0.0,1.0
NBMrunxG8,6.53223578,1.1910953640000002,0.482422886,6.321765996,5.993213301,5.60487513,6.559278194,0.332972589,6.290693247999999,6.4159514710000005,5.711288138,3.663761848,6.049644447,6.155248871,5.426926251,0.719943592,1.093053276,5.901515563999999,6.107479842999999,0.44630905,1.0
NBMrunxF10,6.990005833,2.228146196,0.0,0.406765734,0.716044481,7.131088195,6.503068308,0.0,0.0,6.562641675,1.989111801,7.008736561,6.2248385829999995,5.291911069,5.366802503,0.0,5.912157501,5.620999502,0.813096987,6.213996751,1.0
NBMrunxD12,0.0,0.97157206,5.844718674,0.0,1.5719719509999999,0.853558881,0.159297549,0.0,0.588025649,0.669895907,0.7657061140000001,7.109074055,0.7729714940000001,0.7807773490000001,0.579614324,0.0,6.763126407000001,0.604928656,0.0,0.648691019,1.0
NBMrunxF4,7.132221964,0.49251725,3.615601737,0.0,6.579367624,6.797236915,5.766882712,0.364017417,0.0,0.0,1.597130915,0.265345321,0.42679402200000005,0.0,5.2597562369999995,0.32971176,6.792073467000001,0.7923568990000001,0.0,0.0,1.0
NBMrunxB9,6.327619735,2.224980382,0.0,0.652393705,1.57609658,0.0,5.453641921,0.0,0.696021447,0.0,0.8943076409999999,5.63018055,1.083090587,5.4790184879999995,5.8244894910000005,6.476425016,2.345470348,4.743461478,0.0,6.670874425,1.0
NBMrunxD9,0.0,6.083921687,6.1838184279999995,0.588914217,5.599036712,5.1575362369999995,7.078756756000001,0.0,0.0,6.078501202999999,6.116714364,0.899444714,6.394861349,5.614681425,1.490788596,5.94074219,5.954042286,5.184614684,5.221966535,5.805967345,1.0
NBMrunxC1,6.678325066,6.165969321,1.400731722,1.990249625,4.983379681000001,5.625889025,6.881229843,1.0814334829999999,6.315691745,1.7633992619999999,1.83172699,6.816598065,6.363820595,5.347202405,6.105923109,6.548648527,6.238651794,5.455343934,0.0,0.526906731,1.0
NBMrunxD8,6.6017999739999995,6.16332054,0.576112453,0.320613548,5.768615904,5.9906563539999995,5.508375511000001,0.8432999990000001,6.186277876,0.0,5.366861646,5.98871873,6.796461162999999,0.266470692,1.620105495,0.778262001,6.65396184,0.3569663,0.551613915,6.060723084,1.0
NBMrunxE7,7.012629327999999,6.019412893999999,0.6184049770000001,2.137080509,2.54047819,1.72034247,1.442569702,1.864836421,6.066801531,0.7333350059999999,5.523666863,6.186919255,6.618670302999999,4.810361765,0.0,0.39554756700000004,6.436801375,6.136958535,0.0,4.509406043,1.0
NBMrunxG1,6.837800936,1.845530396,0.0,5.285438468,6.06891979,6.170545956000001,0.688393945,1.722407139,1.192587591,0.0,6.186577323,5.906923836,4.835207629,4.704409943,5.282971456,5.390872487,6.453558469,2.93795189,2.2803740830000003,5.841591805,1.0
NBMrunxH3,5.867507949,7.123516019,0.0,5.241347402,6.326711632,6.044171242999999,0.406320591,1.247634477,6.249946262999999,6.911890859,5.364253002,5.568739586,3.412438142,6.2217636679999995,6.534842182,5.39040508,6.430279835,5.775422635,6.083475932000001,0.0,1.0
NBMrunxE9,6.566537526,6.6044831639999995,6.377417365,2.69171075,6.088551064,5.7563582989999995,5.343475333,6.286134995,0.84881129,0.72381025,0.754099101,7.008556813999999,1.280103907,4.351236598,5.457366292000001,5.964151823,5.1273532589999995,6.518722717,5.214237409,0.0,1.0
NBMrunxB1,0.0,1.57988367,0.419771138,5.309954666,7.139380915,5.376242359,0.540052082,0.0,6.946095946,0.841018122,5.608758387000001,0.86722178,6.886194676000001,5.863075029,1.772410515,5.622451827000001,6.430725252,6.131757845,0.0,0.666054195,1.0
NBMrunxD5,7.110717127999999,6.016917026000001,6.470460274,5.738190587,6.7011125289999995,0.0,6.897849604,5.629055977999999,5.67019436,0.323228673,5.380118157,5.593789245,5.792931202999999,4.8215503580000005,5.86235317,6.0051253760000005,5.390168354,4.949576779,0.74114427,5.473535645,1.0
NBMrunxC3,6.619271679,0.993396976,0.0,5.67175077,5.585556519,4.905282535,1.303527464,1.3833557969999999,6.3063464289999995,0.68708074,5.364373399,6.086426145,6.622901754,5.2957043530000005,2.118551632,0.634454879,5.614376361000001,3.075239579,5.078288373,6.863654502,1.0
NBMrunxE4,6.213122128999999,1.2206913209999999,0.498802688,5.213707871,6.169175582,1.496361745,6.23654886,6.5003878760000005,1.117679034,0.968917076,2.289826488,6.8823252539999995,6.454550947,5.467024682999999,5.292601284,5.37449144,6.638246525,5.1776946530000005,0.0,0.776392595,1.0
NBMrunxB8,0.0,5.3927705889999995,0.301969552,5.083700552,6.309265965,4.625510603,6.104105785,5.897263047999999,5.997783122,5.432451896,4.676585183,6.792352221,4.47908392,5.649302072,5.715812572999999,6.441975627000001,5.086900762,4.53888929,5.792368572000001,4.742175198,1.0
NBMrunxA2,5.8397619579999995,5.600566211,1.116887476,5.6699026770000005,5.956748248999999,6.742752017000001,1.090297805,5.407821283,5.642596874,6.372593962000001,5.026065591,7.125319304,5.503471837,5.384537037,5.238318357,6.459143469,5.832315488,5.983598538,5.153302817,1.543105126,1.0
NBMrunxA4,0.0,6.493031922,1.369744418,1.662155896,6.107198067000001,5.720229105,6.838304593999999,5.389829196,0.0,6.106096066,3.2540300810000002,6.250091704,6.145266932,5.615707845,5.411198069,1.878604786,5.240370277,3.348736021,1.327654104,1.020625086,1.0
NBMrunxH8,0.0,3.30822309,5.2985781219999994,6.32919228,1.111907585,1.526763347,1.196347211,0.619018976,1.663773859,0.0,1.967220989,6.650529287,6.614773857,1.215509243,1.131172105,5.623941254,6.155720852999999,4.146397049,1.773868351,6.4371409989999995,1.0
NBMrunxE3,5.781500219,6.108010585,3.5960878039999997,6.177926867,6.248641581,5.939349038,5.37217855,0.6438499670000001,5.954017374,6.236438036,5.350477636,6.243284301,6.027825601,5.5203927770000005,5.1356513889999995,5.878847277,6.924868825,6.21536294,6.220916368999999,6.680595566,1.0
NBMrunxD2,0.0,2.385399322,3.1316186439999996,5.8182679760000005,2.691459509,3.378913344,0.938400509,7.284828397,5.919988057,1.9066488940000001,1.8218030580000002,1.299042153,2.9184263969999997,1.29884366,2.08888654,5.8420358,6.345295363,6.6231721839999995,0.0,6.119902325,1.0
NBMrunxF9,6.511002252000001,6.354327219,1.489118874,5.997214662999999,6.402530091,5.169116567,6.167596297999999,5.438078036,5.300068573,1.359238163,4.5831467539999995,5.579203696,5.87614058,4.863673473,1.5200613509999998,0.0,5.988513855,6.068430102000001,5.829187188,5.487692262,1.0
NBMrunxC5,6.469633662000001,6.460637845,0.0,0.5241689860000001,5.478270865,5.995997459,0.663983351,6.520112392000001,6.355540839,0.46904985299999996,6.1074521520000005,5.964598623,5.582843223999999,4.628027901,6.009899607,5.689239827000001,6.644277774,6.611977972,5.392356147999999,5.434216864,1.0
NBMrunxA1,6.674446895,5.670538919,5.68477797,4.524039561,5.916584524,6.14689793,1.149075857,1.609823038,0.538581283,7.361296874,1.11557961,6.728425412000001,6.027747755,5.07687182,5.416285247,6.021966996000001,6.702109217,5.234928196,4.85076866,5.699604272,1.0
NBMrunxH1,6.699774316,5.513382859,0.7508613590000001,1.901988156,5.130002079,5.606790441,6.177447631000001,5.540591925,5.109806002,4.95386529,5.718643264,6.149590132,5.868379119,4.389326795,0.0,4.972091667,6.528854931000001,5.767697601,5.0438158369999995,5.866667961,1.0
NBMrunxA7,0.0,3.419039911,5.9060050120000005,5.486618835,5.967846196,6.579675055,0.303118755,6.561636618,0.0,6.381437858,5.267074885,6.293917307999999,5.462692692,6.44126558,5.955462204,3.6256454860000003,5.463275023,6.071709997999999,0.0,0.0,1.0
NBMrunxE1,0.0,6.705154929,4.580462875,5.687188289,5.860949291,0.9658427509999999,0.811188737,1.2005929309999999,5.345578042,6.235845819,5.216574888,1.145077173,4.581426948,5.588500008,1.063264734,0.0,4.382083798,5.255402727,5.900880406000001,5.177973156,1.0
NBM_ERCCB1,6.5148449610000005,5.831809542,5.076574082,5.461457816,6.102185325,6.713536801,5.378899385,0.298251269,5.4751493810000005,6.549024005,6.207846683,1.115671834,1.260654143,6.0864425,5.348898898,5.346852554,6.67208675,6.793265943,5.373099573999999,6.38819624,1.0
NBM_ERCCC6,0.0,0.773880265,5.8455407820000005,0.329809494,0.966545347,6.619662769,0.313745142,0.0,0.6174113410000001,0.292179289,0.0,6.727541494,6.5270177,6.812430634,0.60869438,0.0,0.0,6.027617794,0.0,7.406591692999999,1.0
NBM_ERCCA6,7.043655918,6.633902418,0.600045711,0.468952255,6.1229922960000005,0.0,6.776412637999999,3.32224584,6.535247983,1.415367314,0.0,6.654048692999999,6.475333109,6.288776312,0.0,6.2121064960000005,7.181107288,7.553369931000001,0.0,0.557328212,1.0
NBM_ERCCC4,7.2125143839999994,6.6698753260000005,6.3191747639999996,7.004984822999999,6.933932523999999,0.9047694390000001,0.756568515,6.1178559020000005,7.226754214,0.870652332,0.0,7.3131308729999995,0.614438954,6.103670429,0.619085277,5.804899149,7.466861928999999,5.841720208,0.0,7.123185404,1.0
