,RPL32,NDUFA12,SAT1,DBI,NDUFB2,SLIRP,PRDX3,ABRACL,MRPL51,PSMB6,TIMM8B,PSMA4,DAD1,UQCR10,HSPE1,GTF3C6,COX5B,C14orf2,MRPS18C,DYNLL1,group
NBM_ERCCB4,6.709544504,6.924801849,0.5406885889999999,6.865673556,0.0,7.034070826000001,1.5970349259999999,1.0396387409999999,4.460954066,7.002044303,0.0,6.141393122999999,1.168260079,0.988235523,0.0,0.9655118309999999,7.908572286,7.188631297000001,0.0,7.000241055,1.0
NBM_ERCCA4,6.8965803160000005,1.51341372,4.999406738,0.0,0.0,6.1421451320000005,0.740425925,6.893139589,0.0,1.230761653,0.0,5.054395593,0.40132912299999995,0.9174860990000001,0.0,0.30917426,5.968320972000001,6.610273987999999,3.874291997,6.560820949,1.0
NBM_ERCCG5,7.55142349,0.536116255,6.062690683,0.0,6.875130081,6.809362212000001,0.840657607,0.903505126,1.23647422,7.998814003,0.0,0.291699859,0.0,6.363453268,4.006275285,0.361387904,7.245776652000001,6.539205616,5.975797527999999,7.078223254,1.0
NBM_ERCCC3,0.0,0.7518883829999999,5.682865509,0.0,1.543712061,6.545349691,5.67376434,0.770171672,7.3188037470000005,6.356633055,0.52696467,6.299072515,6.23744895,5.727112009,1.345861716,0.86536867,6.912355128,6.712885339,0.0,0.0,1.0
NBM_ERCCF4,0.0,1.162646868,0.0,6.079393989,6.302906158,0.0,1.9638177369999998,6.015586619,0.0,6.178721155,6.093990401,0.751111223,2.487648046,1.089162696,0.0,0.854039035,6.306140667,4.401770305,6.867747615,0.0,1.0
NBM_ERCCD6,0.0,6.7422099189999996,0.0,0.48298390700000005,1.277750179,0.762186782,0.775357065,0.43421458,3.029255327,1.3073629709999999,3.37724669,0.0,1.091126896,5.9833446210000005,0.0,5.960802012,1.316278944,5.676904146,6.320641028,0.0,1.0
NBM_ERCCE4,7.475878187,5.735541547,0.21713953100000002,0.0,6.781843846,0.0,6.950193166,0.0,6.284347267999999,7.277286159,0.0,6.0645102,5.866121041,5.427737694,0.0,2.952089752,6.238332392999999,6.969595373,6.587734362999999,0.6313594570000001,1.0
NBM_ERCCA5,0.0,6.736809826,6.679942581000001,6.367671265,7.256080795,5.809624381,6.035692966,0.0,1.425259513,1.561327224,1.184874501,1.28848117,6.372483009,0.773509039,5.816329543999999,0.0,6.159488584,5.426377501,1.338664828,0.0,1.0
NBM_ERCCE1,7.3921573160000005,6.362055288,6.718238887,0.0,7.497264752,6.208682347000001,0.281658347,6.056472315,6.74844574,0.18207251800000002,0.308398193,6.27093347,0.218421274,5.11945802,5.704972849,0.306160936,7.428281318,6.713616344,1.026401519,0.453211918,1.0
NBM_ERCCF3,6.289044715,6.382615199,5.943823766,0.0,6.761400236,6.1536880510000005,0.792467288,0.0,5.8946896760000005,6.9899669179999995,5.9038377660000005,6.627016351,0.0,5.204981312,5.53146999,0.0,0.6621441029999999,6.472034698,5.916849378999999,0.587190196,1.0
NBM_ERCCG2,0.0,6.8799727410000004,6.495868977000001,5.901845057999999,1.4375789069999998,0.0,6.561118597999999,0.0,6.1140708870000005,1.100795213,6.073374956,6.485284755,0.597512752,5.186974052,1.7842846019999998,0.469912758,6.339208951,1.503207056,1.386112611,0.0,1.0
NBM_ERCCC5,0.0,6.414747367,5.531666359,6.067239794,0.0,5.577189428,1.178329502,0.942325868,5.338407434,6.760965313,5.986603041,6.187769264,5.55999819,5.130200731,6.896958074,6.253078425,5.67921688,0.516704456,0.0,0.0,1.0
NBM_ERCCH4,0.0,6.484444026,0.0,6.208007077,1.0826234129999999,5.922692715,6.746219114,6.366012702000001,1.403981104,7.207103823,0.9048516740000001,0.7586122190000001,1.382096814,0.56341844,1.101610037,0.547882412,6.400507332999999,1.6586454659999998,1.5924667540000002,6.532898104,1.0
NBM_ERCCD4,7.038892474,0.586687073,5.103417185,5.815161665,6.142059664,6.392690322000001,5.690318262999999,7.371467491000001,0.45962947299999996,6.03835475,6.4733140989999995,0.280296637,6.569244205,5.532785855,0.0,5.98461171,6.5380204520000005,5.635865872999999,1.299935427,1.298088476,1.0
NBM_ERCCD3,0.0,6.143148646,0.433788261,6.204824658,0.973666604,6.012247438999999,5.88695679,6.154868197000001,0.0,6.547949762000001,0.0,0.67196637,6.347047484,0.0,1.479507814,5.647578819,5.930304616,5.458350899,6.15499579,4.528863068,1.0
NBM_ERCCG6,0.0,5.995847597000001,5.744261011,5.978403526,0.0,0.0,0.946151568,5.382279177000001,6.02728422,6.02008838,0.0,3.34413547,6.6322824979999995,4.544567364,5.470125617000001,5.565486045,6.152255921,5.223363227,3.907960338,6.876513023999999,1.0
NBM_ERCCC2,6.829759295,1.25868786,0.8605898009999999,6.835815781,6.138324396000001,0.0,5.898322462,0.0,6.233800211,6.806502224,0.0,6.366755042,6.161222502999999,1.301278623,5.490538957999999,6.610044917000001,7.3751066860000005,3.72743857,1.46093047,6.117122815,1.0
NBM_ERCCG3,0.0,2.41651226,0.652765888,0.0,1.333332961,1.780713196,6.317309169,6.9157325929999995,0.0,1.7327364369999998,6.432073882,6.625933387999999,6.045418118,5.07615227,1.354453355,6.70991382,6.33964112,6.247365542000001,0.0,0.0,1.0
NBM_ERCCE5,0.0,6.283077075,6.062424328,0.76565475,0.0,0.7221366990000001,6.83710147,6.050040172,5.761670164,5.784540007,5.815245471,0.749166753,0.7981257429999999,5.0600464039999995,0.0,5.97278314,5.798240162000001,6.052896069,6.02355289,0.540681919,1.0
NBM_ERCCC1,0.0,6.202976296,0.413732699,0.557228119,7.046085217000001,6.2324055970000005,0.301407549,5.140604348,1.237125392,0.830979989,0.0,1.181751886,0.0,3.292442874,5.326745646,0.7709963809999999,5.899716036,5.25909202,0.0,5.980001643,1.0
NBM_ERCCE3,6.322573308,6.271350009,0.7348092890000001,0.582002627,0.9730362459999999,0.0,6.824097455,0.0,1.002907831,1.319961304,0.0,5.702513226000001,5.894842767999999,5.201399799,5.677822042000001,0.479379211,1.49765581,5.424247835,4.567842894,0.685377021,1.0
NBM_ERCCE2,0.0,6.923016262999999,0.0,5.967885619,6.043071983,0.9714806420000001,4.754344532,0.577228153,1.081755086,0.5736185570000001,6.675507561,6.271534394,6.541349327000001,0.0,1.069223163,0.5275429939999999,6.23838175,6.160675449,0.0,0.649279947,1.0
NBM_ERCCF5,0.0,6.18540795,0.79123074,6.819450896,5.934595999,0.96151157,6.649233282999999,4.891881178,6.18908127,1.398531601,6.034155038,6.207352093,5.27685811,5.783936075,6.84430955,6.619570273,0.0,6.384711059,1.4857707869999999,0.6416280129999999,1.0
NBM_ERCCD2,0.0,6.015111897000001,5.301801983,6.868109323,6.017157786,6.049059655,6.412137737,0.625238259,6.277183556000001,1.148635028,0.0,7.02442089,5.534293807,0.336957151,4.527095692,6.689365839,6.5429682929999995,5.880224267999999,1.122839964,0.481436187,1.0
NBM_ERCCB6,0.0,0.827315565,0.0,5.79174151,1.135863327,6.151766655,6.441016707,5.3155693610000005,1.8782810140000001,1.509197844,0.95291174,6.149910789,6.493727334,6.495452501,1.155349271,5.723283463,6.0648278829999995,6.356933484,5.659897718,1.260950497,1.0
NBM_ERCCH5,0.0,0.999293019,7.361941795,1.620702584,6.119881096,6.118152967,1.698233862,0.0,5.614728389,6.969682193,7.283641144,5.109371262,1.669009381,6.505961175,0.0,1.133531122,6.643562874,5.550236742,0.0,2.070606145,1.0
NBM_ERCCF2,7.340149262000001,6.457725514,1.070980968,0.8023534390000001,6.827982293,7.442501324,1.845478049,7.580418096,2.1281427269999997,1.143580216,6.623067484,7.623682615,7.064078191,6.912986705,6.075968494,6.314022608999999,7.135889742000001,6.4294420389999996,6.78530334,0.0,1.0
NBM_ERCCA2,0.0,5.241189492,0.0,5.668833321,5.61120552,6.300239927000001,5.968840692000001,5.388777371000001,5.951415006,7.24846315,6.058031105,6.851925248,6.187694079,1.108806484,6.256334927,5.853797861,4.823474433,0.0,6.500756662000001,1.419290671,1.0
NBM_ERCCB3,0.0,5.736514895,5.793093081,1.807358011,6.060991405,6.76436949,6.141786961,5.8253636879999995,5.435048715,6.5602034289999995,0.0,7.286042675,5.719179217000001,5.7745801629999995,6.40281852,0.993496884,7.111771843,5.738971941,6.014230091,7.152952063,1.0
NBM_ERCCH3,6.478160817999999,6.226026699,1.0706848279999999,5.216962647,6.394745407,6.160342904,6.117997092,5.723142519,6.1112697339999995,6.880918511,5.424035516,6.301167505,6.682072568,5.672056322,6.342351871,4.991665197,5.519118727,6.801173285,5.350917996000001,0.0,1.0
NBM_ERCCA3,0.0,5.93044946,6.635047382000001,1.0594491529999999,1.7519435559999998,5.4726262210000005,2.1963282630000003,1.4671825330000001,5.595571945,1.7287157709999998,1.756029989,1.9262034609999998,5.780239243,6.059763761,5.122378647,6.096826216,5.54803676,5.907382376,6.256087032999999,1.0648531940000001,1.0
NBM_ERCCD1,6.186825226,5.48671428,1.06479534,5.965754887999999,6.044632808999999,5.592013285,6.627918407,0.47343049,5.581658636,6.320549451000001,0.0,6.541060597,5.871604361,5.086764585,5.568386942999999,0.961535044,6.817665031000001,7.129240584,5.242111897,6.269534231000001,1.0
NBM_ERCCE6,6.641715121,5.306542473,5.736513297,0.0,1.221213315,5.2525603489999995,5.286584347,0.0,0.812675932,0.6913330259999999,0.0,5.989301656,6.431229295,5.098749152,5.763368465,5.841045522000001,5.946963695,6.784189811,5.533231488999999,6.493165584,1.0
NBM_ERCCF1,6.440533276,5.829819477000001,0.0,1.151983437,5.807001251,0.0,1.520158671,0.0,1.2136903270000001,0.662670661,5.6700693189999996,5.80299432,6.185955551,4.779370582,0.0,0.61139547,4.786977648,6.3277159560000005,5.9626193370000005,6.604792077000001,1.0
NBM_ERCCB5,6.602557603999999,6.621219992,0.5238833970000001,5.8016962329999995,6.57289154,6.560492528999999,1.344408623,5.325379973,6.870951418,6.223635777999999,5.085121942,6.235141506000001,6.443728622999999,6.177740051000001,5.620913167,3.040031475,6.771425267000001,5.964674066000001,0.0,6.095139057000001,1.0
NBM_ERCCB2,6.474862744,5.280248532,0.937302745,6.443621295,7.028094761,6.072824497999999,6.358596952999999,5.493742662000001,6.751682347000001,5.377633262000001,5.163547457,6.175598984,6.30525568,5.145549675,6.420704187,0.5744852220000001,6.232747483,6.02677535,0.0,6.372022324,1.0
NBM_ERCCG1,6.765019054,7.183127432,0.7955576990000001,5.895530804,6.987918592000001,5.098928153999999,5.742955306,6.110002561,5.224090036000001,6.350290345,0.9663989279999999,6.607962647000001,1.057253829,5.199037969,5.99489643,5.802351697000001,6.574474201,5.704473585,4.561748801,1.165029545,1.0
NBM_ERCCG4,6.411565454,5.999676186,5.782119271,0.615034519,5.789684024,3.610261656,6.309265515,3.149483582,1.0499774929999999,6.065011672000001,0.0,6.622009721,5.560353957999999,0.0,5.785118581,1.0938216729999999,5.8019997960000005,5.406335225,5.702464899,5.734312435,1.0
NBM_ERCCH2,0.0,5.994523182000001,2.676943724,6.51864713,3.739559873,5.2061100410000005,7.00945964,6.146270159,3.7860484089999997,6.602597519,0.0,3.214358535,4.155259035,5.715349224,3.767463695,3.456363855,6.309327633,5.059858538,0.0,4.313666867,1.0
NBM_ERCCH6,0.0,2.503318614,2.208305464,2.914956432,2.9668694739999997,4.7904728610000005,6.984424721,5.605846067000001,5.604373309,3.904743535,3.3598007780000003,3.468659901,1.98213913,5.1772474939999995,6.10890029,5.963550071,5.7566071029999994,6.502300634,6.118384396000001,0.0,1.0
NBM_ERCCH1,0.0,4.074949666,3.0853880310000004,6.130490142,4.717012802,3.759958552,6.1533705,2.034953217,4.327085533,4.536477919,6.166248014,6.562305345,5.459015529,4.999042985,3.9095592960000003,3.597315239,6.538262279,5.204224602,5.551640374,5.8119561189999995,1.0
NBMG5,0.0,6.155034289,4.944136937,5.84508104,5.858607322999999,5.430422942000001,5.8589083529999995,5.958699822000001,5.734728456,4.531569078,0.0,4.060247188,3.37024004,5.104989561,6.9111715160000005,3.349009825,0.0,6.217401688,5.795296839,3.806159141,1.0
NBMG3,0.0,6.142090196,0.0,0.0,5.946605829,6.32253313,7.091743476,6.699986244,6.270388731000001,0.306288214,0.0,0.318529169,0.505071646,5.113997406,0.633942379,0.393464728,0.472888619,7.054605132000001,5.980314093,4.73730298,1.0
NBME2,0.0,5.41248311,0.0,5.715150952,3.5925956610000003,6.0968486660000005,5.9524109979999995,5.17905133,6.547757785,6.554745992000001,5.635192216,5.999114017,5.459230565,5.530773896,0.0,5.648592552,6.911007924,5.381734716,4.882018229,0.0,1.0
NBMF5,6.74267625,5.737250809,0.0,0.0,5.384151419,5.079140882,2.434592183,6.065598959,6.3183679470000005,0.294436056,0.0,5.3149257080000005,5.177227751,2.261565131,5.8728660779999995,5.353420733,5.070588905,5.557384736,5.328465003,5.944324957999999,1.0
NBM_91E6,6.709044886,5.657661021,6.374738163,5.468509704,5.4733649579999994,5.678989195,6.983575491,6.024092018999999,6.376438779,5.323996197,5.641811237000001,6.036924872999999,6.459680961,6.089808743,6.438089398,5.9758472970000005,3.187045375,5.899294847,7.027412313999999,0.646190779,1.0
NBM_91C6,7.473810122000001,6.929126588,0.0,6.24829542,0.0,6.0244838110000005,6.8498133779999995,0.0,6.240235547999999,6.29616153,0.0,5.912136831000001,6.305205241,4.072613251,1.008392229,0.0,7.138484709,5.674081065,0.0,0.0,1.0
NBME5,6.421699181,5.568019024,0.0,5.3571531089999995,6.198748219,6.17624303,0.17309982699999998,5.0482545,0.0,0.0,0.0,7.1717432279999995,6.260374077000001,5.06053592,5.546202077999999,6.00437998,4.30939319,6.084394613,4.379663121,6.37899529,1.0
NBM_91E5,5.316566418,6.473226757000001,4.359917277,5.915653377999999,2.73397563,0.6819729940000001,0.694186745,6.198917971,5.366350109,5.868226797,4.742973095,7.720221049,0.560712091,5.650228754,0.0,0.243601464,0.41798570399999996,6.883080181,5.887665752,6.354523171,1.0
NBM_91D3,0.0,6.443457952999999,0.0,1.593409008,5.468348562,6.248209687999999,0.501606698,5.2324904839999995,5.657094496,5.763549522000001,0.0,0.0,6.870441927000001,4.562644147,5.129100661,1.5982908340000002,6.597969835,4.5208577430000005,5.660259418,5.708973802,1.0
NBM_91H2,0.0,5.795345633999999,6.790692267000001,6.13735597,5.731342807000001,0.0,5.986696553,5.279102273,6.034761822999999,6.369113914,0.726411245,2.518266686,5.323862548999999,4.296806267,1.364851291,5.50565234,6.708718192,4.434335788,6.048543372999999,6.768737569,1.0
NBM_91F1,6.7069810620000005,5.454815357999999,0.0,0.0,5.925406734,4.972439248,5.899930539,0.0,0.0,5.80660185,5.184266278,5.64036012,4.795024342,4.897923792,4.617497654,0.0,5.301992473,5.297841593999999,5.326746151,0.0,1.0
NBM_91B5,6.93669343,0.0,6.44919886,0.0,5.595392629,5.426892399,5.85841707,6.27240969,5.629615656,0.0,5.313865485,6.6428083739999995,4.455170933,4.760360228,4.9852519,0.0,6.602463907000001,4.906766206,5.7049519989999995,5.873658895,1.0
NBM_91F5,6.827267168,5.822090622999999,0.0,6.026414257999999,6.275281126,0.0,0.0,0.0,6.101105882000001,0.0,5.462855306,5.853784232000001,0.0,5.143497567,5.232808636000001,0.338438453,0.0,5.13239372,1.391447457,5.830980096,1.0
NBM_91D2,0.0,0.0,5.70041804,5.316320815,5.34795484,5.542474017000001,5.591410262999999,0.0,6.215812041,0.0,0.7323043140000001,0.367560805,5.535302862000001,6.073280564,4.873167681,5.269273299,7.009287735,5.763610001,0.0,5.768152502,1.0
NBM_91E3,6.47650603,5.048260382,0.0,0.0,0.0,4.012719764,6.376061797999999,5.29782093,5.183622449,6.154183397000001,5.506313681,5.234904265,0.0,4.02189639,4.2266255280000005,0.0,6.269694315,3.603034985,0.0,4.151372127,1.0
NBM_91D5,6.636819364,5.842445197000001,5.825187742000001,6.069700446000001,5.124481811,0.0,1.1441909909999999,5.303271538,0.0,1.59751341,5.7812271079999995,6.164994331,5.552613871,4.25763245,3.5097422789999997,5.231831726,6.46030821,0.0,5.45390606,5.629893416,1.0
NBM_91A5,6.902522415,5.3583269289999995,3.519634439,0.9761506409999999,5.928812082,5.882756744,6.448756329,5.904784202999999,5.387159333,6.243007906,4.234205179,6.172991637999999,5.98844972,4.707778608,6.108902942,0.0,5.807195075,6.685623787999999,0.429764672,5.461875305,1.0
NBMD5,6.9989906920000005,1.5171645519999999,0.0,5.231379409,5.020866035,4.53299282,5.6501961089999995,6.064980875,1.281607846,5.428374656,0.0,0.673947727,0.6111689570000001,6.160189162999999,4.745381581,6.3131998529999995,4.118590032,5.479369491,0.0,0.59520833,1.0
NBM_91C2,7.192906916,5.637235865,0.0,0.0,4.780673579,5.906571334,5.792079900000001,5.3588417239999995,5.456833152000001,6.195461381,6.50376735,6.196472679,5.921224356000001,5.154628956,5.676629556,5.261717205,0.34378324299999996,5.408435671,5.422301305,0.421100611,1.0
NBM_91G5,0.0,2.140869922,0.0,7.336231312000001,6.242021982000001,6.054910037999999,6.262249381,1.685934935,0.0,1.679218649,6.145197065,1.3970639999999999,0.0,6.71477487,5.676096744,1.59157043,7.45171496,5.594201003999999,0.0,0.0,1.0
NBMH2,6.493205766,4.667453603,5.852942919,4.823294626,0.0,0.0,0.21302579,4.802291016,6.122583342,0.0,4.8729432930000005,5.016201023,5.408642348,3.462814794,4.352350421000001,5.204862564,5.774153991,6.035649508,3.856515765,4.9438045,1.0
NBM_91C5,6.8418376929999996,5.948951526,5.705188382999999,4.76650656,5.425171731,5.787845446,6.5011339889999995,1.014746746,6.199897916,4.993923803,5.727006447999999,5.099464806,5.3159078410000005,4.588440418999999,5.653513200000001,5.802312718,6.68638364,5.631457703,2.878736084,2.22279311,1.0
NBM_91D1,6.793986102000001,4.4673717,0.264471764,0.0,6.125723006,5.255428697,5.986243558,4.938241229,5.283292994,0.0,4.758810969,5.402518196,6.710579641,0.304505232,4.569060482,0.295065659,6.33506806,5.527607419,5.79466677,5.304185518,1.0
NBM_91B2,0.0,0.0,2.320071466,0.0,0.0,0.0,0.9457433740000001,0.0,0.0,7.253660881,0.0,1.618811084,1.513990199,3.945109009,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NBMF2,0.0,5.756861959,0.912640296,0.0,5.74649608,6.473996805,4.09209828,3.5611605230000003,6.782320176,0.6638758339999999,0.0,6.366961187999999,6.878186265,4.160533084,4.354062187,4.551833209,6.841398817000001,6.074052213,3.555886221,5.7473618989999995,1.0
NBM_91A3,0.0,0.0,0.0,6.17993235,6.207253647999999,5.539905977999999,5.193253591,4.955761753,5.7086676370000005,6.253883393,5.210868005,5.436104998999999,5.017471509,4.938650653,4.7885714639999994,4.739348354,0.0,5.243392298,0.904069035,0.0,1.0
NBME3,6.818335292,0.0,1.589211248,0.0,5.498334355,5.688697455,6.847070846,5.314397808,6.935154498999999,5.809499284,0.0,5.926884514,6.177071121,0.0,4.759237705,5.410394064,2.520604833,5.952465557999999,4.754221445,5.417584025,1.0
NBM_91F2,0.0,1.414194402,0.0,0.8003577140000001,5.868648597999999,7.00749789,0.456403564,1.6669156280000001,6.266173864,0.0,6.623300675,6.266871197,6.208709831,6.862803492,6.8653354360000005,6.44501464,3.8270144939999997,7.701949761,7.137786814,6.910509296,1.0
NBM_91B4,6.291947917999999,6.352419679,5.796394339,5.264763264,0.0,4.3424889339999995,4.106198158,5.312122178,0.0,0.0,5.172110301,5.920226753,6.246110077000001,4.8238250780000005,1.8249144130000001,0.0,6.114479993,5.237429475,0.0,0.0,1.0
NBM_91E4,7.111122243,5.595792597000001,6.0657013289999995,2.341249263,5.993105872999999,6.666276797,5.327968896000001,0.0,6.602034177999999,6.527100292999999,0.0,6.039384792999999,6.003733241,0.0,4.74916768,0.0,6.876248617000001,4.6558464530000006,5.247103883,0.0,1.0
NBMA5,6.330852975,5.192053952,5.6157129029999995,4.7345593930000005,6.391657277,0.0,4.074927447,5.794699417,4.774437608,5.486228432000001,4.6339796269999995,6.387723752,5.9593131139999995,5.167183825,4.657384135,5.50116079,6.26400616,6.105957929,5.197478396,6.489334692000001,1.0
NBM_91A2,6.58949847,1.5921172140000002,0.202836657,5.986923303999999,6.173614005,6.399674586000001,6.437368113,5.824059862,6.001832943999999,5.123125905,4.777033037,3.852502641,5.63733799,5.76871793,6.071724477,5.493832955,6.816910937,5.340621748,5.629689781000001,5.895041749,1.0
NBM_91F3,0.0,6.018044902000001,0.0,4.804541456,6.331136945,5.777339882000001,5.667320007000001,6.182044641,6.022700161,5.926561445,6.518096243,6.50652941,5.149680257,5.434619379,7.000694372999999,4.557051846,6.074528272,4.680920171,6.040541542000001,5.51810899,1.0
NBM_91C3,6.695044442,0.0,0.0,5.401030043,5.45354679,5.541630704,0.734787932,2.840110441,1.562764609,5.735651967999999,4.889815812,4.510108333,5.2026074719999995,5.080378295,0.0,5.116571655,6.343946617,4.452721112,2.105800591,2.636814089,1.0
NBMB5,6.582454237,5.928070964,4.745841451,0.6798408990000001,5.708276565,5.408177515,0.0,5.366663092,5.675094939,4.975002562,0.0,6.627933474,5.970523131,4.9147012530000005,5.422868675,4.33174775,5.579437402999999,5.264056619,5.631129046,6.027031061000001,1.0
NBM_91A4,6.856910411,0.527174889,3.2870087110000004,0.0,0.0,0.0,0.363242629,4.761219828,6.6528448970000005,4.6994526510000005,5.931319437999999,0.139799537,5.6938249039999995,0.0,5.172103752,0.0,6.227589074,5.955071299999999,0.0,5.927711016,1.0
NBM_91G3,0.0,0.0,5.4599287620000005,5.2039977969999995,4.98820396,4.981697409,1.97129245,5.131668895,0.0,2.1502636369999997,1.6134383490000002,5.89401237,5.799818844,0.0,2.9824896969999997,5.760184692,6.593901327,6.885074311,0.0,5.353755718,1.0
NBM_91F4,6.975155665,5.481194489,0.0,6.331758845,5.768580552,6.306819462000001,6.341978049,5.866151312,5.4565183589999995,5.904315023,4.917536114,6.399901065,5.21402149,4.5860532460000005,5.328881954,5.670917992000001,6.318202969,6.03565529,4.790503443,6.178997817999999,1.0
NBMC5,6.917911448,5.61166164,4.543473959,5.389735245,6.292619004,5.45103675,6.163174375,5.742431541,5.599692716,4.886989045,5.767612397000001,5.868178534,6.132585966000001,5.343283958,6.720173487,5.370425533,6.947309989,6.097807601,4.719921117,0.0,1.0
NBM_91E2,6.751101961,6.274155486000001,0.311170286,5.340283103,6.17253208,6.833116586,6.042783643,7.05429487,6.0477572120000005,5.931168802,6.2549443689999995,6.592508164,5.353671041,5.887914423,5.020019961,3.976839085,4.342519022,6.50499749,5.230003824,6.384344717,1.0
NBMA3,0.0,5.115893664,0.0,4.335650546,6.478876499,6.018339472,6.050562792000001,4.710495207,5.070828152,4.6375500380000005,5.398355912,5.896856636,6.447721307,2.7175402660000003,6.80106519,5.527133931,5.924634662999999,5.742006312000001,4.474833775,4.004231996000001,1.0
NBM_91B3,6.144832022,6.388029982000001,4.721213654,3.2618405389999996,5.2025105069999995,4.018171117,6.392171225,5.282249003,5.617971913,5.144135574,5.80148244,6.387161861,5.981018447,5.436155125,5.8812345729999995,4.415861368,6.697138707000001,6.107000945,4.240575474,3.637108378,1.0
NBM_89D7,0.0,6.055051595,6.945796105,0.0,5.726130574,5.822168218,5.2502777830000005,5.495748142999999,4.223972075,4.765567325,5.041147493,4.7491726430000005,4.836105658,5.7356101310000005,5.212599888,2.38644485,6.579484141,5.7209837960000005,4.851727566,6.173554655,1.0
NBM_89H10,6.346748397000001,5.534734331,0.3454875,0.0,5.298645381,0.0,6.700209414,5.141032602,5.057827144,5.93117166,6.52023533,6.233869669,0.0,6.131250509,0.0,0.383796717,4.498597095,4.561775957,0.0,5.681483501000001,1.0
NBM89_NEWC3,0.0,0.0,0.0,0.0,5.5991226560000005,5.865741559,0.910482892,0.0,4.741559903,0.0,0.0,7.141804221,6.498630642999999,5.242045812,6.358713976000001,5.693902351,5.534611568,4.788830644,5.467708061000001,6.093602198999999,1.0
NBM89NEWH4,6.352227062000001,1.420267132,0.702734945,0.6876145,1.118906664,1.853345847,6.923359186,7.2988007239999995,5.844405505,6.9016951529999995,5.4850471160000005,6.973377885,4.784549465,4.817359262,6.316420621000001,6.010643866000001,7.163553318,5.12541726,5.314059738,0.48028523700000003,1.0
NBM_89F11,6.398367948,1.73370731,1.4383601480000001,0.939662542,2.014900829,6.561065084,7.141120034,1.628484075,6.461588544,7.186378313,1.353259059,1.3441066990000001,1.461079091,1.798105435,1.46884042,0.795013374,7.5707864339999995,6.374549911,5.405560101,1.43412588,1.0
NBM_89H7,6.707218517,0.0,6.326304587999999,0.0,0.0,5.055322705,6.05093453,0.0,6.830560339,1.7018312080000002,5.603489279,0.0,6.767166405,4.978840841,5.161836334,0.0,0.0,0.329756146,6.606739988999999,6.003655025,1.0
NBM_89F10,5.47294783,5.392806912,0.0,0.41822335200000005,5.396928523,5.418874971,6.041488227,0.0,5.207440007,0.37225327799999997,0.390639678,5.94368994,5.486308116,5.252056704,5.766881301000001,0.0,6.231499618,4.651333738,4.230473259,0.0,1.0
NBM_89A8,6.787930715,0.0,5.933095258,5.476272281,6.2077382189999994,5.962797058,0.0,5.438714129,5.688985754,5.827679397000001,0.0,6.86130085,5.561573155,0.25338793800000003,5.858358766,5.49841408,6.69600788,6.383702792,0.0,6.864912925,1.0
NBM_89H9,0.0,0.6723314970000001,0.365110785,0.0,0.848832464,5.362019822,6.266680807,0.0,0.531241038,0.7486279379999999,6.3355490979999995,0.0,0.0,5.0038090639999995,0.0,0.0,6.240661706,5.271086888999999,0.0,5.986548415,1.0
NBM_89F9,0.0,0.0,5.1605119969999995,0.0,2.646405367,1.8688952280000002,5.9269888239999995,0.0,0.308682943,5.310412698,3.72675529,4.63744318,0.301032912,3.03391161,0.0,0.229292112,3.787529137,2.1844131509999998,0.0,0.0,1.0
NBM_89A9,6.940979375,5.640530785,5.004396487,6.173621299,0.0,4.817056561,0.600102085,5.5593345560000005,5.753998942000001,5.793294088,0.0,6.044901361,6.43150607,5.796614162000001,4.920893253,0.0,4.390876551,4.6434201239999995,5.451542623,6.918917072,1.0
NBM_89C9,5.422772827999999,0.467709628,0.242225131,0.0,0.0,3.070847422,0.821159537,4.465167415,4.963839745,0.0,3.514212104,0.0,0.0,5.991539255,0.0,0.0,4.687235211,4.9639612060000005,4.805506158,0.0,1.0
NBM_89G9,0.0,0.0,5.255690746,0.0,5.429390735,0.0,7.042456766,0.0,4.8313686460000005,6.049140695,4.790999191,6.291182964,0.0,3.5483280739999996,0.0,6.003201171000001,0.0,0.0,0.0,0.0,1.0
NBM_89G11,0.0,0.485374097,0.252435447,0.0,3.71537765,3.6151827080000003,5.647767403,0.0,5.753500692,6.604750547999999,0.0,5.747534067,6.1705190960000005,2.902467152,4.583069425,5.507202507000001,5.013486107,5.086361618,4.426193576,5.420251974,1.0
NBM_89D8,7.199184438,0.0,0.0,0.0,0.0,3.166921915,6.108166422,0.39986202200000004,5.757002685,0.0,6.269912065,0.29283948,5.989296448999999,5.493785324,0.0,0.6283761529999999,0.600269429,6.5510047160000004,0.0,6.283125482000001,1.0
NBM_89B10,6.1433523779999994,5.501826416,0.0,5.351098507,5.760336278,4.601480752,6.01899533,0.470988939,5.421677067999999,5.7782179760000005,0.0,0.34806547200000004,0.0,0.0,4.351803019,0.42858715700000005,5.781109097000001,5.758140817,5.649610849,0.618688821,1.0
NBM_89C8,0.0,0.0,4.2248675989999995,5.203514021,5.230006872,5.017336708,6.056269244,5.621937443999999,5.428738762999999,0.0,5.881767805,6.010858788999999,0.855203468,4.4587303810000005,0.0,0.6890553690000001,6.098223178,5.403167373,4.9045149939999995,0.0,1.0
NBM_89E11,7.27774356,0.0,0.0,6.5148853529999995,4.9606346189999995,6.352763537,6.215962133,5.918194988,0.377486049,6.126816023,0.0,0.0,0.0,4.844899941,0.0,0.0,5.125328557,0.0,5.167844057,0.0,1.0
