gene,BC01_02,BC01_03,BC01_04,BC01_05,BC01_06,BC01_08,BC01_10,BC01_12,BC01_33,BC01_34,BC01_53,BC01_55,BC01_57,BC01_66,BC01_69,BC01_70,BC01_72,BC01_77,BC01_87,BC01_95,BC04_01,BC04_02,BC04_07,BC04_09,BC04_11,BC04_13,BC04_14,BC04_16,BC04_20,BC04_22,BC04_23,BC04_24,BC04_27,BC04_28,BC04_29,BC04_30,BC04_31,BC04_32,BC04_33,BC04_36,BC04_37,BC04_39,BC04_40,BC04_41,BC04_45,BC04_49,BC04_53,BC04_54,BC04_56,BC04_58,BC04_59,BC04_60,BC04_61,BC04_63,BC04_64,BC04_69,BC04_71,BC04_77,BC04_78,BC04_82,BC04_85,BC04_86,BC04_88,BC04_90,BC04_91,BC04_92,BC04_93,BC07_01,BC07_06,BC07_08,BC07_12,BC07_15,BC07_18,BC07_20,BC07_24,BC07_27,BC07_31,BC07_35,BC07_36,BC07_38,BC07_39,BC07_43,BC07_57,BC07_59,BC07_65,BC07_66,BC07_67,BC07_72,BC07_73,BC07_75,BC07_78,BC07_87,BC07_89,BC07LN_02,BC07LN_06,BC07LN_13,BC07LN_15,BC07LN_23,BC07LN_26,BC07LN_29,BC07LN_30,BC07LN_31,BC07LN_34,BC07LN_35,BC07LN_36,BC07LN_40,BC07LN_41,BC07LN_42,BC07LN_51,BC07LN_52,BC07LN_57,BC07LN_60,BC07LN_73,BC07LN_75,BC07LN_79,BC07LN_82,BC07LN_86,BC07LN_91,BC07LN_95,BC03_09,BC03_11,BC03_13,BC03_16,BC03_17,BC03_19,BC03_20,BC03_21,BC03_23,BC03_26,BC03_29,BC03_35,BC03_37,BC03_41,BC03_43,BC03LN_05,BC03LN_19,BC03LN_23,BC03LN_25,BC03LN_28,BC03LN_35,BC03LN_47,BC03LN_57,BC03LN_61,BC03LN_89,BC08_06,BC08_08,BC08_22,BC08_24,BC08_27,BC08_33,BC08_36,BC08_48,BC08_51,BC08_56,BC08_59,BC08_70,BC08_73,BC08_94,BC08_95,BC10_09,BC10_16,BC10_47,BC10_54,BC10_58,BC10_69,BC10_73,BC10_80,BC10_81,BC10_85,BC10_95,BC02_02,BC02_08,BC02_09,BC02_10,BC02_11,BC02_12,BC02_13,BC02_14,BC02_15,BC02_18,BC02_19,BC02_22,BC02_24,BC02_25,BC02_26,BC02_28,BC02_31,BC02_34,BC02_44,BC02_47,BC02_50,BC02_51,BC02_53,BC02_54,BC02_55,BC02_58,BC02_59,BC02_60,BC02_61,BC02_62,BC02_63,BC02_64,BC02_66,BC02_67,BC02_68,BC02_70,BC02_71,BC02_73,BC02_74,BC02_75,BC02_76,BC02_79,BC02_81,BC02_82,BC02_83,BC02_86,BC02_88,BC02_89,BC02_90,BC02_93,BC02_94,BC02_95,BC02_96,BC05_01,BC05_02,BC05_04,BC05_07,BC05_08,BC05_09,BC05_12,BC05_13,BC05_16,BC05_17,BC05_18,BC05_20,BC05_21,BC05_22,BC05_23,BC05_25,BC05_26,BC05_27,BC05_28,BC05_29,BC05_30,BC05_31,BC05_32,BC05_33,BC05_34,BC05_35,BC05_36,BC05_37,BC05_38,BC05_39,BC05_41,BC05_42,BC05_43,BC05_44,BC05_45,BC05_46,BC05_47,BC05_48,BC05_49,BC05_50,BC05_52,BC05_53,BC05_55,BC05_57,BC05_59,BC05_60,BC05_61,BC05_62,BC05_63,BC05_64,BC05_68,BC05_69,BC05_70,BC05_71,BC05_72,BC05_73,BC05_75,BC05_77,BC05_78,BC05_79,BC05_80,BC05_81,BC05_83,BC05_84,BC05_85,BC05_86,BC05_87,BC05_88,BC05_90,BC05_91,BC05_92,BC05_93,BC05_94,BC05_95,BC05_96,BC11_01,BC11_04,BC11_07,BC11_28,BC11_43,BC11_56,BC11_69,BC11_70,BC11_78,BC11_81,BC11_88,BC06_10,BC06_23,BC06_27,BC06_28,BC06_32,BC06_39,BC06_60,BC06_74
C18orf32,5.358141668,4.79892612,4.607766812,3.504355474,3.857989117,3.368329778,6.027531253,5.003610679,3.150596984,4.851014123,4.829433111,4.266475482,4.639958011,1.916922612,5.11913089,4.523417684,3.741234684,3.737669618,5.595380301,4.926383742,5.285637313,0.530628251,4.044804117,3.251536607,5.712477893,1.355835154,0,0.470003629,4.479720335,0,0.920282753,4.848273215,2.112634509,0.732367894,0.559615788,0.285178942,2.679650727,4.071246511,1.743968805,4.053696164,5.081093758,2.12704052,2.136530509,3.560761951,1.378766095,3.616577542,3.632044517,4.060615409,1.427916036,3.748797944,0,4.875731532,4.183728123,5.45996842,3.093766014,5.802057951,4.401584134,0,0,4.622125627,2.372111156,0,0,4.015120963,0.698134722,0,3.303584553,4.977216385,5.396759002,3.495294705,2.17702187,2.357073278,0.727548607,1.264126727,0,4.975560641,5.162841227,2.678278043,4.824626949,4.096508885,5.089877682,4.335197047,1.991975516,1.342864803,4.719658912,5.473866039,4.833341079,0,0,4.91294896,4.422688616,4.782144136,3.058237479,4.922241143,5.443456132,5.584398158,4.889973118,6.006944118,5.262068234,5.769226835,4.63356326,3.978933711,3.256556892,2.701361213,4.981686972,4.768648655,4.773730828,3.205182498,3.77505715,1.363537374,2.968361077,5.121222129,4.577798989,3.694364384,3.369018483,3.53834722,0.854415328,5.904980304,4.320284201,5.213249554,5.748468992,5.878379832,5.446995959,4.525477417,4.348081979,4.905941223,5.645376224,5.568840564,5.133206846,5.595083058,5.139556074,5.868307723,4.291828367,4.589447226,4.071417058,4.573369873,4.755140713,5.43153621,4.677211739,2.656054906,2.758743315,4.267176793,4.606569207,5.485253261,0,0,0,0,2.796671393,4.800654729,4.022848561,0.620576488,2.493205453,1.553925203,3.846310462,0,2.900322089,0,3.27752202,0,0,5.110963167,4.381776603,2.935982269,0,5.273512248,2.629728234,1.795087259,0.993251773,0,3.476923092,1.644805056,5.030895333,3.738621546,3.131136911,4.712947778,2.953346557,1.247032294,1.768149604,3.393837027,3.757238792,0,5.898663716,3.575990672,4.362078997,3.710885534,4.499698553,5.342477782,3.3891248,6.351287032,0,4.296604903,6.168501331,5.123725856,4.126004715,5.020057433,0,2.734367509,3.39316521,5.340945729,5.973529674,4.317221411,2.299580584,4.689419418,5.028278729,6.516917666,5.923212473,0.947789399,0,0,0,0,5.281425499,0,3.198264871,0,0.879626748,1.463255402,4.700298531,5.884102029,3.637059705,2.424802726,6.358743074,4.315352501,4.80213402,2.966303463,5.33945931,4.478812997,4.017463518,3.870784257,5.239310186,5.256818059,2.789937361,3.906608373,3.68210657,3.942358205,4.434144589,3.404857342,2.720637317,2.346601978,4.741011409,5.280204311,0,1.809926773,2.288486169,5.165871099,5.281679725,0,3.721346644,3.350956165,4.06988109,1.660131027,2.549445171,1.181727195,3.796836596,0,5.204391229,3.493472658,2.721953106,4.740662155,4.238589196,0,2.283402274,4.989002994,4.960744524,3.184698373,5.564558721,1.043804052,0,4.320284201,5.409545633,3.785552341,4.671519567,0,1.111857515,2.409644165,5.691777368,3.882594195,3.785552341,0,0,1.835776355,5.054779763,4.650430317,3.931629535,3.778491613,0,3.825593277,4.178226046,0,0.524728529,3.517794529,1.791759469,3.416085994,4.868533951,4.86306293,2.737609003,0,4.511738241,1.635105659,5.2330319,4.045854353,0,2.787477335,3.883829271,3.702042441,2.570319528,0,6.274215733,4.585885425,1.950186706,5.357152152,3.800420829,5.120147181,4.345103281,4.677490848,5.669674005
ARHGAP12,0.113328685,0.75612198,4.547964712,0.270027137,2.626840146,2.338917022,1.029619417,0,3.092858984,0,0,0,0.3074847,0,0,0.760805829,0,5.095772694,0,2.805176912,3.360375387,4.877332447,0.412109651,2.162172939,2.311544834,4.448867192,0,1.953027617,4.465333241,0.58221562,3.317090872,4.534533106,2.797890905,0,2.013568798,1.08180517,5.462517382,4.622223941,1.078409581,1.72455072,2.345644582,1.358409158,2.039920784,1.050821625,3.386422096,3.593469269,2.193885676,2.520917087,2.880882432,2.364620484,2.581730834,2.264883226,2.375835555,1.00063188,3.813748436,5.776506156,3.379292546,0,0.488580015,2.517696473,4.276804998,0,1.348073148,2.958030406,0.850150929,2.71866038,2.524928324,0.058268908,1.998773639,0,4.29292216,4.309455942,2.880882432,4.41255584,2.2782924,3.072693315,3.807550984,0,4.703475875,1.181727195,4.854215375,3.710640946,2.107786015,3.301745303,5.210414683,4.216709677,4.295923936,0,0.357674444,4.641212777,0,4.817454994,0.19062036,0,2.91939104,0,0,4.345881188,4.947269418,3.318902139,2.570319528,3.42165339,0,2.593761055,5.686500667,4.890649835,4.804266916,3.441699325,4.705377446,0,1.226712291,3.533978493,2.808800104,2.986691529,0,1.470175845,1.786746927,3.983226764,2.463001814,4.817859279,5.651190091,4.862676516,1.726331664,1.283707772,0,4.648038086,5.41035057,4.159664028,5.382382742,2.834976495,0,5.220734132,3.784189634,4.767544105,3.115735066,0,0.19062036,4.693455751,4.863140194,4.52276636,3.484005493,3.047850228,0,0.21511138,0.231111721,5.490259167,0,3.932805545,0,0.815364813,1.719188776,4.367293635,3.430756184,4.821409961,2.708050201,5.257130722,0,3.791210385,3.306153833,0,0.385262401,5.015954456,0,3.11927646,0,0,0.122217633,2.932259851,0.157003749,0,0,0,3.547891761,0.157003749,0,0,0,1.62924054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.724285667,3.75044481,0,1.710187816,2.583997552,1.00063188,0,0,0,4.843241758,4.80729437,4.910004317,3.212857753,0,0,2.645465326,0,0,0,0.553885113,0,0,0.076961041,0,3.84865713,5.568497164,0,0,0,3.398861322,3.21164978,2.2300144,0,5.193567775,0,4.798431683,0,2.295560478,0.223143551,0,4.006241681,3.84310156,2.131796772,3.967079211,1.621366483,4.92180408,3.221272949,0,2.005525859,0,0,0,0.615185639,1.958685341,0.524728529,4.603568905,0,4.737863728,1.353254507,2.864483987,1.011600912,4.864144094,0,1.609437912,4.558392994,5.323790163,0,0,3.575990672,3.828858764,0,0,0,2.734367509,0.678033543,5.051841215,3.058237479,3.733613785,4.234686047,4.957304838,0,2.521720623,0.254642218,3.436242723,0.444685821,0,4.750049447,0,0,0,4.25830412,5.046517106,4.603969465,3.883006056,2.85819286,5.230252636,0,2.457877977,0.717839793,0,4.274858931,3.897315377,0,0,0,5.710791189,0,0,0,0,0,0,0,0,0,2.750470917,0.940007258,0,0,1.061256502,3.667144962,1.790091412,2.968361077
C12orf57,0,5.082769892,5.516006067,3.52459426,4.371723742,4.525693984,6.199880173,5.349628161,5.603188359,3.574029612,3.730021397,4.734442522,4.758920786,2.685804592,5.374213026,3.347444926,4.362843815,4.402564286,5.016484819,5.542752632,2.4176979,0,4.203796696,5.2265528,3.8495091,4.787658396,0,0,4.386392092,0,3.537184091,5.124023501,3.586292865,0,3.917209532,3.07130346,5.440511132,5.357152152,5.035002651,2.275213896,3.855240991,5.354272279,2.706048198,2.054123734,1.728109442,3.599501643,5.55621011,0,4.33781348,4.494685453,0,5.398841204,0,4.097506226,5.601158951,1.217875709,5.241111893,0,4.566429358,5.036822724,4.283172683,3.005187432,0,3.703768067,5.189394959,0,3.056827373,5.458776676,5.113612973,3.748562456,4.636862633,4.989684007,4.845052853,4.108247467,0,0,4.791400759,4.741971227,5.274639239,5.891671836,3.286908235,1.415853163,5.648692508,4.980382251,3.942940108,4.348728349,4.199154927,0,4.844108343,4.897615894,5.303205401,0.797507196,1.545432582,3.673258073,4.829113417,6.410158434,4.793473814,5.38788381,2.024193067,4.494573765,4.188290175,5.508578292,6.262483559,5.189116152,4.86437562,1.903598951,5.489474772,4.327834406,4.313480092,5.78317882,6.043131522,5.588109711,6.658652688,5.299216962,4.305550476,5.301312876,6.046094768,4.485823428,3.121042465,5.909332158,4.315085229,3.424262655,3.614425268,5.607234863,5.745787769,4.485034385,4.716979861,4.314015424,4.511079263,5.032592461,4.48739965,5.742650562,5.085804608,4.395312979,4.34315586,4.651099118,5.963759276,5.393172898,5.106733042,3.844814256,5.508132488,5.469283022,5.742650562,4.661077818,0,1.280933845,6.072791046,5.815800778,3.414771502,5.803838949,6.069351086,6.376012407,4.113166316,6.644011063,5.864170803,4.465563232,5.992364142,5.403577877,6.736029389,0,5.663515881,0,0.970778917,4.385271365,3.012097628,0,0,0.737164066,4.861361591,5.406274508,5.111324918,3.988428337,5.941013004,5.278369729,5.259784417,5.714854289,5.191400084,3.703521731,0.482426149,4.68203863,2.820783471,6.438583304,4.425804257,0,5.562602861,3.837299459,5.54993175,6.25159555,3.61845699,0,3.17262244,5.327487744,0,5.888351504,5.244811099,6.690817432,0,3.69858223,5.50861881,4.21242385,4.844501997,3.436886224,6.366539174,5.475207533,4.876189198,5.626397344,5.93729871,5.102119984,5.658541006,3.980242244,6.655079925,0,5.84209409,4.222151267,2.351375257,0,5.903070396,5.638959469,3.520164901,5.824878535,0,1.098612289,5.447814378,5.782532039,4.464988155,3.670715483,2.930660277,2.659559992,1.896119485,6.391481508,4.65519768,0,0,1.78339122,4.168678699,2.90690106,3.298056623,5.268115858,5.162554916,4.462223177,4.978800571,3.546163152,5.191177491,5.381278887,5.113913644,4.864144094,4.268997904,3.713084143,0,3.292497965,3.871409323,4.292648824,1.061256502,0,4.229312423,4.189048498,5.141546591,4.174848702,1.373715579,4.551980357,4.352082758,4.949893999,2.76757618,4.80073697,1.91102289,4.657572865,4.712768197,4.604870141,4.588024027,5.182401337,0,4.607267984,4.539350845,0,3.889572877,2.808800104,4.729686061,4.300274133,0,4.745975063,4.707365698,3.096934154,5.680240866,0,4.206184044,3.731220295,4.070393341,3.015534901,4.75350398,4.20573685,4.22697972,3.625407031,3.357245494,1.166270937,1.423108334,4.17115127,5.468903667,4.791151704,5.016551095,1.91102289,5.841310039,4.795955821,6.680202019,4.009875406,5.267239411,5.691743631,5.525930913,3.803100598,5.130431118,0,3.561330133,0,4.654055584,4.351567427,0.457424847,3.187178738,5.748054511
MRPS28,4.052306551,4.29674104,5.256870177,5.090370262,4.831109825,4.666171208,4.997144704,5.025917918,4.011506284,5.615242657,5.121818823,4.93050925,3.922369297,5.240370407,4.821409961,4.505128832,4.032646448,4.700571271,5.11913089,4.403910428,1.909542505,2.742129515,2.098017927,4.395806258,4.412313327,3.654546775,0,0,1.950186706,2.78192005,4.910446567,1.874874376,0,0.810930216,4.020518602,0,0,3.641787847,4.592388852,2.634044788,5.237239517,3.922765102,0,4.835090722,1.199964783,2.502255288,1.011600912,3.869324251,0,2.144761008,5.197612662,5.287610249,2.360854001,0,3.104586678,4.180675152,4.129228964,1.358409158,1.599387577,3.509752788,4.176385273,0,1.921324674,5.499256208,0,0,1.85629799,2.781300663,0,3.803992261,0,3.148453361,2.710713319,0,0,4.078384543,3.572907278,4.070734697,2.86105737,2.217027205,1.463255402,4.532599493,0,0,4.958780439,2.813010637,0,0,0,5.02906443,0,0,2.288486169,2.950734908,3.348850901,2.385086315,3.231594597,2.69597762,2.281361457,3.612808017,2.636912173,4.79388791,1.297463147,4.773984259,1.291983682,3.607940512,4.42256859,3.607126952,2.775085602,4.59844764,4.11968737,0,0,0,3.040705639,5.075861079,1.137833002,4.265773678,3.760502198,4.092676505,1.870262531,4.886733577,4.227125673,3.306520335,0,0,2.194999882,0,5.10891077,4.811696431,0,0,3.955274047,2.33408376,3.115735066,3.668166413,2.297572551,0,4.112675519,2.496505786,0,4.326249619,0,3.893044039,0,4.146778872,4.307707102,3.337902531,4.017823424,0,1.01523068,4.320683004,4.334935027,1.826160896,4.306090069,0,1.761300262,1.91839212,3.914021008,5.092706712,1.235471471,3.854182006,0,3.098740024,3.800867956,0,0,2.111424588,5.788705562,4.291691558,0,0,5.141780509,0,4.685551298,0,2.000127735,0,4.546905278,3.513334882,0,0,0,0,4.183118274,4.512725896,4.48863637,0,3.808438689,0,0,0,0,3.514526067,4.666077121,2.358965426,2.869601996,4.453649378,2.780060737,0,3.05305734,0,4.290596418,0,1.814824742,0,5.038704314,4.749962931,4.643717596,0,0,0,4.398514952,1.418277407,0,0,1.720979287,0,3.597860056,5.572420156,0,0,0,1.811562097,3.309082093,0,2.520917087,4.404399486,4.622420539,0,3.634423268,4.244487221,2.196112848,3.002707887,2.596000697,0,4.64554408,5.041681663,1.497388409,0,4.470037512,0,3.49286457,4.817131448,4.103634609,0,3.610106773,3.701301974,3.602504238,3.743841012,2.279316466,2.742129515,3.19047635,3.26308408,3.846310462,3.143289838,0,4.340553386,3.856933039,4.923332966,0,3.152308581,3.726416058,4.273048472,2.512035317,3.485844856,3.278653029,3.365570204,4.497473611,3.528123675,4.606069781,4.016563185,3.297317251,0,2.924773185,3.410817625,0,1.921324674,5.413162758,2.45530618,1.223775432,3.770920164,5.158882871,1.521698998,1.549687908,4.489085707,4.64602418,4.979626107,2.821973947,2.256541154,3.392829132,4.084462562,4.429387206,2.889816048,0,1.740466175,2.362739016,0,3.128075461,0,0,0,5.172470657,0,3.668676747,3.866188469,0,0.58221562,0,0,4.104294893,3.799078246,4.630545492,4.825991042,0.587786665,3.543564623,3.39618484
DNAJC16,3.659708077,2.284421122,4.729332829,4.513602992,4.916837304,1.912501087,4.534425781,0,4.846860675,5.131554149,4.274858931,5.315125318,5.712444848,0,4.601764393,4.455277096,2.598235335,4.188593573,4.78423645,5.009167551,4.513931706,0.086177696,5.010701959,3.616577542,0,0,0.431782416,0,2.079441542,0,4.354526961,2.794227897,5.10266738,1.40854497,0,0,2.16676537,0.086177696,0,0.783901544,0.3074847,2.862200881,0,0,0,0.262364264,2.985681938,2.295560478,5.461031277,4.873898771,0,5.251854492,0,1.047318994,2.893699548,0,4.043928076,0.139761942,3.754667195,0.542324291,0,0,1.969905655,0.2390169,0,0,4.407450687,1.504077397,5.761957039,1.481604541,0,1.071583616,5.614878399,0,0,5.313452254,3.963666239,1.403642999,0.262364264,3.636269504,5.146447417,5.121878473,0.104360015,0.3074847,0.09531018,2.92905814,1.029619417,1.075002423,0,0.131028262,0,0.148420005,0.104360015,1.688249093,1.908059925,6.26387434,5.279949709,0,5.942851867,0,0,0,2.251291799,0,0.806475866,1.386294361,0.824175443,0,0,0,5.720803459,5.093566135,1.650579856,2.181546765,5.385412073,0.067658648,5.694539893,6.028254424,0.732367894,0,0,0.067658648,0,0.067658648,4.988389685,5.072608026,4.591375475,0,4.717873676,0,4.598346961,0.21511138,0,1.026041596,4.720015578,5.5232593,4.515354882,0,0,0,0,0.09531018,0,0.139761942,0,5.891119212,0,0.412109651,3.233961462,0,0,4.602366259,0.712949808,0,0,0,0.113328685,0,0,0,5.388889065,0,5.862067454,4.50158587,5.225692909,5.362652742,0.989541194,0,0,5.097607781,0,0,6.360196512,0.97455964,0,6.417320345,0,0,5.988209254,0,1.957273908,0,0,0,0,4.726236714,0,5.617716106,4.747277203,0,0,0,0,4.662495253,0,6.147014248,0,0,0,0,0,0,0,4.678978113,0,0.048790164,0,0.19062036,0,5.317237251,0,0,0,5.608848891,6.896734776,2.72719902,5.741142483,1.504077397,0,0.231111721,0,0,0,5.028671657,4.398391989,1.497388409,2.419478844,4.945705585,4.955193054,2.43798973,5.734052998,6.098478695,5.142014372,5.388386564,5.849411232,5.480472243,1.178654996,5.440077312,5.821772896,2.878636502,1.393766376,4.728095533,4.714114273,4.797277044,5.949678546,0.357674444,5.631928371,5.043425117,5.198110216,4.277360322,5.401776075,5.281222071,1.075002423,5.684259808,4.971409248,0,2.943385793,6.020489226,5.066826574,3.335413641,5.893686324,5.340370603,5.91334083,5.578105867,5.91719887,5.591919382,3.559340083,6.044412721,5.484464928,5.796756595,5.40222683,5.145574029,5.970368584,5.344389555,5.283558996,4.851874002,0.139761942,4.403910428,0,5.369334854,5.208173817,5.143007682,5.674868464,5.629274422,1.406096988,4.743975149,5.249652195,5.483842121,3.878052486,6.000102136,4.948688966,5.66230054,5.268476525,4.742320024,0,0.385262401,4.676467068,0.385262401,0,0,5.94429432,0,0.774727168,5.718309774,0,5.840525372,0.667829373,0,0,0,5.567962752,5.001998101,1.58514522,2.060513532,4.930075786,4.397407737,0.277631737
MAGOHB,3.384051223,3.414442608,5.618805391,4.76873357,4.712947778,4.346269915,5.808472766,4.038831852,5.39734789,2.635479508,4.202451304,4.39172941,4.000400116,4.353755753,0,0,0,2.323367632,0,3.218475745,5.565860505,0,5.415922609,4.379022126,1.623340818,6.292439131,3.565298392,0,5.458137658,0,5.144233351,5.305938254,4.781305984,2.997730276,3.090132949,4.48863637,2.823757009,6.018617545,5.376989905,3.609565647,5.501584688,5.177843213,4.812265653,4.141069102,3.586846729,5.706777984,5.772530872,0,0,2.217027205,3.157425863,5.167126091,3.005187432,5.573863597,5.852058791,0,4.909488112,0,6.600686493,4.464527856,4.661455997,0,1.061256502,1.876406943,3.319625728,3.373140784,4.577696209,4.56017282,0,4.847096237,0,2.442347035,0,0,0,5.154793356,3.468544455,5.494706181,4.652530757,2.505525937,0,0,0.722705983,0,3.598681186,4.364117214,3.80999028,0,0,3.920982747,0,3.759337918,0,0,4.604269781,4.491441421,5.629023008,0,3.587400285,4.545526333,0,4.430459592,1.962907725,2.97603964,4.573576314,3.340385242,3.752558231,0,0,4.826472042,3.684871433,0,5.087411133,3.749268754,4.249637447,5.56773363,3.343921314,2.098017927,5.669984366,5.142131283,1.534714366,3.511545439,2.546315278,3.164208424,3.443618098,3.130700134,5.236229174,0,4.637830968,2.585505848,0,5.521900821,3.058237479,4.512945242,3.636269504,4.178532513,4.674323045,3.60359386,5.015158383,0,5.255827315,5.323302619,2.116255515,0,1.269760545,0,4.728007096,5.626721429,5.564328818,4.092676505,1.894616855,5.276429567,6.061480229,4.980107356,0,0,5.043489631,4.391481793,4.516229677,5.05305601,0,5.318169012,0,5.248338997,0,2.641910399,0.500775288,3.503453082,5.541498812,0,0,0,0,5.748851438,0,5.394309132,0,0,2.22028985,0,0,4.342375829,0,0,0,5.086422807,0,1.695615609,0,0,0,0,0.806475866,3.594294012,5.298367365,0,0,3.481855285,2.589266665,0,0,5.620002236,0,1.340250423,0,0,0,0,0,0,0.854415328,0,0,4.56100929,0,0.920282753,0,1.00063188,1.232560261,5.34863018,5.965992881,0,4.059753117,2.84549061,4.065087381,0,5.743836174,2.101692151,4.85833845,3.714303506,4.498252904,2.769458829,0,5.438340144,3.727138166,4.825028346,4.26941769,4.214199524,5.749170031,0,5.328604059,3.783052624,3.618993327,3.393501175,5.089508087,0,5.229931454,5.109877129,3.788951008,2.709382646,4.7061913,5.770630826,0,4.389622711,3.585738695,3.231199575,3.959669659,4.725084283,4.237289838,4.564244019,0,4.108904714,4.133084391,0,5.027689049,5.440337627,4.906607224,5.275662676,4.104129863,5.201310749,0,3.809547214,3.692871475,1.865629318,3.986202404,4.23902194,0,5.072294674,3.140265424,0,2.416806237,2.667228207,3.565015467,0,0,4.182050143,2.951257783,0,3.559340083,4.331653969,4.396545721,4.754107299,3.758405517,4.168833414,0,4.632785353,3.935934825,4.871909481,0.587786665,0,4.69856945,0,2.247072383,1.156881197,5.558756703,5.372125294,5.159572407,3.777576909,5.144000006,3.647536491,4.657477966,4.612741451,3.560193446,2.608598122,0,0.444685821,4.510639702
RAB18,5.204391229,4.905571031,5.258172226,4.368434681,6.047041155,3.853121898,5.47495614,4.558183395,5.364994225,4.640344261,5.784286614,5.462262778,4.484357566,4.920418786,5.627693054,5.327779077,5.340754057,5.273870974,5.932589956,6.151987736,4.634437684,1.406096988,5.365835818,5.436904706,1.202972304,5.26971211,0.048790164,4.288265255,4.163404098,0.615185639,4.884315927,6.378884483,5.916121197,4.134526352,5.107701507,1.342864803,4.819071156,4.702206148,3.944877342,2.086913557,6.059426888,4.811696431,3.508855256,1.432700734,3.239462458,5.544200405,5.611009075,4.720639436,4.934401988,5.644916722,3.426215145,5.234471938,6.043606232,6.439142682,4.533351898,4.627127353,4.332311042,4.151669629,5.762742967,4.981137823,5.032201072,5.677883301,4.604670061,4.904978438,1.286474026,2.197224577,6.499787041,3.546163152,5.187329938,5.603004038,5.344962374,4.848586842,6.462217895,2.733717948,6.150837283,3.944490196,3.125882958,4.362078997,5.7328881,4.95505211,5.062911439,4.941285216,5.549698459,0.936093359,2.413231613,1.517322624,5.341999268,3.026261479,0.343589704,2.416806237,6.338329025,5.538436022,4.106931678,4.445705411,5.478553417,4.487512143,4.933034048,4.80262663,5.962885015,4.47642731,0.412109651,4.760291823,5.626253272,0,5.259316629,6.239456796,7.020753553,5.916013366,6.385666463,1.205970807,3.3304172,3.210036876,5.165300127,6.23138655,5.104247063,5.645446898,5.867119403,6.578751087,2.484072969,5.5627564,6.17257704,6.702292006,4.943497843,4.642176912,4.631714741,6.192771404,5.2088302,3.008648499,5.415077657,5.799425932,4.874891933,6.74654138,5.640594153,4.779207523,4.773899789,3.472587378,5.15282906,4.857095539,5.477634414,5.382934212,2.665838352,3.460095023,6.143498703,5.714029791,0.717839793,3.233961462,6.233586857,4.93533687,1.54329811,0,0.828551818,2.646883766,0.727548607,4.776936229,5.924229059,0.076961041,2.882563575,6.176698525,3.99249639,3.332918541,6.26004025,2.008214032,0,0.223143551,3.901366425,6.176968535,6.319418463,3.933588783,0.19062036,0,4.949256221,2.358965426,1.733423892,6.067105273,0,0,5.060060177,0.530628251,0.91228271,2.731766728,2.3580198,1.93441577,0,1.859418118,6.055542024,1.913977102,4.556400022,0,4.4959132,4.396422515,1.570697084,5.110420295,0,4.81688872,3.777576909,0,6.387737537,2.914522218,6.412310757,0,6.331911019,3.947583181,6.179768176,5.377313373,1.376244025,3.825375199,2.876948738,6.384030146,5.145574029,5.36152688,2.463001814,0,4.354783898,5.007965066,4.304740541,0,1.255616037,0,0.904218151,0,0,0,4.568506202,5.10878991,6.575535986,3.764218811,4.924496264,5.439990525,5.909359297,2.992727765,6.103609496,6.003022496,5.515241618,0,5.471766345,4.350277936,6.323049862,6.526626622,4.426641427,5.950356053,6.747750833,4.472552661,4.841979928,5.450695047,5.634575294,4.638701669,5.868675251,4.476995847,6.152796522,5.399293284,5.402001478,6.385649607,2.981633349,5.124915907,5.235643772,4.904756125,4.671332388,6.715468231,4.89192683,5.658924569,4.784988613,4.988321516,6.242106527,6.50935019,5.789929589,4.427477898,2.335052283,4.472895147,5.59575173,5.866666338,6.086411024,4.458177162,6.193466175,5.601971209,4.198103797,5.673495074,6.610157542,4.939998214,0,4.258445573,5.463068802,5.644881367,3.159550359,5.304547916,6.814070777,6.323623925,4.479720335,6.806375718,5.209923216,6.009107982,4.705015521,4.943569137,4.366024277,3.425564738,3.390473418,5.477383631,5.379528622,5.987305912,3.696599577,0,5.525014596,0,4.170842533,2.747270914,5.840816061,4.562680134,4.257738109,0,1.998773639,1.615419984,4.873669439,4.468204331,5.430791951,6.231189858,5.688567309,6.289734124,5.317090052
