,MGP,SCGB2A2,PIP,MUCL1,GSTP1,HLA-DRA,CD74,APOD,TFF3,IFITM2,LDHB,SLPI,PPP1R1B,RN7SL56P,PPP1R14C,S100P,TFF1,AGR2,SEPP1,TM4SF1,group
BC01_53,0.0,0.0,0.0,0.0,0.0,0.343589704,1.220829921,0.0,0.0,0.0,7.119174367,5.426006728,0.0,0.0,0.0,0.0,7.03325072,0.0,6.325898995,3.338257582,0.0
BC01_55,0.0,0.0,0.0,0.0,1.3029127520000001,0.0,0.837247525,0.0,4.146778872,0.0,6.690382543999999,4.702750514,0.0,0.0,0.0,0.0,6.307278433,3.448398983,3.19703913,1.026041596,0.0
BC01_57,0.0,0.0,0.0,4.469121342,0.0,1.497388409,1.678963975,0.0,6.972521899,5.2833560010000005,6.662787809,0.0,0.0,0.0,0.0,0.0,9.854095607,3.798854307,6.239924906000001,8.368939093,0.0
BC01_66,0.0,0.0,0.0,0.0,1.2412685890000001,0.0,0.0,0.0,0.0,0.0,7.620072534,4.561740628,0.0,4.734178867,0.0,0.0,0.0,1.040276712,5.281628885,0.0,0.0
BC01_69,0.0,0.0,0.0,0.0,0.0,0.0,0.39204208799999996,0.0,0.0,0.0,6.990238084,0.0,0.0,5.191678256,0.0,0.0,0.88376754,3.496507561,3.933980173,0.463734016,0.0
BC01_70,0.0,0.0,0.0,0.0,1.0715836159999999,0.0,0.0,0.0,8.539398812,4.559440334,7.009977877000001,2.066862759,0.0,0.0,0.0,0.0,9.399211268,7.868139447999999,5.891809943999999,6.8876444039999996,0.0
BC01_72,0.0,0.0,0.0,2.6720775409999997,0.797507196,0.0,0.0,0.0,0.0,0.722705983,7.172455275,4.940355881,0.0,0.0,0.207014169,0.0,2.5225235130000003,0.0,4.444884056,1.345472367,0.0
BC01_77,0.0,0.0,0.0,0.0,0.732367894,0.0,3.4229588730000002,0.0,0.0,4.411342689,6.958400864,4.788074906,0.0,0.0,0.182321557,0.0,5.823134649,3.203559121,6.312968167999999,0.678033543,0.0
BC01_87,0.0,0.0,0.0,0.0,0.620576488,0.0,0.6729444729999999,0.0,0.0,1.004301609,6.873184537999999,2.193885676,0.0,0.0,0.0,0.463734016,4.492449316,2.894253105,6.063971238,1.888583654,0.0
BC01_95,0.0,0.0,0.0,0.0,0.717839793,0.0,0.0,0.0,1.8931119630000002,0.0,7.278276912999999,5.033895988,0.0,0.0,0.0,0.0,2.945491057,3.95162826,5.684191825,0.9439058990000001,0.0
BC04_01,0.0,0.0,0.0,3.975373321,6.154475855,7.316847136,6.848917809,0.0,7.169942605,0.0,6.586033714,0.0,5.147203737,5.834489047999999,0.0,5.238938843,2.323367632,4.812915795,1.754403683,6.467186172000001,0.0
BC04_02,0.0,0.0,0.0,0.0,0.732367894,7.075233889,5.983306359,0.0,3.5094537000000003,0.0,3.0502204589999997,5.681979849,4.559440334,0.0,0.867100488,5.324764537,2.382320061,6.201299936,2.372111156,4.602366259,0.0
BC04_07,0.9593502209999999,0.0,0.0,5.288519524,7.000571442,6.60154257,4.76609785,0.0,8.512250998999999,4.247637732,5.97013876,5.0344820210000005,6.086774727000001,4.53249196,4.629277261,6.237894845,0.0,7.118356502999999,0.0,4.7541934569999995,0.0
BC04_09,0.0,0.0,0.0,3.3541057739999998,1.16315081,6.604404422999999,7.661814099,0.0,7.161365957999999,4.930075786000001,6.033302026,6.5169767929999995,5.283406754,4.792893792,5.066637484,6.1653338170000005,3.0754672419999998,5.632465476,0.688134639,6.425371329,0.0
BC04_11,0.0,0.0,0.0,1.6409365790000001,0.641853886,0.6729444729999999,0.688134639,0.0,5.009901692,0.0,0.0,5.625027826,2.943912525,0.0,2.914522218,5.607601916,0.0,5.31502698,0.0,6.388157962999999,0.0
BC04_13,0.0,0.0,0.0,2.406945108,4.9382796319999995,6.79651082,6.312605573,0.0,5.445918071,4.376134308999999,7.360364753,3.851635855,7.062953981000001,4.446408894,5.193290129,5.130135373,0.0,5.22224593,1.7227665980000002,5.927432564,0.0
BC04_14,1.280933845,0.0,0.0,5.06594385,4.611649152,6.108580694,2.240709689,0.0,3.185939325,1.406096988,1.752672081,0.887891257,4.3606753089999994,3.0731561710000004,3.7143035060000003,3.203965212,0.0,3.174714929,0.0,3.080073422,0.0
BC04_16,0.824175443,0.0,0.0,5.282848336,0.667829373,5.985572221,6.204699167,0.0,6.601433902,2.855895328,7.105827146,0.0,6.255308486000001,0.0,6.308571917999999,6.483596528,0.0,5.758744032999999,0.0,3.887730313,0.0
BC04_20,5.3574820999999995,0.0,0.0,2.693951277,6.383743093,8.266303244,7.989275663,0.0,5.742778803999999,0.0,6.763700134,4.971339911,2.901421594,5.257547454,4.968145242,5.887075781,4.906533245,6.7024148079999994,3.5016458530000003,8.147684822,0.0
BC04_22,0.0,0.0,0.0,0.0,0.0,4.873210618,2.787477335,0.0,5.4161004020000005,0.559615788,3.376904689,5.541224328999999,4.521244951,0.0,0.343589704,6.0188608189999995,0.0,6.682233902999999,0.0,6.061550155,0.0
BC04_23,2.557227311,0.0,0.0,3.288401888,5.477676205,5.7233890039999995,6.155961519,2.669309373,7.939326362,0.0,6.976441437,5.2990171219999995,6.537024875,0.0,1.808288771,6.565025505,4.03653888,6.765373407999999,3.321071337,5.331316845,0.0
BC04_24,4.492673155,0.0,0.0,0.0,6.347651872,3.288774952,4.845210185,4.082777926,8.130556707,3.952204795,6.504707247000001,3.4118075610000003,6.291643211,0.0,2.197224577,6.765223504,0.0,6.637074527999999,2.3437270359999998,7.34561013,0.0
BC04_27,3.478467017,0.996948635,0.0,0.0,5.605029709,5.9302803939999995,6.128875903,0.0,7.509631112999999,0.0,5.873440857,5.592664677,5.57070812,3.886089623,0.207014169,6.143842228,0.90016135,5.6416942820000004,1.9459101490000001,6.401237032,0.0
BC04_28,1.6253112619999999,0.0,0.0,5.478302864,0.0,5.271151698,4.378520495,0.0,6.534849322,0.75612198,5.794293277,4.1799104510000005,3.4075107439999996,0.0,0.0,5.077171818,1.8000582719999998,5.833201255,3.705736571,2.164471791,0.0
BC04_29,6.712895445,0.0,0.0,0.0,4.682871694,7.3218761510000006,6.949156306,2.306577114,7.218653263999999,0.0,6.289066009,6.509514016000001,5.237292665,0.0,3.487680842,6.587949384,2.615203651,5.385457902000001,0.0,6.686197969,0.0
BC04_30,0.0,0.0,0.0,5.938775542,0.0,5.617752434,4.109889774,0.0,6.300712397000001,0.824175443,6.412425637,0.0,3.4949912610000005,0.0,5.604367214,3.521643535,0.0,4.924132878,0.0,6.0935020479999995,0.0
BC04_31,5.361151311,0.0,0.0,2.9846713260000004,0.0,2.855895328,4.683519152,0.0,7.235460627,0.0,5.628555928,6.502280171000001,6.5783480260000005,0.0,0.0,7.406303847,1.6174060819999998,7.513076205,0.0,5.3492005769999995,0.0
BC04_32,0.0,1.050821625,0.0,0.0,5.926659324,6.073436162,6.629891515,0.0,8.592456496,0.0,7.277717554,5.647212122999999,5.089939267,0.0,3.3741687089999997,5.971822907000001,4.411099882,7.764678099,0.837247525,7.250394177,0.0
BC04_33,0.0,0.0,0.0,0.0,5.014627315,7.536993074,7.6590204129999995,0.0,6.732174949,5.4640436470000004,5.576668541,5.5246558089999995,4.706462437,4.888542987,5.563715486,5.685788211,0.0,6.799891633,0.0,6.935915045,0.0
BC04_36,0.0,0.0,0.0,0.0,2.97603964,3.5951180739999997,3.3185401480000003,0.0,8.743821862999999,0.0,7.249165305,6.093118201,6.8440270960000005,3.114847754,0.0,7.298384207000001,2.414126468,6.477679805,3.305787197,4.245347436,0.0
BC04_37,4.9122136119999995,0.0,0.0,2.32238772,5.872258625,6.004849567000001,6.3055816160000004,0.0,8.145787423,0.0,6.399775602,6.730695852999999,5.710062712999999,0.0,0.741937345,5.492114493,1.190887565,6.025576077,0.0,4.935049307,0.0
BC04_39,0.0,0.0,0.0,6.649321281000001,3.163785859,6.078284238999999,5.020585625,0.0,6.662838911000001,1.771556762,5.554353961,4.45190245,6.130204227999999,3.4170707310000004,4.129228964,5.212922863999999,3.1081677030000003,6.662762257000001,2.9134370310000004,7.588521126,0.0
BC04_40,5.642048905,0.0,0.0,0.0,0.0,3.4741380060000004,6.051288849,0.0,6.031286041,3.028683374,6.932145407,3.0426158589999996,4.839293241,0.0,0.0,6.752609103999999,2.076938411,6.471944359,1.10856262,4.703657133,0.0
BC04_41,0.0,0.0,0.0,0.0,1.974081026,6.752655816,5.466117327,0.0,6.777817422,0.0,3.53921868,5.936612296,4.999506936,2.337952237,0.0,4.945918979,4.3855205239999995,5.829269095,3.4882920889999998,6.844964563,0.0
BC04_45,3.4487168980000003,0.0,0.0,2.099244169,4.747537427,6.193302742999999,5.1430076819999995,0.0,5.21716154,1.101940079,3.097385927,0.0,4.616011209,3.4170707310000004,0.0,4.718498871,2.5463152780000002,5.362371395,4.034771471,5.745500067999999,0.0
BC04_49,8.594537492,0.0,0.0,7.111520272999999,0.0,5.522380495,4.246636373,3.8325468039999997,8.384804003,0.0,5.194899407,7.909026661,6.517863277999999,2.9982291539999997,4.938494616,5.744732461,0.0,6.139000541000001,0.815364813,7.559006972000001,0.0
BC04_53,6.368598765,0.0,0.0,7.586352115,5.165871098999999,8.45464735,8.057858842,0.559615788,7.412691595,4.042700329,6.3438452839999995,7.119198648999999,6.4865113370000005,0.0,0.0,6.782441457999999,0.0,6.845017802,0.0,6.6780276,0.0
BC04_54,0.0,0.0,0.0,4.59491781,4.109068958,2.48906466,4.7770204430000005,0.0,5.639634987999999,0.9593502209999999,6.014179596,0.0,6.536561154,0.0,2.670002133,5.083017969,4.966265346,4.897914424,0.0,6.02827852,0.0
BC04_56,5.117754263,2.800933195,0.0,0.0,0.0,3.510051787,4.68877577,0.0,5.713501756,0.0,5.401505524,2.766947842,5.807721981,5.85984561,0.48242614899999997,3.811539467,1.061256502,2.252343877,0.0,5.138441998999999,0.0
BC04_58,1.719188776,7.242146781000001,0.0,3.9444901960000003,5.592441147000001,5.732240347,6.120253462000001,0.0,7.970349986,3.029650492,5.665180237,6.144786312000001,6.3019960710000005,0.0,4.741273269,6.510570792,4.425684604,6.882119472,2.158714723,5.939065378,0.0
BC04_59,0.0,4.751346296,0.0,0.0,3.194992884,3.7907589180000003,5.169972501,0.0,6.505380391,3.8828001469999998,5.883573052999999,0.0,6.494358801000001,4.687210896,3.1424266530000002,4.825108606000001,1.425515074,4.5429755819999995,0.0,5.975563798,0.0
BC04_60,5.402452131,3.605769547,0.0,1.979621206,6.3661954960000005,5.554586167999999,5.329767583,0.0,7.942664252999999,0.0,6.74186597,6.532086809,6.803960204,0.0,3.4849255969999997,7.269108264,2.585505848,7.464847886,1.646733697,4.505681287,0.0
